trade_date	board_level	code	name	level	continue_num	change_rate	latest	first_limit_up_time	last_limit_up_time	primary_theme	limit_up_type	high_days	open_num	trading_amount	order_amount	amount	turnover_rate	industry	kpl_primary_theme	kpl_theme_tags	kpl_plate_code	reason_type	tags	auto_position	change_tag	market_type	currency_value	actual_currency_value
20260811	2	603797	联泰环保	2	2	10.0218	5.05	1786412018	1786412240	环保	换手板	2天2板	2	157247620	13315437	13315437	5.4925	环境保护	环保	污水处理|环保	801052	污水处理+PPP项目+估值提升			LIMIT_BACK	HS	2911856200	1235209404
20260811	2	000859	国风新材	2	2	9.9685	10.48	1786412670	1786413762	芯片	换手板	2天2板	1	1280296176	82106240	82106240	13.9879	塑料	芯片	光刻胶|面板	801001	光刻胶+MLCC+聚酰亚胺+并购重组	题材龙	题材龙	LIMIT_BACK	HS	9389296800	6656072529
20260811	2	605286	同力天启	2	2	9.9961	28.17	1786413781	1786413781	电力	换手板	2天2板		241778839	57931296	57931296	5.3884	运输设备	电力	绿色电力|电力	801120	算电协同+储能+电梯部件	题材龙	题材龙	FIRST_LIMIT	HS	4732560000	1301454000
20260811	2	600833	第一医药	2	2	9.9909	12.11	1786413629	1786418825	医药	换手板	2天2板	5	446405965	23225768	23225768	17.0487	医药商业	医药	医药零售|医药	801045	医药商业+中报预增+上海国资			LIMIT_BACK	HS	2701575700	1487217401
20260811	2	605179	一鸣食品	2	2	9.992	27.63	1786412555	1786428446	食品饮料	换手板	2天2板	5	1115570768	23877846	23877846	10.3738	乳制品	食品饮料	乳业|食品饮料	801220	乳业+烘焙食品+米制鲜食	中军	中军	LIMIT_BACK	HS	11079630000	2306778966
20260811	2	001258	立新能源	2	2	10.0138	15.93	1786414149	1786431297	电力	换手板	2天2板	1	3628988251	6520722	6520722	26.1105	新型电力	电力	绿色电力|储能	801120	半年报增长+风电+光伏+新疆国资	中军	中军	LIMIT_BACK	HS	14867813000	6687542391
20260811	1	002721	金一文化	1	1	10.1083	3.05	1786411893	1786411893	黄金	换手板	5天3板		732228759	58624356	58624356	9.1637	服饰	黄金	黄金零售|小金属概念	801048	黄金珠宝+数字货币+AI应用+海淀国资	题材龙|先导龙	题材龙	FIRST_LIMIT	HS	8111104800	5670473348
20260811	1	002585	双星新材	1	1	10.0418	10.52	1786411956	1786411956	元器件	换手板	首板		622982119	136324480	136324480	6.8077	塑料	元器件	电阻电容|复合集流体	801445	MLCC离型膜+复合铜箔+光学膜+半年报预计扭亏			LIMIT_BACK	HS	9328680800	7156031073
20260811	1	603087	甘李药业	1	1	10	74.47	1786412038	1786412038	医药	T字板	首板		1227027984	278294912	278294912	2.9514	生物制药	医药	减肥药|医疗器械	801045	GLP-1出海+独家许可协议+创新药+胰岛素龙头	先导龙		FIRST_LIMIT	HS	41789381000	25763153480
20260811	1	002212	天融信	1	1	9.9693	7.17	1786412043	1786412043	AI应用	换手板	4天2板		496362093	109221424	109221424	6.0719	软件服务	AI应用	AI安全|AI应用	803023	AI安全+智算云+车联网安全	题材龙|先导龙	题材龙	FIRST_LIMIT	HS	8366271000	8366271000
20260811	1	002256	兆新股份	1	1	9.9723	3.97	1786412274	1786412274	电力	换手板	首板		327544749	59814404	59814404	4.183	新型电力	电力	绿色电力|电力	801120	光伏+收购新能源运维公司+盐湖提锂+定增	先导龙		FIRST_LIMIT	HS	7996957300	7996957296
20260811	1	002047	宝鹰股份	1	1	9.8765	3.56	1786412382	1786412382	ST摘帽	换手板	首板		86677116	53773444	53773444	1.6638	装修装饰	ST摘帽	光伏|元宇宙	801082	光耦合器+股权转让+国企改革	题材龙|先导龙	题材龙	FIRST_LIMIT	HS	5397525800	3675175328
20260811	1	600162	香江控股	1	1	10	4.29	1786412430	1786412430	算力	换手板	首板		400355943	72241176	72241176	2.9399	全国地产	算力	算力|地产链	801807	算力+IDC+家居商贸+房地产	题材龙|先导龙	题材龙	FIRST_LIMIT	HS	14021600000	4705648806
20260811	1	603883	老百姓	1	1	9.9686	14.01	1786412418	1786412523	医药	换手板	首板	1	445995562	113775688	113775688	4.2765	医药商业	医药	医药零售|医药	801045	药品零售+股份回购+员工持股			LIMIT_BACK	HS	10632052200	5749813833
20260811	1	002685	华东重机	1	1	9.9638	6.07	1786412547	1786412595	芯片	换手板	首板	1	340266330	77555064	77555064	5.6884	机床制造	芯片	芯片|算力	801001	港机出海+GPU芯片+重大合同+中报预增	先导龙		LIMIT_BACK	HS	6115862300	5367892328
20260811	1	002687	乔治白	1	1	9.9265	5.98	1786412598	1786412598	服装家纺	换手板	首板		170022140	82928792	82928792	7.0065	服饰	服装家纺	服装家纺|股权转让	801123	职业装+校服+通勤服			LIMIT_BACK	HS	2473427000	1762564113
20260811	1	600126	杭钢股份	1	1	10	7.37	1786413036	1786413036	人工智能	换手板	首板		1115980113	132587536	132587536	4.6383	普钢	人工智能	阿里系AI|人工智能	801085	减持未实施+算力租赁+浙江国资	题材龙|先导龙	题材龙	FIRST_LIMIT	HS	24889884000	9410864967
20260811	1	600715	文投控股	1	1	9.7561	1.8	1786412693	1786413107	文化传媒	换手板	首板	1	155548064	23963240	23963240	3.0697	影视音像	文化传媒	影视院线|AI应用	801031	影视院线+AI漫剧+北京国资	先导龙		LIMIT_BACK	HS	5152270000	3823499592
20260811	1	002859	洁美科技	1	1	9.9959	81.32	1786412895	1786413153	并购重组	换手板	首板	1	1521094494	126672160	126672160	4.519	元器件	并购重组	并购重组|元器件	801250	拟收购埃福思科技+MLCC离型膜+载带满产	中军|先导龙	中军	LIMIT_BACK	HS	34830592000	17206312479
20260811	1	603106	恒银科技	1	1	10.0118	9.34	1786413168	1786413168	金融概念	换手板	8天5板		536713838	67904416	67904416	11.514	IT设备	金融概念	金融科技|金融概念	801313	AI应用+金融智能终端+金融信创			FIRST_LIMIT	HS	4861656800	2157117122
20260811	1	300426	华智数媒	1	1	20	7.8	1786413375	1786413375	文化传媒	换手板	首板		421059209	91973192	91973192	14.2557	影视音像	文化传媒	影视院线|短剧	801031	影视院线+AI应用+半年报扭亏	中军	中军	FIRST_LIMIT	GEM	3120000000	2321280000
20260811	1	600863	华能蒙电	1	1	9.9788	5.18	1786413454	1786413454	电力	换手板	首板		1102493069	132859664	132859664	3.3467	火力发电	电力	绿色电力|风电运营商	801120	电力+新能源+煤电联营+央企			FIRST_LIMIT	HS	33809279000	16485404372
20260811	1	002229	鸿博股份	1	1	10.0281	11.74	1786413054	1786414125	算力	换手板	首板	1	840333599	136378880	136378880	14.8417	广告包装	算力	算力|机器人概念	801807	算力租赁+彩票印刷	中军	中军	LIMIT_BACK	HS	5789653400	5789653354
20260811	1	603887	城地香江	1	1	10.0213	10.32	1786414709	1786414709	人工智能	换手板	首板		360338565	59116384	59116384	6.0281	软件服务	人工智能	阿里系AI|算力	801085	模块化数据中心+算力租赁+央企入主	中军	中军	FIRST_LIMIT	HS	6212943600	5278516903
20260811	1	600667	太极实业	1	1	10.0156	21.2	1786415764	1786415764	芯片	换手板	首板		6466750500	343423040	343423040	15.2932	半导体	芯片	存储|HBM	801001	存储芯片+先进封装+SK海力士+无锡国资	中军	中军	FIRST_LIMIT	HS	44340694000	30497529452
20260811	1	603488	展鹏科技	1	1	9.9648	9.38	1786415995	1786415995	军工	换手板	首板		113766761	30776718	30776718	4.3169	运输设备	军工	军工|地产链	801062	军工+军事仿真+电梯门系统	题材龙|先导龙	题材龙	FIRST_LIMIT	HS	2738870300	1917483115
20260811	1	002246	北化股份	1	1	9.9853	22.47	1786416366	1786416366	军工	换手板	首板		622488818	75281376	75281376	5.2045	化工原料	军工	军工|核污染概念	801062	半年报增长+硝化棉+商业航天+央企	中军	中军	FIRST_LIMIT	HS	12336811800	6591558555
20260811	1	002194	武汉凡谷	1	1	10	11	1786416789	1786416789	通信	换手板	4天3板		782053955	66529032	66529032	14.6577	通信设备	通信	6G|通信	801660	6G预研+滤波器龙头+卫星通信			FIRST_LIMIT	HS	5619667400	4524394183
20260811	1	002715	登云股份	1	1	10.0293	15.03	1786417323	1786417323	黄金	换手板	首板		123370965	26842076	26842076	6.1784	汽车配件	黄金	黄金|股权转让	801048	黄金概念+汽车零部件+一季报增长	中军	中军	FIRST_LIMIT	HS	2074140000	1338857370
20260811	1	600881	亚泰集团	1	1	10	1.87	1786417595	1786417595	医药	换手板	首板		306697224	53126188	53126188	5.3125	综合类	医药	创新药|猴痘概念	801045	创新药+预重整+重整投资人招募+长春国资			FIRST_LIMIT	HS	6044122300	5116349567
20260811	1	605288	凯迪股份	1	1	9.9948	63.39	1786418165	1786418165	机器人概念	换手板	首板		218278837	52794996	52794996	3.7597	电气设备	机器人概念	机器人概念|送转填权	801159	机器人+智能线性驱动+新能源汽车	先导龙		FIRST_LIMIT	HS	6229872700	1644063394
20260811	1	603012	创力集团	1	1	9.9631	8.94	1786416567	1786418202	智慧矿山	换手板	首板	2	510155390	59168492	59168492	9.1224	专用机械	智慧矿山	智慧矿山|新型工业化	801575	煤机装备+智慧矿山+华为合作+定增获批			LIMIT_BACK	HS	5779710000	4493724525
20260811	1	603284	林平发展	1	1	10	44.44	1786418518	1786418518	造纸	换手板	首板		204675005	168320272	168320272	25.1602	造纸	造纸	造纸|次新股	801040	造纸+产能扩张+循环经济+次新股			FIRST_LIMIT	HS	837858430	837858428
20260811	1	603137	恒尚节能	1	1	10.0073	30.34	1786414852	1786418857	并购重组	换手板	3天2板	2	985331302	50919624	50919624	18.6405	装修装饰	并购重组	并购重组|基础建设	801250	跨界存储+建筑幕墙+新签项目增长			LIMIT_BACK	HS	5550197400	2525894815
20260811	1	002031	巨轮智能	1	1	9.9812	5.84	1786424784	1786424784	机器人概念	换手板	首板		806525609	68994928	68994928	6.4806	汽车配件	机器人概念	机器人概念|工业机器人	801159	人形机器人+RV减速器+轮胎模具			FIRST_LIMIT	HS	12844426900	10464354606
20260811	1	603009	北特科技	1	1	10	44	1786424818	1786424818	机器人概念	换手板	首板		467213307	37523156	37523156	3.1955	汽车配件	机器人概念	滚珠丝杠|汽车热管理	801159	人形机器人+丝杠+汽车零部件			FIRST_LIMIT	HS	15241152000	9316916132
20260811	1	002235	安妮股份	1	1	10.023	9.55	1786425402	1786425402	版权	换手板	首板		358513091	97039936	97039936	7.0918	造纸	版权	版权|知识产权	801739	彩票印制+数据确权+防伪溯源+控制权变更			FIRST_LIMIT	HS	5286672800	4376836397
20260811	1	301550	斯菱智驱	1	1	20	87.42	1786425609	1786425609	机器人概念	换手板	首板		1173063680	74991144	74991144	7.0907	汽车配件	机器人概念	机器人概念|工业互联网	801159	机器人+谐波减速器+汽车轮毂轴承	中军	中军	FIRST_LIMIT	GEM	17942878000	17942878158
20260811	1	301529	福赛科技	1	1	20.005	96.16	1786426443	1786426443	机器人概念	换手板	首板		557583951	31344314	31344314	9.8721	汽车配件	机器人概念	机器人概念|汽车类	801159	机器人+汽车内饰件+定增获批			FIRST_LIMIT	GEM	6112571400	5347888693
20260811	1	603179	新泉股份	1	1	10.0079	41.66	1786425197	1786426520	机器人概念	换手板	首板	1	1222329341	164824464	164824464	4.266	汽车配件	机器人概念	机器人概念|汽车零部件	801159	机器人+汽车饰件+全球化布局	中军	中军	LIMIT_BACK	HS	29753516000	19223746531
20260811	1	603823	百合花	1	1	10.0029	75.22	1786427483	1786427483	芯片	换手板	7天4板		1878325443	96842744	96842744	6.2508	染料涂料	芯片	光刻胶|新材料概念	801001	光刻胶+战略入股+PEEK材料+有机颜料			FIRST_LIMIT	HS	31319179000	10275822529
20260811	1	002762	金发拉比	1	1	10.032	10.31	1786427877	1786427877	ST摘帽	换手板	3天2板		224857170	8913903	8913903	11.0729	服饰	ST摘帽	生育概念|ST摘帽	801082	母婴用品+摘帽+中报预计扭亏	中军	中军	FIRST_LIMIT	HS	2179311700	1693325155
20260811	1	603897	长城科技	1	1	10.0038	29.14	1786428461	1786428461	机器人概念	换手板	首板		316157746	128606472	128606472	5.5201	电气设备	机器人概念	机器人概念|扁线	801159	机器人概念+电磁线+年报增长			FIRST_LIMIT	HS	6015535700	2506072190
20260811	1	603655	朗博科技	1	1	9.9935	33.79	1786430249	1786430249	汽车零部件	换手板	3天2板		177465963	12350245	12350245	5.2574	汽车配件	汽车零部件	汽车零部件|化工	801199	橡胶密封件+新能源汽车+年报增长			FIRST_LIMIT	HS	3581740000	1156543846
20260811	1	301520	万邦医药	1	1	19.9966	70.39	1786417353	1786430463	医药	换手板	首板	6	1404170947	19074352	19074352	64.833	生物制药	医药	CRO|医药	801045	创新药+CRO+收购赛德盛	中军	中军	LIMIT_BACK	GEM	2301643400	2301643403
20260811	1	000779	甘咨询	1	1	10.0259	12.73	1786430694	1786430694	AI应用	换手板	首板		1460861326	24607802	24607802	28.9028	建筑工程	AI应用	AI应用|基础建设	803023	参股算力建设（金额较小）+工程咨询+AI应用+甘肃国资	中军	中军	LIMIT_BACK	HS	5916560400	3230441953
20260811	1	600611	大众交通	1	1	10.0877	5.02	1786412392	1786431076	智能驾驶	换手板	首板	4	982363335	90567064	90567064	12.7592	公共交通	智能驾驶	无人驾驶|智能交通	801248	无人驾驶+上海出租车+间接投资长江存储+算力			LIMIT_BACK	HS	7847848100	5472304512
20260811	1	002963	豪尔赛	1	1	10.0219	20.09	1786431255	1786431255	旅游	换手板	8天6板		350741272	11820956	11820956	14.8749	装修装饰	旅游	旅游|算力	801330	液冷服务器+智慧灯杆+照明工程			FIRST_LIMIT	HS	2470950400	1386203187
