trade_date	board_level	code	name	level	continue_num	change_rate	latest	first_limit_up_time	last_limit_up_time	primary_theme	limit_up_type	high_days	open_num	trading_amount	order_amount	amount	turnover_rate	industry	kpl_primary_theme	kpl_theme_tags	kpl_plate_code	reason_type	tags	auto_position	change_tag	market_type	currency_value	actual_currency_value
20260810	1	600698	湖南天雁	1	1	10.061	7.22	1786327585	1786327585	并购重组	换手板	首板		335146001	68455672	68455672	5.7448	汽车配件	并购重组	并购重组|汽车零部件	801250	兵装重组概念+涡轮增压器+电子水泵+央企			LIMIT_BACK	HS	5995861600	3122045119
20260810	1	002696	百洋股份	1	1	10.0365	6.03	1786327113	1786327596	农业	换手板	首板	1	170534190	2709882	2709882	8.5888	饲料	农业	水产品|农业	801464	水产饲料+鱼粉涨价+青岛国资	中军	中军	LIMIT_BACK	HS	2015581300	1385510569
20260810	1	000537	绿发电力	1	1	10.0529	8.32	1786325907	1786327881	电力	换手板	首板	1	501123354	90921176	90921176	2.9827	新型电力	电力	绿色电力|光伏EPC	801120	风电投资+绿电交易+央企	中军	中军	LIMIT_BACK	HS	17103573000	5307238677
20260810	1	002141	贤丰控股	1	1	9.9836	6.72	1786327146	1786328058	通信	换手板	首板	1	1606097944	100035936	100035936	24.0207	元器件	通信	PCB|通信	801660	覆铜板+拟布局PCB+动物保健	中军|先导龙	中军	LIMIT_BACK	HS	6941328600	4842964938
20260810	1	002044	美年健康	1	1	9.9585	5.3	1786328106	1786328106	AI应用	换手板	首板		1021162514	87766840	87766840	5.1325	医疗保健	AI应用	AI医疗|AI应用	803023	AI医疗+体检龙头+AI收入增长	中军	中军	FIRST_LIMIT	HS	20533406000	15968830175
20260810	1	603797	联泰环保	1	1	10.0719	4.59	1786326163	1786328141	环保	换手板	首板	2	121521105	18094020	18094020	4.6756	环境保护	环保	污水处理|环保	801052	污水处理+PPP项目+估值提升计划			LIMIT_BACK	HS	2646617800	1122695280
20260810	1	603711	香飘飘	1	1	10.0181	12.19	1786327393	1786328176	食品饮料	换手板	首板	2	119962592	22163090	22163090	2.4552	软饮料	食品饮料	食品饮料|股权转让	801220	软饮料+茶饮店+中报预计扭亏+出海			LIMIT_BACK	HS	5032935300	936125961
20260810	1	600793	宜宾纸业	1	1	9.9719	15.66	1786327809	1786328370	造纸	换手板	首板	1	203462178	66205780	66205780	7.5784	造纸	造纸	造纸|并购重组	801040	醋酸纤维素+TAC膜+造纸+宜宾国资	题材龙|先导龙	题材龙	LIMIT_BACK	HS	2770316700	1318116672
20260810	1	000428	华天酒店	1	1	9.9237	4.32	1786328484	1786328484	旅游	换手板	首板		217110358	55016012	55016012	5.1834	酒店餐饮	旅游	酒店|食品饮料	801330	酒店+预制菜+大消费+国企改革	中军	中军	FIRST_LIMIT	HS	4401760300	2972068568
20260810	1	001222	源飞宠物	1	1	9.9929	15.41	1786328493	1786328493	宠物经济	换手板	首板		101861345	20510094	20510094	6.0608	文教休闲	宠物经济	宠物经济|跨境电商	801243	宠物经济+海外业务+设立创投			FIRST_LIMIT	HS	1741309700	1178866691
20260810	1	002622	皓宸医疗	1	1	10.084	2.62	1786328496	1786328496	民营医院	换手板	首板		102511472	13590987	13590987	4.8279	医疗保健	民营医院	民营医院|互联网金融	801418	口腔医疗+医疗服务+半年报预计减亏			FIRST_LIMIT	HS	2200735200	1676740114
20260810	1	002112	三变科技	1	1	10.0062	17.7	1786325679	1786328556	智能电网	换手板	首板	2	791977249	77881328	77881328	17.3473	电气设备	智能电网	变压器|电气设备	801346	变压器+AI算力+国企改革	中军	中军	LIMIT_BACK	HS	4638816000	3953662876
20260810	1	002748	世龙实业	1	1	9.9908	12	1786328979	1786328979	锂电池	换手板	首板		79533469	69927600	69927600	2.8541	化工原料	锂电池	氯化亚砜|化工	801004	中报预增+氯化亚砜+化工			FIRST_LIMIT	HS	2880000000	1337760000
20260810	1	002783	凯龙股份	1	1	10.0536	8.21	1786328358	1786329303	基础建设	换手板	首板	1	266913625	66279536	66279536	7.2361	化工原料	基础建设	民用爆破|西藏水电站	801270	民爆+化肥+湖北国资	题材龙|先导龙	题材龙	LIMIT_BACK	HS	3785767200	3004006250
20260810	1	603065	宿迁联盛	1	1	9.9752	17.75	1786325625	1786329417	芯片	换手板	首板	3	758079087	61262352	61262352	10.4415	化工原料	芯片	磷化铟|新材料概念	801001	磷化铟衬底+光稳定剂+终止减持	中军|先导龙	中军	LIMIT_BACK	HS	7436674400	3971927798
20260810	1	600984	建设机械	1	1	10.049	4.49	1786326530	1786329644	新型工业化	换手板	首板	2	335609941	39804700	39804700	6.0732	工程机械	新型工业化	专用设备|新型工业化	801511	建筑起重机械租赁+煤矿智能装备+陕西国资	题材龙|先导龙	题材龙	LIMIT_BACK	HS	5644127200	3436144653
20260810	1	002289	宇顺电子	1	1	10.0029	37.5	1786329672	1786329672	算力	换手板	首板		227363709	56565000	56565000	2.2945	元器件	算力	算力租赁|算力	801807	算力租赁+IDC+定增			FIRST_LIMIT	HS	10291171200	6088256904
20260810	1	002647	仁东控股	1	1	9.9581	10.49	1786328367	1786329789	金融概念	换手板	首板	1	503977420	25927084	25927084	4.8427	多元金融	金融概念	金融科技|金融概念	801313	AI算力芯片+第三方支付+半年报扣非增长			LIMIT_BACK	HS	10650409500	9073083837
20260810	1	603151	邦基科技	1	1	9.9688	14.12	1786329957	1786329957	农业	换手板	首板		69635408	27555180	27555180	2.9775	饲料	农业	猪肉|农业	801464	猪饲料+生猪养殖+股东人数减少			FIRST_LIMIT	HS	2418499000	1149754432
20260810	1	002248	华东数控	1	1	9.9562	10.05	1786329426	1786329999	新型工业化	换手板	首板	1	341624381	17374440	17374440	11.3323	机床制造	新型工业化	工业母机|新型工业化	801511	工业母机+谐波减速器	中军	中军	LIMIT_BACK	HS	3090330800	2549522893
20260810	1	601199	江南水务	1	1	9.9819	6.06	1786330548	1786330725	水务	换手板	首板	2	245651161	41507364	41507364	4.4741	水务	水务	水务|固废处理	801246	智慧水务+供排水一体化+国企改革			LIMIT_BACK	HS	5667374400	2359327950
20260810	1	600326	西藏天路	1	1	10	8.36	1786329482	1786331021	基础建设	换手板	3天2板	1	982125057	90753928	90753928	8.9879	水泥	基础建设	基础建设|地产链	801270	水泥+矿产+西藏国资	中军	中军	LIMIT_BACK	HS	11390202600	8763621861
20260810	1	000859	国风新材	1	1	10.0462	9.53	1786331196	1786331196	芯片	换手板	首板		657407296	46764660	46764660	8.0783	塑料	芯片	光刻胶|面板	801001	光刻胶+MLCC+聚酰亚胺+并购重组			FIRST_LIMIT	HS	8538167800	6052707176
20260810	1	603130	云中马	1	1	10	44.33	1786327310	1786331654	服装家纺	换手板	首板	2	150042367	5514652	5514652	2.5183	纺织	服装家纺	服装家纺|化工	801123	革基布龙头+入股商业卫星+股份回购+定增获批			LIMIT_BACK	HS	6096004500	2320748907
20260810	1	001258	立新能源	1	1	10.0304	14.48	1786325502	1786331775	电力	换手板	首板	8	2519826913	81525296	81525296	18.8937	新型电力	电力	绿色电力|储能	801120	半年报增长+风电+光伏+新疆国资	中军	中军	LIMIT_BACK	HS	13514497000	6078820704
20260810	1	600327	大东方	1	1	10.0559	3.94	1786331638	1786331890	零售	换手板	首板	1	153080942	29430350	29430350	4.5059	医疗保健	零售	零售|食品饮料	801053	医疗健康+百货零售+回购			LIMIT_BACK	HS	3486031300	1927426706
20260810	1	603725	天安新材	1	1	10	11.22	1786331331	1786331973	机器人概念	换手板	首板	1	307801799	23651806	23651806	9.2542	塑料	机器人概念	机器人概念|装修家具	801159	回购+机器人+电子皮肤+高分子饰面材料	中军|先导龙	中军	LIMIT_BACK	HS	3420503200	1939425297
20260810	1	002329	皇氏集团	1	1	10.1587	3.47	1786331235	1786332063	食品饮料	换手板	首板	1	300558963	40140960	40140960	13.8313	乳制品	食品饮料	乳业|TOPCon	801220	乳业+新式茶饮+股权转让+种源突破	中军	中军	LIMIT_BACK	HS	2261027400	2074266578
20260810	1	002300	太阳电缆	1	1	10.0279	7.9	1786326192	1786332066	智能电网	换手板	首板	2	704563361	13713610	13713610	12.6392	电气设备	智能电网	电气设备|海缆	801346	海缆+电网设备+储能电缆			LIMIT_BACK	HS	5706130600	3162337571
20260810	1	600192	长城电工	1	1	10.0418	7.89	1786332494	1786338020	智能电网	换手板	首板	1	235550921	44896468	44896468	7.0321	电气设备	智能电网	电气设备|智能电网	801346	输变电设备+核电+资产剥离+国企改革			LIMIT_BACK	HS	3485391700	2107616373
20260810	1	605128	上海沿浦	1	1	10	25.08	1786338205	1786338205	机器人概念	换手板	首板		209510148	38191120	38191120	2.7459	汽车配件	机器人概念	机器人概念|汽车零部件	801159	机器人+汽车整椅			FIRST_LIMIT	HS	7874787500	4955603782
20260810	1	001376	百通能源	1	1	9.9728	12.13	1786338213	1786338213	电力	换手板	首板		352062932	62457372	62457372	13.9924	供气供热	电力	电力|有色金属	801120	热电联产+电力+安哥拉电解铝+定增			FIRST_LIMIT	HS	2596324200	2596324159
20260810	1	603020	爱普股份	1	1	9.99	11.01	1786338288	1786338330	食品饮料	换手板	首板	2	124453018	42130868	42130868	3.1489	食品	食品饮料	食品饮料|烟草	801220	香精香料+Omega-3鱼油+收购整合			LIMIT_BACK	HS	4135771900	2593542553
20260810	1	600722	金牛化工	1	1	10.0176	12.52	1786338432	1786338528	化工	换手板	首板	1	1496127952	53049744	53049744	18.5492	化工原料	化工	甲醇|化工	801235	甲醇+风电+河北国资	中军	中军	LIMIT_BACK	HS	8517602300	3744337990
20260810	1	002739	儒意电影	1	1	9.9668	9.93	1786338555	1786338555	文化传媒	换手板	首板		1866411406	120952120	120952120	9.3989	影视音像	文化传媒	影视院线|实控人变更	801031	《欢迎来龙餐馆》+暑期档+IP潮玩+院线龙头	中军	中军	FIRST_LIMIT	HS	20674278000	14736625608
20260810	1	001300	三柏硕	1	1	9.981	11.57	1786338801	1786338801	外贸	换手板	首板		82344498	110767704	110767704	3.0445	文教休闲	外贸	跨境电商|足球概念	801114	蹦床龙头+健身器材+外销为主			FIRST_LIMIT	HS	2820487300	849812831
20260810	1	600833	第一医药	1	1	9.99	11.01	1786326223	1786338967	医药	换手板	首板	1	144364804	23119900	23119900	5.9924	医药商业	医药	医药零售|宠物经济	801045	医药商业+中报预增+上海国资			LIMIT_BACK	HS	2456180700	1352127464
20260810	1	605286	同力天启	1	1	10.0086	25.61	1786339401	1786339401	电力	换手板	首板		128961491	82879080	82879080	3.1426	运输设备	电力	绿色电力|电力	801120	算电协同+储能+风电+电梯部件			FIRST_LIMIT	HS	4302480000	1183182000
20260810	1	603188	亚邦股份	1	1	9.901	4.44	1786339895	1786340081	化工	换手板	首板	3	126379639	18345636	18345636	5.1283	染料涂料	化工	化工|农药	801235	染料+资产处置+一季报增长+常州国资			LIMIT_BACK	HS	2531554800	1781201957
20260810	1	601020	华钰矿业	1	1	10.0236	23.27	1786340356	1786340356	有色金属	换手板	首板		1113472948	78022752	78022752	6.0062	铅锌	有色金属	金属锑|有色金属	801088	锑资源+黄金概念+有色金属采选+控制权变更			FIRST_LIMIT	HS	19080579000	14493607445
20260810	1	603162	海通发展	1	1	9.974	12.68	1786326792	1786340460	航运	换手板	首板	18	670989071	33879388	33879388	12.728	水运	航运	航运|一带一路	801234	干散货航运+运力扩张+中报增长			LIMIT_BACK	HS	5354122900	5296833772
20260810	1	002580	圣阳股份	1	1	10.0105	20.99	1786340823	1786341156	算力	换手板	首板	1	1848851436	160712976	160712976	20.3328	电气设备	算力	液冷|算力	801807	液冷储能+算力+固态电池+山东国资			LIMIT_BACK	HS	9494591400	7296593500
20260810	1	002541	鸿路钢构	1	1	10	20.57	1786341417	1786341417	基础建设	换手板	首板		343510806	48104096	48104096	3.4591	钢加工	基础建设	基础建设|中报增长	801270	中报预增+机器人+钢结构+新能源订单			FIRST_LIMIT	HS	10206424000	6982214671
20260810	1	603161	科华控股	1	1	10.0142	15.49	1786329635	1786341467	汽车零部件	换手板	首板	2	164023257	22655208	22655208	5.6892	汽车配件	汽车零部件	汽车零部件|实控人变更	801199	定增实施+涡轮增压器+混合动力			LIMIT_BACK	HS	2954698100	1823935160
20260810	1	000656	金科股份	1	1	10.2564	1.29	1786340631	1786341780	ST摘帽	换手板	首板	1	440807350	46272220	46272220	4.6969	全国地产	ST摘帽	房地产|股权转让	801082	不动产综合运营+代建+摘帽+中报预计扭亏			LIMIT_BACK	HS	9787680200	6875845353
20260810	1	600815	厦工股份	1	1	10.061	3.61	1786341416	1786341917	基础建设	换手板	首板	1	477831267	34826752	34826752	7.7268	工程机械	基础建设	工程机械|基础建设	801270	工程机械+地下管网+厦门国资			LIMIT_BACK	HS	6404481100	3310476266
20260810	1	600936	北投科技	1	1	10	6.16	1786342132	1786342186	基础建设	换手板	首板	1	689349524	53427612	53427612	7.0821	软件服务	基础建设	基础建设|广电网	801270	AI应用+智慧交通+平陆运河+资产注入	中军	中军	LIMIT_BACK	HS	10293521600	6758726303
20260810	1	002842	翔鹭钨业	1	1	10.0052	42.22	1786342269	1786342269	有色金属	换手板	4天2板		2534627468	149266288	149266288	24.1462	小金属	有色金属	金属钨|有色金属	801088	钨全产业链+光伏钨丝+定增获批+中报预增	中军	中军	FIRST_LIMIT	HS	11334480800	9398551476
20260810	1	603580	艾艾精工	1	1	9.9944	59.21	1786342400	1786342400	实控人变更	换手板	首板		852984328	76055240	76055240	11.5497	塑料	实控人变更	实控人变更|外贸	801787	控制权拟变更+轻型输送带+精密金属结构件			FIRST_LIMIT	HS	7737160200	2558678868
20260810	1	301051	信濠光电	1	1	19.9768	20.72	1786340511	1786342755	储能	换手板	首板	2	524792428	29998912	29998912	11.9497	元器件	储能	储能|消费电子	801178	玻璃盖板+储能调频+车载玻璃			LIMIT_BACK	GEM	4679345000	3548815281
20260810	1	600186	莲花控股	1	1	10.0101	10.88	1786343190	1786343190	算力	换手板	首板		2872555227	199610032	199610032	15.6689	食品	算力	算力租赁|算力	801807	算力租赁+阶跃星辰+类ABF膜+调味品	中军	中军	FIRST_LIMIT	HS	19465825000	15882166296
20260810	1	000026	飞亚达	1	1	9.9769	19.07	1786343298	1786343298	机器人概念	换手板	首板		285069419	70301552	70301552	4.283	服饰	机器人概念	灵巧手|端侧AI	801159	设立长空事业部+航空航天表+机器人+激光器			FIRST_LIMIT	HS	6952173200	3843856550
20260810	1	000973	佛塑科技	1	1	9.9678	13.68	1786343484	1786343484	锂电池	换手板	首板		1082880891	100678376	100678376	8.5692	塑料	锂电池	隔膜|固态电池	801004	锂电池隔膜+限售解禁+广东国资	中军	中军	FIRST_LIMIT	HS	13234349000	9694160627
20260810	1	600316	洪都航空	1	1	9.9846	28.53	1786343381	1786343591	军工	换手板	首板	1	685945117	23705578	23705578	3.4995	航空	军工	军工|军贸	801062	教练机+C919+军工+央企			LIMIT_BACK	HS	20459277000	10608135138
20260810	1	003043	华亚智能	1	1	10	74.25	1786343661	1786343661	芯片	换手板	首板		675975193	109217000	109217000	9.9604	半导体	芯片	半导体设备|芯片	801001	半导体设备+精密金属结构件+可转债募投结项			FIRST_LIMIT	HS	6980776700	5340294140
20260810	1	600356	恒丰纸业	1	1	9.9515	9.06	1786343233	1786343938	造纸	换手板	首板	3	137764852	13787509	13787509	5.228	造纸	造纸	造纸|烟草	801040	卷烟纸龙头+HNB+黑龙江国资	中军	中军	LIMIT_BACK	HS	2706506300	1896448953
20260810	1	603221	爱丽家居	1	1	9.9919	27.3	1786344429	1786344429	并购重组	换手板	12天11板		816032315	13416475	13416475	12.8864	家居用品	并购重组	并购重组|地产链	801250	拟收购存储测试+小盘炒作+PVC地板	中军	中军	FIRST_LIMIT	HS	6613971000	1767914448
20260810	1	601700	风范股份	1	1	9.9379	7.08	1786325799	1786344633	智能电网	换手板	6天5板	13	1880022839	5239908	5239908	23.8234	电气设备	智能电网	特高压|柔性直流	801346	特高压+中报预增+国企改革	中军	中军	LIMIT_BACK	HS	8062401700	3973151549
20260810	1	301357	北方长龙	1	1	19.9979	113.23	1786344927	1786344927	军工	换手板	首板		1204444783	41578056	41578056	12.2511	专用机械	军工	军工|陕西省	801062	军工智能装备+军车复合材料+资产重组完成	中军	中军	FIRST_LIMIT	GEM	10779496000	2694874000
