date,open,high,low,close,volume,amount,symbol,source_timeframe
2020-09-30,2.11747598,2.14521584,2.08973612,2.09898274,16156802,36983507.43,601991.SH,1d_to_1w
2020-10-09,2.10822936,2.14521584,2.10822936,2.13596922,6653072,15351399.47,601991.SH,1d_to_1w
2020-10-16,2.13596922,2.19144894,2.1267226,2.18220232,45602220,107021956.87,601991.SH,1d_to_1w
2020-10-23,2.1729557,2.20069556,2.10822936,2.11747598,39784743,92695327.05,601991.SH,1d_to_1w
2020-10-30,2.11747598,2.11747598,2.05274964,2.05274964,31325730,70908952.15,601991.SH,1d_to_1w
2020-11-06,2.06199626,2.09898274,2.02500978,2.09898274,45703857,102215712.55,601991.SH,1d_to_1w
2020-11-13,2.09898274,2.16370908,2.04350302,2.06199626,73955764,168802659.01,601991.SH,1d_to_1w
2020-11-20,2.07124288,2.13596922,2.05274964,2.08973612,113402346,255613893.06,601991.SH,1d_to_1w
2020-11-27,2.08973612,2.28391514,2.0804895,2.20069556,178803976,421207334.36,601991.SH,1d_to_1w
2020-12-04,2.20069556,2.2191888,2.14521584,2.16370908,96735452,228256500.96,601991.SH,1d_to_1w
2020-12-11,2.16370908,2.16370908,2.07124288,2.0804895,60753652,139168194.30,601991.SH,1d_to_1w
2020-12-18,2.0804895,2.19144894,2.04350302,2.16370908,65199028,149431593.29,601991.SH,1d_to_1w
2020-12-25,2.16370908,2.30240838,2.08973612,2.20994218,209377609,496857527.28,601991.SH,1d_to_1w
2020-12-31,2.20069556,2.33014824,2.1729557,2.20994218,239334631,578960249.35,601991.SH,1d_to_1w
2021-01-08,2.20069556,2.2654219,2.10822936,2.23768204,210617473,497816874.29,601991.SH,1d_to_1w
2021-01-15,2.23768204,2.311655,2.11747598,2.2191888,191743916,456978243.82,601991.SH,1d_to_1w
2021-01-22,2.2191888,2.30240838,2.20069556,2.23768204,177058999,431119217.35,601991.SH,1d_to_1w
2021-01-29,2.2191888,2.30240838,2.04350302,2.06199626,138679266,326640405.81,601991.SH,1d_to_1w
2021-02-05,2.04350302,2.1267226,2.04350302,2.06199626,76905648,173037790.26,601991.SH,1d_to_1w
2021-02-10,2.06199626,2.0804895,2.02500978,2.0804895,35555069,79068757.97,601991.SH,1d_to_1w
2021-02-19,2.09898274,2.11747598,2.07124288,2.10822936,67090309,151375484.83,601991.SH,1d_to_1w
2021-02-26,2.11747598,2.20994218,2.09898274,2.13596922,168192131,392930369.96,601991.SH,1d_to_1w
2021-03-05,2.1267226,2.24692866,2.10822936,2.20069556,192286472,453071875.97,601991.SH,1d_to_1w
2021-03-12,2.2191888,2.47809416,2.14521584,2.39487458,521706029,1295017416.03,601991.SH,1d_to_1w
2021-03-19,2.37638134,2.62604008,2.30240838,2.62604008,562852064,1475738689.74,601991.SH,1d_to_1w
2021-03-26,2.6815198,3.10686432,2.60754684,2.67227318,1311047502,4049264363.06,601991.SH,1d_to_1w
2021-04-02,2.69076642,2.90343868,2.51508064,2.52432726,680391054,1957531563.20,601991.SH,1d_to_1w
2021-04-09,2.52432726,2.61679346,2.47809416,2.52432726,318122380,874544278.16,601991.SH,1d_to_1w
2021-04-16,2.52432726,2.69076642,2.4041212,2.47809416,379116415,1035039463.03,601991.SH,1d_to_1w
2021-04-23,2.46884754,2.4965874,2.3578881,2.38562796,203905645,536749422.88,601991.SH,1d_to_1w
2021-04-30,2.39487458,2.39487458,2.27466852,2.32090162,152188005,385224345.27,601991.SH,1d_to_1w
2021-05-07,2.311655,2.47809416,2.311655,2.45960092,100780522,263943069.43,601991.SH,1d_to_1w
2021-05-14,2.4503543,2.55206712,2.42261444,2.43186106,215560892,576267555.17,601991.SH,1d_to_1w
2021-05-21,2.44110768,2.55206712,2.37638134,2.55206712,265806463,710446338.94,601991.SH,1d_to_1w
2021-05-28,2.56131374,2.60754684,2.4503543,2.45960092,239336415,647744705.84,601991.SH,1d_to_1w
2021-06-04,2.47809416,2.52432726,2.39487458,2.4041212,194689176,520600434.52,601991.SH,1d_to_1w
2021-06-11,2.4041212,2.46884754,2.37638134,2.44110768,151850408,398536334.59,601991.SH,1d_to_1w
2021-06-18,2.44110768,2.46884754,2.32090162,2.34864148,91355909,235159266.53,601991.SH,1d_to_1w
2021-06-25,2.34864148,2.45960092,2.33014824,2.41336782,106744353,277028266.47,601991.SH,1d_to_1w
2021-07-02,2.4503543,2.51508064,2.36713472,2.37638134,124336394,329908155.52,601991.SH,1d_to_1w
2021-07-09,2.37638134,2.42261444,2.30240838,2.3578881,107943531,276661083.78,601991.SH,1d_to_1w
2021-07-16,2.37638134,2.41336782,2.32090162,2.36713472,143364446,366578182.69,601991.SH,1d_to_1w
2021-07-23,2.34864148,2.3578881,2.27466852,2.27466852,117922737,294934404.84,601991.SH,1d_to_1w
2021-07-30,2.27466852,2.33939486,2.1729557,2.32090162,139532028,339928299.34,601991.SH,1d_to_1w
2021-08-06,2.32090162,2.46884754,2.30240838,2.41336782,249574102,644116408.01,601991.SH,1d_to_1w
2021-08-13,2.41336782,2.46884754,2.39487458,2.45960092,145226448,381738711.13,601991.SH,1d_to_1w
2021-08-20,2.4503543,2.60754684,2.41336782,2.46884754,241826351,653551915.88,601991.SH,1d_to_1w
2021-08-27,2.48734078,2.6815198,2.47809416,2.58784404,379945934,1058869087.14,601991.SH,1d_to_1w
2021-09-03,2.59739328,2.89341972,2.5305486,2.77882884,436169833,1233290214.88,601991.SH,1d_to_1w
2021-09-10,2.82657504,2.98891212,2.75018112,2.80747656,656606058,1960368148.98,601991.SH,1d_to_1w
2021-09-17,2.80747656,2.92206744,2.7215334,2.80747656,358795852,1060209649.01,601991.SH,1d_to_1w
2021-09-24,2.78837808,3.70510512,2.7692796,3.41862792,797777787,2782373977.34,601991.SH,1d_to_1w
2021-09-30,3.45682488,3.580965,3.12260148,3.42817716,668275449,2344223395.79,601991.SH,1d_to_1w
2021-10-08,3.47592336,3.47592336,3.16079844,3.20854464,130590993,444067970.4,601991.SH,1d_to_1w
2021-10-15,3.26584008,3.31358628,2.71198416,2.75018112,517647045,1586642055.65,601991.SH,1d_to_1w
2021-10-22,2.73108264,2.9602644,2.65468872,2.68333644,821088061,2407697924.67,601991.SH,1d_to_1w
2021-10-29,2.69288568,2.9125182,2.45415468,2.59739328,705912919,2008677787.81,601991.SH,1d_to_1w
2021-11-05,2.55919632,2.69288568,2.41595772,2.41595772,445293466,1184896258.69,601991.SH,1d_to_1w
2021-11-12,2.41595772,2.52099936,2.36821152,2.40640848,291109326,740331643.51,601991.SH,1d_to_1w
2021-11-19,2.40640848,2.44460544,2.36821152,2.41595772,247945995,625402799.25,601991.SH,1d_to_1w
2021-11-26,2.41595772,2.54009784,2.39685924,2.42550696,271691268,697025794.12,601991.SH,1d_to_1w
2021-12-03,2.38731,2.56874556,2.37776076,2.54009784,299992643,774513225.34,601991.SH,1d_to_1w
2021-12-10,2.54009784,2.73108264,2.50190088,2.626041,841829981,2294216777.84,601991.SH,1d_to_1w
2021-12-17,2.63559024,3.17989692,2.626041,3.02710908,1097789428,3256396525.92,601991.SH,1d_to_1w
2021-12-24,3.103503,3.31358628,2.92206744,3.27538932,1246627517,4064582229.21,601991.SH,1d_to_1w
2021-12-31,3.22764312,3.38043096,2.96981364,3.09395376,897696799,2930359392.34,601991.SH,1d_to_1w
2022-01-07,3.13215072,3.17989692,2.74063188,2.75018112,629950834,1903115643.23,601991.SH,1d_to_1w
2022-01-14,2.70243492,2.78837808,2.64513948,2.64513948,437309804,1245158414.46,601991.SH,1d_to_1w
2022-01-21,2.63559024,2.78837808,2.60694252,2.6737872,455553793,1288927898.36,601991.SH,1d_to_1w
2022-01-28,2.64513948,2.68333644,2.4828024,2.52099936,355770295,962200005.60,601991.SH,1d_to_1w
2022-02-11,2.51145012,2.75018112,2.51145012,2.68333644,384928821,1066172618.83,601991.SH,1d_to_1w
2022-02-18,2.6737872,2.68333644,2.54009784,2.59739328,251274480,683973964.28,601991.SH,1d_to_1w
2022-02-25,2.59739328,2.68333644,2.4828024,2.65468872,422076496,1135057371.65,601991.SH,1d_to_1w
2022-03-04,2.65468872,2.75018112,2.626041,2.6737872,423510178,1191114139.0,601991.SH,1d_to_1w
2022-03-11,2.65468872,2.7215334,2.46370392,2.59739328,401437142,1096526625.0,601991.SH,1d_to_1w
2022-03-18,2.58784404,2.59739328,2.18677596,2.34911304,420905093,1039823311.25,601991.SH,1d_to_1w
2022-03-25,2.34911304,2.37776076,2.25362064,2.26316988,227426158,551987885.60,601991.SH,1d_to_1w
2022-04-01,2.25362064,2.30136684,2.21542368,2.26316988,186487082,441922643.33,601991.SH,1d_to_1w
2022-04-08,2.26316988,2.30136684,2.20587444,2.2440714,135831018,321743179.13,601991.SH,1d_to_1w
2022-04-15,2.2440714,2.2440714,2.12948052,2.20587444,179238488,410674198.22,601991.SH,1d_to_1w
2022-04-22,2.1963252,2.33001456,2.08173432,2.23452216,317773611,738106018.27,601991.SH,1d_to_1w
2022-04-29,2.20587444,2.23452216,1.98624192,2.18677596,369408104,831598993.54,601991.SH,1d_to_1w
2022-05-06,2.17722672,2.2440714,2.11993128,2.148579,105968682,243149070.22,601991.SH,1d_to_1w
2022-05-13,2.13902976,2.3395638,2.11993128,2.26316988,346037230,817697452.89,601991.SH,1d_to_1w
2022-05-20,2.25362064,2.35866228,2.22497292,2.32046532,295295336,708181302.09,601991.SH,1d_to_1w
2022-05-27,2.33001456,2.41595772,2.25362064,2.3395638,248622401,609239960.10,601991.SH,1d_to_1w
2022-06-02,2.3395638,2.41595772,2.30136684,2.37776076,180957522,448412505.45,601991.SH,1d_to_1w
2022-06-10,2.34911304,2.39685924,2.28226836,2.33001456,300291987,734730727.57,601991.SH,1d_to_1w
2022-06-17,2.31091608,2.3395638,2.22497292,2.26316988,246902249,589108162.21,601991.SH,1d_to_1w
2022-06-24,2.26316988,2.46370392,2.2440714,2.3395638,413224285,1029813628.89,601991.SH,1d_to_1w
2022-07-01,2.3395638,2.36821152,2.30136684,2.3395638,192748871,472401634.30,601991.SH,1d_to_1w
2022-07-08,2.33001456,2.80747656,2.32046532,2.65468872,936163998,2545684645.25,601991.SH,1d_to_1w
2022-07-15,2.70243492,2.80747656,2.61649176,2.626041,651892081,1855252683.47,601991.SH,1d_to_1w
2022-07-22,2.65468872,2.79792732,2.65468872,2.71198416,506281878,1452654471.96,601991.SH,1d_to_1w
2022-07-29,2.71198416,2.73108264,2.55919632,2.69288568,347520327,958608106.01,601991.SH,1d_to_1w
2022-08-05,2.68333644,2.69288568,2.46370392,2.54964708,283323026,759357095.90,601991.SH,1d_to_1w
2022-08-12,2.54964708,2.77882884,2.52099936,2.71198416,267298960,736178058.0,601991.SH,1d_to_1w
2022-08-19,2.7215334,2.97936288,2.69288568,2.9602644,605072606,1797751753.37,601991.SH,1d_to_1w
2022-08-26,3.0080106,3.07485528,2.864772,2.95071516,511587503,1588454937.29,601991.SH,1d_to_1w
2022-09-02,2.9125182,3.32313552,2.88387048,3.2944878,748503284,2440879809.43,601991.SH,1d_to_1w
2022-09-09,3.28493856,3.90563916,3.22764312,3.819696,1080071735,4102238832.60,601991.SH,1d_to_1w
2022-09-16,3.819696,3.85789296,3.44727564,3.46637412,646935058,2496353270.55,601991.SH,1d_to_1w
2022-09-23,3.44727564,3.5332188,3.30403704,3.342234,457691072,1643829633.60,601991.SH,1d_to_1w
2022-09-30,3.342234,3.41862792,3.1512492,3.17034768,314947502,1079595888.56,601991.SH,1d_to_1w
2022-10-14,3.17989692,3.76240056,3.1512492,3.70510512,605018647,2210751475.93,601991.SH,1d_to_1w
2022-10-21,3.66690816,3.7719498,3.45682488,3.64780968,466583474,1779648436.31,601991.SH,1d_to_1w
2022-10-28,3.580965,3.75285132,2.99846136,2.99846136,307331082,1149697255.59,601991.SH,1d_to_1w
2022-11-04,2.70243492,2.78837808,2.4828024,2.626041,1307547436,3550968000.16,601991.SH,1d_to_1w
2022-11-11,2.61649176,2.65468872,2.55919632,2.59739328,820552926,2230527854.43,601991.SH,1d_to_1w
2022-11-18,2.58784404,2.74063188,2.56874556,2.61649176,705698425,1940281689.79,601991.SH,1d_to_1w
2022-11-25,2.60694252,2.9125182,2.58784404,2.82657504,922668138,2660326165.12,601991.SH,1d_to_1w
2022-12-02,2.78837808,2.9125182,2.73108264,2.8170258,615449124,1824191242.13,601991.SH,1d_to_1w
2022-12-09,2.8170258,2.95071516,2.75973036,2.75973036,493117724,1464334591.29,601991.SH,1d_to_1w
2022-12-16,2.75018112,2.8170258,2.6737872,2.75973036,287591216,823275282.72,601991.SH,1d_to_1w
2022-12-23,2.75973036,2.75973036,2.50190088,2.55919632,321872025,880306576.40,601991.SH,1d_to_1w
2022-12-30,2.54964708,2.70243492,2.50190088,2.66423796,308577707,848284310.32,601991.SH,1d_to_1w
2023-01-06,2.6737872,2.8170258,2.65468872,2.74063188,405890393,1169639934.78,601991.SH,1d_to_1w
2023-01-13,2.7692796,2.7692796,2.54964708,2.5782948,384502808,1059496813.28,601991.SH,1d_to_1w
2023-01-20,2.5782948,2.626041,2.54009784,2.61649176,354133694,956068672.72,601991.SH,1d_to_1w
2023-02-03,2.63559024,2.864772,2.58784404,2.75973036,637200653,1805657414.67,601991.SH,1d_to_1w
2023-02-10,2.74063188,2.89341972,2.73108264,2.864772,615771035,1812153627.52,601991.SH,1d_to_1w
2023-02-17,2.88387048,2.95071516,2.79792732,2.79792732,582417648,1753089212.37,601991.SH,1d_to_1w
2023-02-24,2.79792732,2.84567352,2.7692796,2.78837808,230418688,677686899.93,601991.SH,1d_to_1w
2023-03-03,2.7692796,2.9125182,2.75973036,2.90296896,383249064,1136842866.43,601991.SH,1d_to_1w
2023-03-10,2.90296896,3.01755984,2.82657504,2.83612428,438855813,1346907561.41,601991.SH,1d_to_1w
2023-03-17,2.8170258,3.02710908,2.8170258,2.97936288,384881241,1180860525.49,601991.SH,1d_to_1w
2023-03-24,2.96981364,3.0557568,2.89341972,2.9602644,348327915,1076463814.61,601991.SH,1d_to_1w
2023-03-31,2.9602644,2.97936288,2.80747656,2.89341972,435127583,1310511042.67,601991.SH,1d_to_1w
2023-04-07,2.87432124,2.89341972,2.77882884,2.78837808,272813895,804682039.95,601991.SH,1d_to_1w
2023-04-14,2.77882884,3.01755984,2.7692796,3.0080106,588033208,1766355988.70,601991.SH,1d_to_1w
2023-04-21,3.03665832,3.09395376,2.9125182,2.95071516,468606709,1463455250.98,601991.SH,1d_to_1w
2023-04-28,2.94116592,3.1512492,2.92206744,2.96981364,668383100,2120342354.61,601991.SH,1d_to_1w
2023-05-05,2.96981364,3.2467416,2.95071516,3.17034768,325762956,1062394507.66,601991.SH,1d_to_1w
2023-05-12,3.17034768,3.342234,3.06530604,3.17034768,692094472,2306785325.50,601991.SH,1d_to_1w
2023-05-19,3.1989954,3.28493856,3.01755984,3.13215072,631746307,2071968301.00,601991.SH,1d_to_1w
2023-05-26,3.12260148,3.37088172,3.09395376,3.35178324,709783667,2422474456.45,601991.SH,1d_to_1w
2023-06-02,3.342234,3.55231728,3.33268476,3.39952944,555966104,2020978329.88,601991.SH,1d_to_1w
2023-06-09,3.39952944,3.45682488,3.26584008,3.4377264,324290199,1142050645.11,601991.SH,1d_to_1w
2023-06-16,3.42817716,3.46637412,3.06530604,3.103503,428826593,1439086883.27,601991.SH,1d_to_1w
2023-06-21,3.08440452,3.20854464,3.07485528,3.13215072,192440193,633378130.48,601991.SH,1d_to_1w
2023-06-30,3.11305224,3.26584008,3.11305224,3.16079844,421941046,1414607324.19,601991.SH,1d_to_1w
2023-07-07,3.17989692,3.1989954,3.03665832,3.09395376,429033138,1392638134.39,601991.SH,1d_to_1w
2023-07-14,3.14169996,3.17034768,3.03665832,3.04620756,319235654,1029937099.69,601991.SH,1d_to_1w
2023-07-21,3.03665832,3.0557568,2.92206744,2.95071516,190741368,596542327.85,601991.SH,1d_to_1w
2023-07-28,2.94116592,2.99846136,2.88387048,2.95071516,316469804,972350823.30,601991.SH,1d_to_1w
2023-08-04,2.95071516,3.0557568,2.94116592,2.98891212,328972851,1037806294.09,601991.SH,1d_to_1w
2023-08-11,2.98891212,2.99846136,2.8170258,2.8170258,257181901,782927311.82,601991.SH,1d_to_1w
2023-08-18,2.80747656,2.9125182,2.77882884,2.80747656,174205304,518277606.57,601991.SH,1d_to_1w
2023-08-25,2.79792732,2.8170258,2.68323376,2.7025376,202173727,578994704.40,601991.SH,1d_to_1w
2023-09-01,2.80870872,2.82801256,2.6060184,2.63497416,401606113,1117687190.08,601991.SH,1d_to_1w
2023-09-08,2.62532224,2.77010104,2.53845496,2.71218952,589796643,1625007685.13,601991.SH,1d_to_1w
2023-09-15,2.69288568,2.77010104,2.67358184,2.69288568,401860377,1134474545.38,601991.SH,1d_to_1w
2023-09-22,2.68323376,2.69288568,2.58671456,2.62532224,258669287,705008542.80,601991.SH,1d_to_1w
2023-09-28,2.62532224,2.62532224,2.54810688,2.56741072,153797924,410086227.87,601991.SH,1d_to_1w
2023-10-13,2.56741072,2.56741072,2.47089152,2.49984728,289510200,755044997.45,601991.SH,1d_to_1w
2023-10-20,2.49984728,2.53845496,2.3647204,2.41298,286006734,728835084.82,601991.SH,1d_to_1w
2023-10-27,2.41298,2.51915112,2.32611272,2.51915112,291540467,731807386.91,601991.SH,1d_to_1w
2023-11-03,2.5094992,2.54810688,2.48054344,2.51915112,222279342,579877140.34,601991.SH,1d_to_1w
2023-11-10,2.52880304,2.53845496,2.41298,2.47089152,302136477,773047288.64,601991.SH,1d_to_1w
2023-11-17,2.49984728,2.52880304,2.41298,2.44193576,477690729,1211043393.51,601991.SH,1d_to_1w
2023-11-24,2.44193576,2.49019536,2.40332808,2.40332808,351697735,893131126.19,601991.SH,1d_to_1w
2023-12-01,2.40332808,2.43228384,2.37437232,2.41298,283269513,706578019.00,601991.SH,1d_to_1w
2023-12-08,2.41298,2.43228384,2.33576464,2.41298,329454467,815419315.17,601991.SH,1d_to_1w
2023-12-15,2.41298,2.44193576,2.34541656,2.38402424,340143039,845939712.41,601991.SH,1d_to_1w
2023-12-22,2.38402424,2.39367616,2.28750504,2.3164608,300564097,728279581.8,601991.SH,1d_to_1w
2023-12-29,2.30680888,2.34541656,2.27785312,2.33576464,248127675,595093471.53,601991.SH,1d_to_1w
2024-01-05,2.34541656,2.51915112,2.33576464,2.48054344,437899612,1110269873.11,601991.SH,1d_to_1w
2024-01-12,2.48054344,2.48054344,2.39367616,2.47089152,348485476,881646960.56,601991.SH,1d_to_1w
2024-01-19,2.47089152,2.48054344,2.22959352,2.23924544,485154631,1182192787.85,601991.SH,1d_to_1w
2024-01-26,2.22959352,2.42263192,2.11377048,2.41298,447905986,1057271304.80,601991.SH,1d_to_1w
2024-02-02,2.41298,2.45158768,2.22959352,2.2682012,507927096,1248795997.84,601991.SH,1d_to_1w
2024-02-08,2.27785312,2.48054344,2.16203008,2.42263192,525377019,1266550653.74,601991.SH,1d_to_1w
2024-02-23,2.43228384,2.51915112,2.41298,2.5094992,473788566,1210085541.50,601991.SH,1d_to_1w
2024-03-01,2.51915112,2.54810688,2.42263192,2.48054344,525082963,1343967686.17,601991.SH,1d_to_1w
2024-03-08,2.49019536,2.71218952,2.4612396,2.7025376,734989090,1978649901.95,601991.SH,1d_to_1w
2024-03-15,2.71218952,2.76044912,2.58671456,2.69288568,632876280,1738089735.42,601991.SH,1d_to_1w
2024-03-22,2.69288568,2.81836064,2.68323376,2.73149336,592724122,1686799225.30,601991.SH,1d_to_1w
2024-03-29,2.67358184,2.82801256,2.63497416,2.82801256,562865678,1601683932.74,601991.SH,1d_to_1w
2024-04-03,2.8473164,2.93418368,2.78940488,2.92453176,374578557,1112419783.28,601991.SH,1d_to_1w
2024-04-12,2.895576,3.05965864,2.895576,3.00174712,670328518,2075374177.73,601991.SH,1d_to_1w
2024-04-19,3.00174712,3.03070288,2.87627216,2.895576,668752315,2054899906.94,601991.SH,1d_to_1w
2024-04-26,2.90522792,2.97279136,2.82801256,2.95348752,485481734,1456954182.24,601991.SH,1d_to_1w
2024-04-30,3.00174712,3.03070288,2.88592408,2.91487984,267975066,812280313.32,601991.SH,1d_to_1w
2024-05-10,2.93418368,3.05965864,2.90522792,3.02105096,579830120,1793955748.14,601991.SH,1d_to_1w
2024-05-17,3.03070288,3.15617784,2.90522792,2.93418368,675050971,2114729991.45,601991.SH,1d_to_1w
2024-05-24,2.93418368,3.03070288,2.8473164,2.9438356,516535413,1580067550.54,601991.SH,1d_to_1w
2024-05-31,2.97279136,3.0403548,2.91487984,2.92453176,559206660,1726216808.29,601991.SH,1d_to_1w
2024-06-07,2.92453176,3.06931056,2.895576,3.05965864,612700013,1883397894.89,601991.SH,1d_to_1w
2024-06-14,3.05965864,3.0886144,2.95348752,2.98244328,566890162,1767498617.67,601991.SH,1d_to_1w
2024-06-21,2.96313944,3.00174712,2.82801256,2.86662024,508216429,1525514000.08,601991.SH,1d_to_1w
2024-06-28,2.86662024,2.93418368,2.77010104,2.90522792,476435450,1404808112.32,601991.SH,1d_to_1w
2024-07-05,2.895576,3.05965864,2.895576,2.95348752,528898018,1636185722.28,601991.SH,1d_to_1w
2024-07-12,2.9438356,3.136874,2.93418368,2.9920952,770431823,2417036633.37,601991.SH,1d_to_1w
2024-07-19,2.98244328,2.98244328,2.81836064,2.895576,452081759,1362259836.07,601991.SH,1d_to_1w
2024-07-26,2.88592408,2.92453176,2.78940488,2.88592408,420408475,1247674536.81,601991.SH,1d_to_1w
2024-08-02,2.88592408,2.96313944,2.81836064,2.82801256,390856615,1166431690.91,601991.SH,1d_to_1w
2024-08-09,2.81836064,2.82801256,2.73149336,2.74114528,352700003,1015032773.92,601991.SH,1d_to_1w
2024-08-16,2.7507972,2.83766448,2.72184144,2.80870872,244981216,705464675.94,601991.SH,1d_to_1w
2024-08-23,2.80870872,2.81836064,2.6059106,2.6252854,305210218,849379958.18,601991.SH,1d_to_1w
2024-08-30,2.6252854,2.664035,2.5768484,2.6349728,291658901,789060867.44,601991.SH,1d_to_1w
2024-09-06,2.6252854,2.664035,2.4799744,2.4896618,352219344,931027444.61,601991.SH,1d_to_1w
2024-09-13,2.470287,2.4799744,2.324976,2.3540382,366776910,904476319.02,601991.SH,1d_to_1w
2024-09-20,2.3637256,2.4315374,2.3346634,2.3831004,209814194,515785299.45,601991.SH,1d_to_1w
2024-09-27,2.3831004,2.6737224,2.373413,2.6737224,553932879,1452640715.47,601991.SH,1d_to_1w
2024-09-30,2.7318468,2.9159074,2.7221594,2.8771578,244926312,712873282.38,601991.SH,1d_to_1w
2024-10-11,3.1580924,3.1677798,2.7221594,2.7415342,795755131,2353773640.89,601991.SH,1d_to_1w
2024-10-18,2.7802838,2.7899712,2.6252854,2.7027846,516771943,1444819152.42,601991.SH,1d_to_1w
2024-10-25,2.7027846,2.8674704,2.6737224,2.7899712,571532794,1640723885.50,601991.SH,1d_to_1w
2024-11-01,2.7802838,2.8965326,2.760909,2.8674704,670942861,1969443606.07,601991.SH,1d_to_1w
2024-11-08,2.857783,2.9934066,2.8190334,2.9255948,800646130,2389205965.67,601991.SH,1d_to_1w
2024-11-15,2.9159074,2.9255948,2.7512216,2.7512216,582824659,1712885686.67,601991.SH,1d_to_1w
2024-11-22,2.760909,2.857783,2.7221594,2.7221594,528370243,1527115974.91,601991.SH,1d_to_1w
2024-11-29,2.7221594,2.7415342,2.6349728,2.7318468,375789685,1050645922.18,601991.SH,1d_to_1w
2024-12-06,2.7415342,2.8190334,2.7221594,2.8190334,469732668,1340785129.83,601991.SH,1d_to_1w
