date,open,high,low,close,volume,amount,symbol,source_timeframe
2025-01-10,13.52,14.69,13.13,13.77,85009121,1202469934.94,300302.SZ,1d_to_1w
2025-01-17,13.48,14.76,13.18,14.49,67658099,967619041.59,300302.SZ,1d_to_1w
2025-01-24,14.64,15.09,14.34,14.92,78685744,1157534271.92,300302.SZ,1d_to_1w
2025-01-27,14.6,14.77,13.75,13.88,26083165,367613128.39,300302.SZ,1d_to_1w
2025-02-07,14.43,15.96,14.23,15.59,103212433,1577974802.82,300302.SZ,1d_to_1w
2025-02-14,15.9,16.8,15.76,16.69,143643186,2334785017.82,300302.SZ,1d_to_1w
2025-02-21,17.18,17.97,15.61,16.77,135539332,2234696222.17,300302.SZ,1d_to_1w
2025-02-28,16.74,23.27,16.58,20.97,370252160,7094724978.70,300302.SZ,1d_to_1w
2025-03-07,22.4,22.6,19.05,19.87,435212166,8855762787.47,300302.SZ,1d_to_1w
2025-03-14,19.77,20.39,17.88,18.65,199208240,3804683270.90,300302.SZ,1d_to_1w
2025-03-21,18.89,19.5,17.3,17.31,125070737,2310960830.64,300302.SZ,1d_to_1w
2025-03-28,17.3,17.41,16.53,16.61,68348241,1150451092.56,300302.SZ,1d_to_1w
2025-04-03,16.53,16.83,15.96,16.1,45747311,748511687.1,300302.SZ,1d_to_1w
2025-04-11,15.0,15.25,12.51,14.83,113193796,1585499556.38,300302.SZ,1d_to_1w
2025-04-18,15.05,15.22,13.89,14.18,58287625,846485618.46,300302.SZ,1d_to_1w
2025-04-25,14.24,14.59,13.88,14.02,46982619,671310987.33,300302.SZ,1d_to_1w
2025-04-30,14.0,14.17,12.79,13.93,35095605,479983549.71,300302.SZ,1d_to_1w
2025-05-09,14.0,14.98,14,14.52,53240500,778709271.48,300302.SZ,1d_to_1w
2025-05-16,14.7,15.07,13.76,13.78,50965705,730356290.1,300302.SZ,1d_to_1w
2025-05-23,13.98,15.5,13.86,14.28,113186838,1679632046.74,300302.SZ,1d_to_1w
2025-05-30,14.54,14.73,14.13,14.2,46848135,674313006.65,300302.SZ,1d_to_1w
2025-06-06,14.05,15.12,14.05,14.75,47102736,683777494.81,300302.SZ,1d_to_1w
2025-06-13,14.65,14.9,14,14.0,66088362,959473467.22,300302.SZ,1d_to_1w
2025-06-20,14.0,16.23,14,15.39,147380371,2249715577.94,300302.SZ,1d_to_1w
2025-06-27,15.22,16.81,15,16.37,163928805,2638454259.93,300302.SZ,1d_to_1w
2025-07-04,16.26,16.54,15.23,15.32,99831656,1581681349.92,300302.SZ,1d_to_1w
2025-07-11,15.26,15.7,15.13,15.43,49445458,761114954.57,300302.SZ,1d_to_1w
2025-07-18,15.5,15.55,14.89,15.2,44019947,672063988.62,300302.SZ,1d_to_1w
2025-07-25,15.13,15.32,14.92,15.27,40330602,609671587.48,300302.SZ,1d_to_1w
2025-08-01,15.26,15.45,14.66,14.82,55708615,843284763.61,300302.SZ,1d_to_1w
2025-08-08,14.68,15.75,14.62,15.09,59041066,903805836.75,300302.SZ,1d_to_1w
2025-08-15,15.98,16.5,15.46,15.72,123261973,1963295607.63,300302.SZ,1d_to_1w
2025-08-22,15.68,17.2,15.67,17.0,150718530,2490846918.39,300302.SZ,1d_to_1w
2025-08-29,17.06,17.74,16.12,16.34,154768504,2610287132.68,300302.SZ,1d_to_1w
2025-09-05,16.67,17.12,14.46,15.15,90637739,1424253850.51,300302.SZ,1d_to_1w
2025-09-12,15.03,17.7,14.65,16.66,99462936,1579106661.84,300302.SZ,1d_to_1w
2025-09-19,16.99,17.69,16.29,16.87,166101522,2800890364.82,300302.SZ,1d_to_1w
2025-09-26,17.15,21,16.7,19.83,339632632,6346303054.51,300302.SZ,1d_to_1w
2025-09-30,20.15,21,19.22,20.19,133693117,2687138094.97,300302.SZ,1d_to_1w
2025-10-10,21.25,22.8,19.22,20.91,170567913,3572498272.77,300302.SZ,1d_to_1w
2025-10-17,19.83,23.03,19.6,22.51,301612426,6421558747.07,300302.SZ,1d_to_1w
2025-10-24,24.2,24.4,19.7,22.07,303856221,6570600045.31,300302.SZ,1d_to_1w
2025-10-31,22.68,24.63,21.56,21.77,252295446,5740946126.90,300302.SZ,1d_to_1w
2025-11-07,21.67,23.06,20.88,22.53,201713831,4442625343.54,300302.SZ,1d_to_1w
2025-11-14,22.9,25.87,22.15,22.2,330650740,7895900663.74,300302.SZ,1d_to_1w
2025-11-21,22.44,23.48,18.6,18.66,154353701,3243334716.72,300302.SZ,1d_to_1w
2025-11-28,18.83,19.65,18.34,19.35,93898772,1794496073.16,300302.SZ,1d_to_1w
2025-12-05,19.34,19.8,17.88,18.46,81227173,1522011220.81,300302.SZ,1d_to_1w
2025-12-12,18.5,19.75,18.36,18.63,77164734,1469435833.48,300302.SZ,1d_to_1w
2025-12-19,18.15,18.62,17.4,17.93,61637325,1112011608.58,300302.SZ,1d_to_1w
2025-12-26,18.06,19.06,18.06,18.54,71486876,1324995137.11,300302.SZ,1d_to_1w
2025-12-31,18.51,18.81,17.98,18.14,35098350,644914609.66,300302.SZ,1d_to_1w
2026-01-09,18.5,20.8,18.45,19.91,157251123,3108947685.52,300302.SZ,1d_to_1w
2026-01-16,20.28,20.79,19.46,20.64,140199107,2824532145.21,300302.SZ,1d_to_1w
2026-01-23,20.7,22.22,20.45,21.53,186458261,3963610657.39,300302.SZ,1d_to_1w
2026-01-30,21.71,23.12,20.51,22.7,174483960,3803628777.90,300302.SZ,1d_to_1w
2026-02-06,21.98,21.98,18.36,18.53,128690954,2548465735.73,300302.SZ,1d_to_1w
2026-02-13,18.79,19.69,18.25,19.2,80843681,1526222109.66,300302.SZ,1d_to_1w
2026-02-27,19.51,19.89,18.56,19.31,75692761,1449867206.01,300302.SZ,1d_to_1w
2026-03-06,18.88,19.66,17.18,19.28,100705148,1855399540.32,300302.SZ,1d_to_1w
2026-03-13,18.83,20.83,18.79,19.52,102944990,2047751011.60,300302.SZ,1d_to_1w
2026-03-20,19.59,28.39,19.5,24.68,367010490,9125228744.77,300302.SZ,1d_to_1w
2026-03-27,22.9,23.77,20.36,21.13,235278791,5249955585.03,300302.SZ,1d_to_1w
2026-04-03,20.67,21.12,18.68,18.68,132294844,2653215653.45,300302.SZ,1d_to_1w
2026-04-10,19.32,23.1,19.03,22.31,191028907,4086512928.07,300302.SZ,1d_to_1w
2026-04-17,22.05,24.68,21.85,24.39,165660322,3874660738.67,300302.SZ,1d_to_1w
2026-04-24,24.08,25.06,22.57,23.27,123722835,2966894680.22,300302.SZ,1d_to_1w
2026-04-30,23.5,29.1,23.11,27.72,228347556,6120562745.65,300302.SZ,1d_to_1w
2026-05-08,29.15,36.04,28.68,35.5,213987359,6954007765.19,300302.SZ,1d_to_1w
