candidate_id,candidate_family,candidate_level,candidate_status,source_candidate_id,symbol,timeframe,session_id,session_timezone,session_local_date,first_break_direction,first_break_mode,break_bar_time_utc,break_trigger_price,or_break_edge_value,ib_same_side_edge_value,same_side_gap_to_ib_before_break,bars_after_break_count,return_inside_or_observed_same_day,first_return_inside_or_bar_time_utc,max_extension_price_same_day,max_extension_distance_over_or,session_close_price,session_close_beyond_or,observation_scope
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-20|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-20|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-07-20,down,close,2021-07-20T14:00:00Z,1.36122,1.36164,1.36058,0.00106,55,1,2021-07-20T14:15:00Z,1.35713,0.00451,1.36335,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-21|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-21|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-07-21,down,wick,2021-07-21T07:30:00Z,1.36125,1.36146,1.36125,0.00021,61,1,2021-07-21T07:45:00Z,1.35906,0.00240,1.3718,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-21|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-21|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-07-21,down,wick,2021-07-21T14:00:00Z,1.35952,1.36013,1.35952,0.00061,55,1,2021-07-21T14:15:00Z,1.36072,-0.00059,1.36978,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-22|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-22|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-07-22,down,wick,2021-07-22T14:15:00Z,1.37498,1.37526,1.37498,0.00028,54,1,2021-07-22T14:30:00Z,1.37396,0.00130,1.37734,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-23|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-23|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-07-23,down,wick,2021-07-23T14:00:00Z,1.37234,1.37281,1.37195,0.00086,39,1,2021-07-23T14:15:00Z,1.37195,0.00086,1.3747,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-26|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-26|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-07-26,down,wick,2021-07-26T14:00:00Z,1.37776,1.37829,1.37776,0.00053,55,1,2021-07-26T14:15:00Z,1.37732,0.00097,1.38242,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-27|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-27|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-07-27,down,wick,2021-07-27T07:45:00Z,1.38234,1.38238,1.38234,0.00004,60,1,2021-07-27T08:00:00Z,1.3766,0.00578,1.38843,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-28|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-28|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-07-28,down,close,2021-07-28T07:45:00Z,1.38705,1.38719,1.38705,0.00014,60,1,2021-07-28T08:45:00Z,1.38419,0.00300,1.39074,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-29|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-29|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-07-29,up,wick,2021-07-29T14:00:00Z,1.39612,1.39606,1.39635,0.00029,55,1,2021-07-29T14:15:00Z,1.39812,0.00206,1.39482,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-30|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-30|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-07-30,up,close,2021-07-30T07:30:00Z,1.39481,1.39475,1.39503,0.00028,61,1,2021-07-30T07:45:00Z,1.39828,0.00353,1.38978,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-03|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-03|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-08-03,up,wick,2021-08-03T14:00:00Z,1.39381,1.39347,1.39381,0.00034,55,1,2021-08-03T14:15:00Z,1.39375,0.00028,1.39027,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-09|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-09|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-09,up,close,2021-08-09T07:30:00Z,1.38691,1.38687,1.38699,0.00012,61,1,2021-08-09T07:45:00Z,1.3894,0.00253,1.38457,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-10|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-10|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-08-10,up,close,2021-08-10T14:00:00Z,1.38618,1.38616,1.38640,0.00024,55,1,2021-08-10T14:15:00Z,1.3868,0.00064,1.38233,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-13|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-13|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-13,down,wick,2021-08-13T07:30:00Z,1.38122,1.38130,1.38122,0.00008,61,1,2021-08-13T07:45:00Z,1.37902,0.00228,1.38693,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-16|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-16|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-16,up,wick,2021-08-16T07:30:00Z,1.3856,1.38556,1.38570,0.00014,61,1,2021-08-16T07:45:00Z,1.38776,0.00220,1.38384,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-17|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-17|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-17,up,wick,2021-08-17T07:45:00Z,1.38199,1.38185,1.38199,0.00014,60,1,2021-08-17T08:00:00Z,1.38295,0.00110,1.37378,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-18|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-18|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-18,down,close,2021-08-18T07:30:00Z,1.37427,1.37485,1.37414,0.00071,61,1,2021-08-18T09:45:00Z,1.37298,0.00187,1.37566,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-20|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-20|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-08-20,down,wick,2021-08-20T14:15:00Z,1.36102,1.36116,1.36102,0.00014,38,1,2021-08-20T14:30:00Z,1.36015,0.00101,1.36225,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-23|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-23|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-23,down,wick,2021-08-23T07:30:00Z,1.36423,1.36444,1.36423,0.00021,61,1,2021-08-23T07:45:00Z,1.36318,0.00126,1.37274,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-24|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-24|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-08-24,down,close,2021-08-24T14:00:00Z,1.37161,1.37165,1.37119,0.00046,55,1,2021-08-24T14:15:00Z,1.3706,0.00105,1.3719,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-26|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-26|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-26,up,close,2021-08-26T07:30:00Z,1.37584,1.37574,1.37585,0.00011,61,1,2021-08-26T07:45:00Z,1.37584,0.00010,1.3699,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-30|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-30|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-30,up,wick,2021-08-30T07:30:00Z,1.37703,1.37702,1.37704,0.00002,61,1,2021-08-30T07:45:00Z,1.37744,0.00042,1.37595,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-30|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-30|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-08-30,down,wick,2021-08-30T14:00:00Z,1.37493,1.37501,1.37481,0.00020,55,1,2021-08-30T14:15:00Z,1.37333,0.00168,1.3762,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-31|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-31|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-08-31,up,close,2021-08-31T14:15:00Z,1.37832,1.37790,1.37857,0.00067,54,1,2021-08-31T15:15:00Z,1.3807,0.00280,1.37368,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-02|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-02|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-02,down,wick,2021-09-02T07:30:00Z,1.3771,1.37720,1.37702,0.00018,61,1,2021-09-02T07:45:00Z,1.37699,0.00021,1.38356,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-02|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-02|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-02,down,close,2021-09-02T14:00:00Z,1.37868,1.37876,1.37857,0.00019,55,1,2021-09-02T14:15:00Z,1.37812,0.00064,1.38435,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-03|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-03|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-03,down,close,2021-09-03T07:30:00Z,1.38326,1.38332,1.38312,0.00020,61,1,2021-09-03T08:15:00Z,1.38172,0.00160,1.38621,0,same_local_date_after_or_break_only
IBORONLYSC|IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-07|60|IB60|OR30,IB_OR_BREAK_ONLY_SAME_DAY_SESSION_CLOSE,RELATION_P0,or_break_only_same_day_session_close_observed,IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-07|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-07,down,wick,2021-09-07T14:00:00Z,1.37838,1.37859,1.37838,0.00021,55,1,2021-09-07T14:15:00Z,1.3767,0.00189,1.37861,0,same_local_date_after_or_break_only
