candidate_id,candidate_family,candidate_level,candidate_status,source_evidence_id,symbol,timeframe,session_id,session_timezone,session_local_date,break_bar_time_utc,first_break_direction,first_break_mode,break_trigger_price,or_break_edge_value,ib_same_side_edge_value,same_side_gap_to_ib_before_break,break_trigger_source,direction_mode_match_to_relation,split_scope
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-17|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-17|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-17,2026-03-17T08:35:00Z,down,wick,1.14938,1.14939,1.14781,0.00158,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-17|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-17|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-17,2026-03-17T14:00:00Z,down,close,1.1505,1.15054,1.15048,0.00006,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-18|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-18|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-18,2026-03-18T08:36:00Z,up,close,1.15442,1.15439,1.15468,0.00029,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-18|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-18|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-18,2026-03-18T14:02:00Z,up,close,1.15436,1.15424,1.15553,0.00129,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-19|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-19|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-19,2026-03-19T08:39:00Z,down,wick,1.14669,1.14675,1.14636,0.00039,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-19|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-19|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-19,2026-03-19T14:02:00Z,up,wick,1.14783,1.14779,1.14814,0.00035,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-20|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-20|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-20,2026-03-20T08:35:00Z,down,wick,1.15551,1.15552,1.15523,0.00029,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-20|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-20|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-20,2026-03-20T14:03:00Z,up,wick,1.15627,1.15625,1.15719,0.00094,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-23|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-23|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-23,2026-03-23T08:30:00Z,down,close,1.15383,1.15392,1.15341,0.00051,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-23|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-23|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-23,2026-03-23T14:05:00Z,up,close,1.15778,1.15013,1.16191,0.01178,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-24|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-24|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-24,2026-03-24T08:40:00Z,up,wick,1.15853,1.15847,1.15892,0.00045,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-24|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-24|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-24,2026-03-24T14:00:00Z,up,close,1.15933,1.15923,1.16004,0.00081,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-25|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-25|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-25,2026-03-25T08:36:00Z,up,wick,1.15981,1.15979,1.15981,0.00002,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-25|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-25|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-25,2026-03-25T14:00:00Z,up,close,1.16058,1.16054,1.16114,0.00060,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-26|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-26|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-26,2026-03-26T08:47:00Z,down,wick,1.15608,1.15616,1.15577,0.00039,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-26|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-26|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-26,2026-03-26T14:11:00Z,down,wick,1.15537,1.15546,1.15430,0.00116,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-27|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-27|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-27,2026-03-27T08:31:00Z,down,close,1.15399,1.15403,1.15373,0.00030,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-27|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-27|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-27,2026-03-27T14:00:00Z,down,wick,1.15099,1.15101,1.15091,0.00010,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-30|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-30|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-30,2026-03-30T07:54:00Z,down,close,1.15145,1.15149,1.15136,0.00013,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-30|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-30|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-30,2026-03-30T14:02:00Z,down,wick,1.14876,1.14880,1.14875,0.00005,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-31|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-31|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-31,2026-03-31T07:30:00Z,up,close,1.14725,1.14722,1.14728,0.00006,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-31|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-31|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-31,2026-03-31T14:01:00Z,down,wick,1.14579,1.14580,1.14575,0.00005,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-01|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-01|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-01,2026-04-01T07:33:00Z,up,wick,1.15631,1.15629,1.15665,0.00036,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-01|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-01|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-01,2026-04-01T14:08:00Z,up,wick,1.16039,1.16036,1.16057,0.00021,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-02|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-02|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-02,2026-04-02T07:30:00Z,down,wick,1.15346,1.15349,1.15321,0.00028,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-02|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-02|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-02,2026-04-02T14:01:00Z,down,wick,1.15091,1.15111,1.15091,0.00020,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-03|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-03|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-03,2026-04-03T07:48:00Z,down,wick,1.15343,1.15344,1.15339,0.00005,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-06|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-06|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-06,2026-04-06T07:34:00Z,up,close,1.15222,1.15213,1.15251,0.00038,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-07|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-07|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-07,2026-04-07T07:30:00Z,up,wick,1.15362,1.15360,1.15388,0.00028,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-08|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-08|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-08,2026-04-08T14:09:00Z,up,close,1.16927,1.16924,1.17101,0.00177,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-09|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-09|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-09,2026-04-09T07:35:00Z,up,close,1.16706,1.16699,1.16711,0.00012,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-09|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-09|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-09,2026-04-09T14:00:00Z,down,close,1.16703,1.16711,1.16696,0.00015,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-10|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-10|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-10,2026-04-10T07:43:00Z,down,wick,1.16929,1.16931,1.16911,0.00020,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-10|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-10|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-10,2026-04-10T14:04:00Z,up,close,1.17159,1.17158,1.17188,0.00030,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-13|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-13|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-13,2026-04-13T07:37:00Z,down,close,1.16868,1.16870,1.16858,0.00012,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-13|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-13|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-13,2026-04-13T14:00:00Z,up,wick,1.16989,1.16951,1.16997,0.00046,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-14|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-14|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-14,2026-04-14T07:53:00Z,up,close,1.17695,1.17693,1.17699,0.00006,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-14|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-14|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-14,2026-04-14T14:06:00Z,up,close,1.18002,1.17982,1.18020,0.00038,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-15|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-15|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-15,2026-04-15T07:35:00Z,up,close,1.17895,1.17892,1.17896,0.00004,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-16|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-16|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-16,2026-04-16T07:40:00Z,down,wick,1.18102,1.18103,1.18082,0.00021,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-16|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-16|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-16,2026-04-16T14:00:00Z,up,close,1.17816,1.17802,1.17887,0.00085,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-17|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-17|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-17,2026-04-17T07:40:00Z,down,wick,1.17815,1.17816,1.17815,0.00001,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-17|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-17|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-17,2026-04-17T14:10:00Z,up,wick,1.17963,1.17959,1.17987,0.00028,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-20|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-20|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-20,2026-04-20T07:32:00Z,down,wick,1.17569,1.17571,1.17563,0.00008,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-20|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-20|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-20,2026-04-20T14:02:00Z,up,wick,1.17715,1.17713,1.17747,0.00034,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-21|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-21|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-21,2026-04-21T07:40:00Z,up,close,1.17767,1.17765,1.17767,0.00002,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-21|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-21|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-21,2026-04-21T14:00:00Z,up,wick,1.17615,1.17614,1.17664,0.00050,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-22|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-22|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-22,2026-04-22T07:41:00Z,up,close,1.17416,1.17409,1.17425,0.00016,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-22|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-22|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-22,2026-04-22T14:04:00Z,down,close,1.17483,1.17487,1.17426,0.00061,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-23|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-23|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-23,2026-04-23T07:46:00Z,up,close,1.17002,1.16997,1.17007,0.00010,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-23|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-23|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-23,2026-04-23T14:06:00Z,down,wick,1.16799,1.16801,1.16793,0.00008,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-24|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-24|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-24,2026-04-24T07:47:00Z,up,close,1.1681,1.16803,1.16817,0.00014,close,1,or_break_only_branch
