relation_id,relation_family,relation_level,relation_status,source_ib_object_id,source_or_row_key,symbol,timeframe,session_id,session_timezone,session_local_date,ib_window_minutes,opening_range_window_minutes,ib_start_utc,ib_end_utc,or_bar_time_utc,ib_high,ib_low,ib_range,opening_range_high,opening_range_low,opening_range_width,or_inside_ib,ib_equals_or,ib_width_minus_or_width,ib_width_to_or_width_ratio,or_high_to_ib_high_gap,or_low_to_ib_low_gap,first_break_direction,first_break_mode,width_error_day
IBOR|GBPUSD|M15|new_york|2021-06-24|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-06-24|60,OR|GBPUSD|M15|new_york|2021-06-24|30,GBPUSD,M15,new_york,America/New_York,2021-06-24,60,30,2021-06-24T13:30:00Z,2021-06-24T14:30:00Z,2021-06-24T14:00:00Z,1.39815,1.39049,0.00766,1.39815,1.39675,0.00140,1,0,0.00626,5.471428571428571428571428571,0.00000,0.00626,down,close,0
IBOR|GBPUSD|M15|london|2021-06-25|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-06-25|60,OR|GBPUSD|M15|london|2021-06-25|30,GBPUSD,M15,london,Europe/London,2021-06-25,60,30,2021-06-25T07:00:00Z,2021-06-25T08:00:00Z,2021-06-25T07:30:00Z,1.39296,1.39200,0.00096,1.39296,1.39243,0.00053,1,0,0.00043,1.811320754716981132075471698,0.00000,0.00043,down,close,0
IBOR|GBPUSD|M15|new_york|2021-06-25|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-06-25|60,OR|GBPUSD|M15|new_york|2021-06-25|30,GBPUSD,M15,new_york,America/New_York,2021-06-25,60,30,2021-06-25T13:30:00Z,2021-06-25T14:30:00Z,2021-06-25T14:00:00Z,1.39083,1.38981,0.00102,1.39083,1.38981,0.00102,1,1,0.00000,1,0.00000,0.00000,down,close,0
IBOR|GBPUSD|M15|london|2021-06-28|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-06-28|60,OR|GBPUSD|M15|london|2021-06-28|30,GBPUSD,M15,london,Europe/London,2021-06-28,60,30,2021-06-28T07:00:00Z,2021-06-28T08:00:00Z,2021-06-28T07:30:00Z,1.38914,1.38852,0.00062,1.38904,1.38852,0.00052,1,0,0.00010,1.192307692307692307692307692,0.00010,0.00000,up,wick,0
IBOR|GBPUSD|M15|new_york|2021-06-28|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-06-28|60,OR|GBPUSD|M15|new_york|2021-06-28|30,GBPUSD,M15,new_york,America/New_York,2021-06-28,60,30,2021-06-28T13:30:00Z,2021-06-28T14:30:00Z,2021-06-28T14:00:00Z,1.39151,1.38955,0.00196,1.39151,1.38999,0.00152,1,0,0.00044,1.289473684210526315789473684,0.00000,0.00044,down,close,0
IBOR|GBPUSD|M15|london|2021-06-29|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-06-29|60,OR|GBPUSD|M15|london|2021-06-29|30,GBPUSD,M15,london,Europe/London,2021-06-29,60,30,2021-06-29T07:00:00Z,2021-06-29T08:00:00Z,2021-06-29T07:30:00Z,1.38692,1.38630,0.00062,1.38667,1.38630,0.00037,1,0,0.00025,1.675675675675675675675675676,0.00025,0.00000,up,close,0
IBOR|GBPUSD|M15|new_york|2021-06-29|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-06-29|60,OR|GBPUSD|M15|new_york|2021-06-29|30,GBPUSD,M15,new_york,America/New_York,2021-06-29,60,30,2021-06-29T13:30:00Z,2021-06-29T14:30:00Z,2021-06-29T14:00:00Z,1.38483,1.38213,0.00270,1.38483,1.38373,0.00110,1,0,0.00160,2.454545454545454545454545455,0.00000,0.00160,down,close,0
IBOR|GBPUSD|M15|london|2021-06-30|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-06-30|60,OR|GBPUSD|M15|london|2021-06-30|30,GBPUSD,M15,london,Europe/London,2021-06-30,60,30,2021-06-30T07:00:00Z,2021-06-30T08:00:00Z,2021-06-30T07:30:00Z,1.38555,1.38470,0.00085,1.38553,1.38507,0.00046,1,0,0.00039,1.847826086956521739130434783,0.00002,0.00037,none,ambiguous,0
IBOR|GBPUSD|M15|new_york|2021-06-30|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-06-30|60,OR|GBPUSD|M15|new_york|2021-06-30|30,GBPUSD,M15,new_york,America/New_York,2021-06-30,60,30,2021-06-30T13:30:00Z,2021-06-30T14:30:00Z,2021-06-30T14:00:00Z,1.38724,1.38555,0.00169,1.38724,1.38555,0.00169,1,1,0.00000,1,0.00000,0.00000,down,close,0
IBOR|GBPUSD|M15|london|2021-07-01|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-01|60,OR|GBPUSD|M15|london|2021-07-01|30,GBPUSD,M15,london,Europe/London,2021-07-01,60,30,2021-07-01T07:00:00Z,2021-07-01T08:00:00Z,2021-07-01T07:30:00Z,1.38213,1.38168,0.00045,1.38213,1.38176,0.00037,1,0,0.00008,1.216216216216216216216216216,0.00000,0.00008,down,wick,0
IBOR|GBPUSD|M15|new_york|2021-07-01|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-01|60,OR|GBPUSD|M15|new_york|2021-07-01|30,GBPUSD,M15,new_york,America/New_York,2021-07-01,60,30,2021-07-01T13:30:00Z,2021-07-01T14:30:00Z,2021-07-01T14:00:00Z,1.37997,1.37644,0.00353,1.37916,1.37644,0.00272,1,0,0.00081,1.297794117647058823529411765,0.00081,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-07-02|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-02|60,OR|GBPUSD|M15|london|2021-07-02|30,GBPUSD,M15,london,Europe/London,2021-07-02,60,30,2021-07-02T07:00:00Z,2021-07-02T08:00:00Z,2021-07-02T07:30:00Z,1.37758,1.37670,0.00088,1.37758,1.37670,0.00088,1,1,0.00000,1,0.00000,0.00000,down,close,0
IBOR|GBPUSD|M15|new_york|2021-07-02|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-02|60,OR|GBPUSD|M15|new_york|2021-07-02|30,GBPUSD,M15,new_york,America/New_York,2021-07-02,60,30,2021-07-02T13:30:00Z,2021-07-02T14:30:00Z,2021-07-02T14:00:00Z,1.37561,1.37367,0.00194,1.37500,1.37367,0.00133,1,0,0.00061,1.458646616541353383458646617,0.00061,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-07-05|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-05|60,OR|GBPUSD|M15|london|2021-07-05|30,GBPUSD,M15,london,Europe/London,2021-07-05,60,30,2021-07-05T07:00:00Z,2021-07-05T08:00:00Z,2021-07-05T07:30:00Z,1.38245,1.38179,0.00066,1.38222,1.38179,0.00043,1,0,0.00023,1.534883720930232558139534884,0.00023,0.00000,up,close,0
IBOR|GBPUSD|M15|new_york|2021-07-05|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-05|60,OR|GBPUSD|M15|new_york|2021-07-05|30,GBPUSD,M15,new_york,America/New_York,2021-07-05,60,30,2021-07-05T13:30:00Z,2021-07-05T14:30:00Z,2021-07-05T14:00:00Z,1.38612,1.38449,0.00163,1.38612,1.38449,0.00163,1,1,0.00000,1,0.00000,0.00000,down,wick,0
IBOR|GBPUSD|M15|london|2021-07-06|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-06|60,OR|GBPUSD|M15|london|2021-07-06|30,GBPUSD,M15,london,Europe/London,2021-07-06,60,30,2021-07-06T07:00:00Z,2021-07-06T08:00:00Z,2021-07-06T07:30:00Z,1.38861,1.38755,0.00106,1.38851,1.38814,0.00037,1,0,0.00069,2.864864864864864864864864865,0.00010,0.00059,none,ambiguous,0
IBOR|GBPUSD|M15|new_york|2021-07-06|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-06|60,OR|GBPUSD|M15|new_york|2021-07-06|30,GBPUSD,M15,new_york,America/New_York,2021-07-06,60,30,2021-07-06T13:30:00Z,2021-07-06T14:30:00Z,2021-07-06T14:00:00Z,1.38572,1.38409,0.00163,1.38508,1.38409,0.00099,1,0,0.00064,1.646464646464646464646464646,0.00064,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-07-07|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-07|60,OR|GBPUSD|M15|london|2021-07-07|30,GBPUSD,M15,london,Europe/London,2021-07-07,60,30,2021-07-07T07:00:00Z,2021-07-07T08:00:00Z,2021-07-07T07:30:00Z,1.38044,1.37950,0.00094,1.38043,1.37991,0.00052,1,0,0.00042,1.807692307692307692307692308,0.00001,0.00041,none,ambiguous,0
IBOR|GBPUSD|M15|new_york|2021-07-07|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-07|60,OR|GBPUSD|M15|new_york|2021-07-07|30,GBPUSD,M15,new_york,America/New_York,2021-07-07,60,30,2021-07-07T13:30:00Z,2021-07-07T14:30:00Z,2021-07-07T14:00:00Z,1.38286,1.38128,0.00158,1.38245,1.38128,0.00117,1,0,0.00041,1.350427350427350427350427350,0.00041,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-07-08|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-08|60,OR|GBPUSD|M15|london|2021-07-08|30,GBPUSD,M15,london,Europe/London,2021-07-08,60,30,2021-07-08T07:00:00Z,2021-07-08T08:00:00Z,2021-07-08T07:30:00Z,1.37864,1.37804,0.00060,1.37864,1.37809,0.00055,1,0,0.00005,1.090909090909090909090909091,0.00000,0.00005,down,wick,0
IBOR|GBPUSD|M15|new_york|2021-07-08|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-08|60,OR|GBPUSD|M15|new_york|2021-07-08|30,GBPUSD,M15,new_york,America/New_York,2021-07-08,60,30,2021-07-08T13:30:00Z,2021-07-08T14:30:00Z,2021-07-08T14:00:00Z,1.37780,1.37518,0.00262,1.37742,1.37518,0.00224,1,0,0.00038,1.169642857142857142857142857,0.00038,0.00000,up,wick,0
IBOR|GBPUSD|M15|london|2021-07-09|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-09|60,OR|GBPUSD|M15|london|2021-07-09|30,GBPUSD,M15,london,Europe/London,2021-07-09,60,30,2021-07-09T07:00:00Z,2021-07-09T08:00:00Z,2021-07-09T07:30:00Z,1.37807,1.37712,0.00095,1.37807,1.37712,0.00095,1,1,0.00000,1,0.00000,0.00000,up,wick,0
IBOR|GBPUSD|M15|new_york|2021-07-09|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-09|60,OR|GBPUSD|M15|new_york|2021-07-09|30,GBPUSD,M15,new_york,America/New_York,2021-07-09,60,30,2021-07-09T13:30:00Z,2021-07-09T14:30:00Z,2021-07-09T14:00:00Z,1.38238,1.37999,0.00239,1.38127,1.37999,0.00128,1,0,0.00111,1.8671875,0.00111,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-07-12|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-12|60,OR|GBPUSD|M15|london|2021-07-12|30,GBPUSD,M15,london,Europe/London,2021-07-12,60,30,2021-07-12T07:00:00Z,2021-07-12T08:00:00Z,2021-07-12T07:30:00Z,1.38910,1.38824,0.00086,1.38861,1.38824,0.00037,1,0,0.00049,2.324324324324324324324324324,0.00049,0.00000,up,close,0
IBOR|GBPUSD|M15|new_york|2021-07-12|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-12|60,OR|GBPUSD|M15|new_york|2021-07-12|30,GBPUSD,M15,new_york,America/New_York,2021-07-12,60,30,2021-07-12T13:30:00Z,2021-07-12T14:30:00Z,2021-07-12T14:00:00Z,1.38620,1.38405,0.00215,1.38530,1.38405,0.00125,1,0,0.00090,1.72,0.00090,0.00000,up,close,0
IBOR|GBPUSD|M15|london|2021-07-13|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-13|60,OR|GBPUSD|M15|london|2021-07-13|30,GBPUSD,M15,london,Europe/London,2021-07-13,60,30,2021-07-13T07:00:00Z,2021-07-13T08:00:00Z,2021-07-13T07:30:00Z,1.38983,1.38915,0.00068,1.38983,1.38935,0.00048,1,0,0.00020,1.416666666666666666666666667,0.00000,0.00020,down,close,0
IBOR|GBPUSD|M15|new_york|2021-07-13|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-13|60,OR|GBPUSD|M15|new_york|2021-07-13|30,GBPUSD,M15,new_york,America/New_York,2021-07-13,60,30,2021-07-13T13:30:00Z,2021-07-13T14:30:00Z,2021-07-13T14:00:00Z,1.38599,1.38380,0.00219,1.38599,1.38520,0.00079,1,0,0.00140,2.772151898734177215189873418,0.00000,0.00140,down,close,0
IBOR|GBPUSD|M15|london|2021-07-14|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-14|60,OR|GBPUSD|M15|london|2021-07-14|30,GBPUSD,M15,london,Europe/London,2021-07-14,60,30,2021-07-14T07:00:00Z,2021-07-14T08:00:00Z,2021-07-14T07:30:00Z,1.38208,1.38146,0.00062,1.38208,1.38149,0.00059,1,0,0.00003,1.050847457627118644067796610,0.00000,0.00003,down,wick,0
IBOR|GBPUSD|M15|new_york|2021-07-14|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-14|60,OR|GBPUSD|M15|new_york|2021-07-14|30,GBPUSD,M15,new_york,America/New_York,2021-07-14,60,30,2021-07-14T13:30:00Z,2021-07-14T14:30:00Z,2021-07-14T14:00:00Z,1.38752,1.38544,0.00208,1.38752,1.38544,0.00208,1,1,0.00000,1,0.00000,0.00000,down,wick,0
IBOR|GBPUSD|M15|london|2021-07-15|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-15|60,OR|GBPUSD|M15|london|2021-07-15|30,GBPUSD,M15,london,Europe/London,2021-07-15,60,30,2021-07-15T07:00:00Z,2021-07-15T08:00:00Z,2021-07-15T07:30:00Z,1.38396,1.38320,0.00076,1.38378,1.38320,0.00058,1,0,0.00018,1.310344827586206896551724138,0.00018,0.00000,up,close,0
IBOR|GBPUSD|M15|new_york|2021-07-15|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-15|60,OR|GBPUSD|M15|new_york|2021-07-15|30,GBPUSD,M15,new_york,America/New_York,2021-07-15,60,30,2021-07-15T13:30:00Z,2021-07-15T14:30:00Z,2021-07-15T14:00:00Z,1.38954,1.38589,0.00365,1.38954,1.38688,0.00266,1,0,0.00099,1.372180451127819548872180451,0.00000,0.00099,down,close,0
IBOR|GBPUSD|M15|london|2021-07-16|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-16|60,OR|GBPUSD|M15|london|2021-07-16|30,GBPUSD,M15,london,Europe/London,2021-07-16,60,30,2021-07-16T07:00:00Z,2021-07-16T08:00:00Z,2021-07-16T07:30:00Z,1.38397,1.38337,0.00060,1.38397,1.38358,0.00039,1,0,0.00021,1.538461538461538461538461538,0.00000,0.00021,down,close,0
IBOR|GBPUSD|M15|new_york|2021-07-16|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-16|60,OR|GBPUSD|M15|new_york|2021-07-16|30,GBPUSD,M15,new_york,America/New_York,2021-07-16,60,30,2021-07-16T13:30:00Z,2021-07-16T14:30:00Z,2021-07-16T14:00:00Z,1.38157,1.37994,0.00163,1.38157,1.38024,0.00133,1,0,0.00030,1.225563909774436090225563910,0.00000,0.00030,down,wick,0
IBOR|GBPUSD|M15|london|2021-07-19|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-19|60,OR|GBPUSD|M15|london|2021-07-19|30,GBPUSD,M15,london,Europe/London,2021-07-19,60,30,2021-07-19T07:00:00Z,2021-07-19T08:00:00Z,2021-07-19T07:30:00Z,1.37606,1.37524,0.00082,1.37606,1.37554,0.00052,1,0,0.00030,1.576923076923076923076923077,0.00000,0.00030,down,close,0
IBOR|GBPUSD|M15|new_york|2021-07-19|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-19|60,OR|GBPUSD|M15|new_york|2021-07-19|30,GBPUSD,M15,new_york,America/New_York,2021-07-19,60,30,2021-07-19T13:30:00Z,2021-07-19T14:30:00Z,2021-07-19T14:00:00Z,1.37239,1.36997,0.00242,1.37239,1.37025,0.00214,1,0,0.00028,1.130841121495327102803738318,0.00000,0.00028,down,close,0
IBOR|GBPUSD|M15|london|2021-07-20|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-20|60,OR|GBPUSD|M15|london|2021-07-20|30,GBPUSD,M15,london,Europe/London,2021-07-20,60,30,2021-07-20T07:00:00Z,2021-07-20T08:00:00Z,2021-07-20T07:30:00Z,1.36725,1.36607,0.00118,1.36711,1.36607,0.00104,1,0,0.00014,1.134615384615384615384615385,0.00014,0.00000,up,wick,0
IBOR|GBPUSD|M15|new_york|2021-07-20|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-20|60,OR|GBPUSD|M15|new_york|2021-07-20|30,GBPUSD,M15,new_york,America/New_York,2021-07-20,60,30,2021-07-20T13:30:00Z,2021-07-20T14:30:00Z,2021-07-20T14:00:00Z,1.36466,1.36058,0.00408,1.36466,1.36164,0.00302,1,0,0.00106,1.350993377483443708609271523,0.00000,0.00106,down,close,0
IBOR|GBPUSD|M15|london|2021-07-21|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-21|60,OR|GBPUSD|M15|london|2021-07-21|30,GBPUSD,M15,london,Europe/London,2021-07-21,60,30,2021-07-21T07:00:00Z,2021-07-21T08:00:00Z,2021-07-21T07:30:00Z,1.36190,1.36125,0.00065,1.36190,1.36146,0.00044,1,0,0.00021,1.477272727272727272727272727,0.00000,0.00021,down,wick,0
IBOR|GBPUSD|M15|new_york|2021-07-21|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|new_york|2021-07-21|60,OR|GBPUSD|M15|new_york|2021-07-21|30,GBPUSD,M15,new_york,America/New_York,2021-07-21,60,30,2021-07-21T13:30:00Z,2021-07-21T14:30:00Z,2021-07-21T14:00:00Z,1.36292,1.35952,0.00340,1.36292,1.36013,0.00279,1,0,0.00061,1.218637992831541218637992832,0.00000,0.00061,down,wick,0
IBOR|GBPUSD|M15|london|2021-07-22|60|IB60|OR30,IB_OR_RELATION,RELATION_P0,aligned_defined_pair,IB|GBPUSD|M15|london|2021-07-22|60,OR|GBPUSD|M15|london|2021-07-22|30,GBPUSD,M15,london,Europe/London,2021-07-22,60,30,2021-07-22T07:00:00Z,2021-07-22T08:00:00Z,2021-07-22T07:30:00Z,1.37186,1.37084,0.00102,1.37153,1.37084,0.00069,1,0,0.00033,1.478260869565217391304347826,0.00033,0.00000,up,close,0
