symbol,timeframe,session_id,session_timezone,session_local_date,ib_window_minutes,ib_start_utc,ib_end_utc,ib_high,ib_low,ib_range,ib_mid,bars_in_ib_window,ib_defined
GBPUSD,M15,london,Europe/London,2021-07-10,60,2021-07-10T07:00:00Z,2021-07-10T08:00:00Z,,,,,0,0
GBPUSD,M15,new_york,America/New_York,2021-07-11,60,2021-07-11T13:30:00Z,2021-07-11T14:30:00Z,,,,,0,0
GBPUSD,M15,london,Europe/London,2021-07-12,60,2021-07-12T07:00:00Z,2021-07-12T08:00:00Z,1.38910,1.38824,0.00086,1.38867,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-12,60,2021-07-12T13:30:00Z,2021-07-12T14:30:00Z,1.38620,1.38405,0.00215,1.38512,4,1
GBPUSD,M15,london,Europe/London,2021-07-13,60,2021-07-13T07:00:00Z,2021-07-13T08:00:00Z,1.38983,1.38915,0.00068,1.38949,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-13,60,2021-07-13T13:30:00Z,2021-07-13T14:30:00Z,1.38599,1.38380,0.00219,1.38489,4,1
GBPUSD,M15,london,Europe/London,2021-07-14,60,2021-07-14T07:00:00Z,2021-07-14T08:00:00Z,1.38208,1.38146,0.00062,1.38177,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-14,60,2021-07-14T13:30:00Z,2021-07-14T14:30:00Z,1.38752,1.38544,0.00208,1.38648,4,1
GBPUSD,M15,london,Europe/London,2021-07-15,60,2021-07-15T07:00:00Z,2021-07-15T08:00:00Z,1.38396,1.38320,0.00076,1.38358,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-15,60,2021-07-15T13:30:00Z,2021-07-15T14:30:00Z,1.38954,1.38589,0.00365,1.38772,4,1
GBPUSD,M15,london,Europe/London,2021-07-16,60,2021-07-16T07:00:00Z,2021-07-16T08:00:00Z,1.38397,1.38337,0.00060,1.38367,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-16,60,2021-07-16T13:30:00Z,2021-07-16T14:30:00Z,1.38157,1.37994,0.00163,1.38075,4,1
GBPUSD,M15,london,Europe/London,2021-07-17,60,2021-07-17T07:00:00Z,2021-07-17T08:00:00Z,,,,,0,0
GBPUSD,M15,new_york,America/New_York,2021-07-18,60,2021-07-18T13:30:00Z,2021-07-18T14:30:00Z,,,,,0,0
GBPUSD,M15,london,Europe/London,2021-07-19,60,2021-07-19T07:00:00Z,2021-07-19T08:00:00Z,1.37606,1.37524,0.00082,1.37565,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-19,60,2021-07-19T13:30:00Z,2021-07-19T14:30:00Z,1.37239,1.36997,0.00242,1.37118,4,1
GBPUSD,M15,london,Europe/London,2021-07-20,60,2021-07-20T07:00:00Z,2021-07-20T08:00:00Z,1.36725,1.36607,0.00118,1.36666,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-20,60,2021-07-20T13:30:00Z,2021-07-20T14:30:00Z,1.36466,1.36058,0.00408,1.36262,4,1
GBPUSD,M15,london,Europe/London,2021-07-21,60,2021-07-21T07:00:00Z,2021-07-21T08:00:00Z,1.36190,1.36125,0.00065,1.36158,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-21,60,2021-07-21T13:30:00Z,2021-07-21T14:30:00Z,1.36292,1.35952,0.00340,1.36122,4,1
GBPUSD,M15,london,Europe/London,2021-07-22,60,2021-07-22T07:00:00Z,2021-07-22T08:00:00Z,1.37186,1.37084,0.00102,1.37135,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-22,60,2021-07-22T13:30:00Z,2021-07-22T14:30:00Z,1.37680,1.37498,0.00182,1.37589,4,1
GBPUSD,M15,london,Europe/London,2021-07-23,60,2021-07-23T07:00:00Z,2021-07-23T08:00:00Z,1.37607,1.37556,0.00051,1.37581,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-23,60,2021-07-23T13:30:00Z,2021-07-23T14:30:00Z,1.37411,1.37195,0.00216,1.37303,4,1
GBPUSD,M15,london,Europe/London,2021-07-24,60,2021-07-24T07:00:00Z,2021-07-24T08:00:00Z,,,,,0,0
GBPUSD,M15,new_york,America/New_York,2021-07-25,60,2021-07-25T13:30:00Z,2021-07-25T14:30:00Z,,,,,0,0
GBPUSD,M15,london,Europe/London,2021-07-26,60,2021-07-26T07:00:00Z,2021-07-26T08:00:00Z,1.37547,1.37462,0.00085,1.37505,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-26,60,2021-07-26T13:30:00Z,2021-07-26T14:30:00Z,1.37942,1.37776,0.00166,1.37859,4,1
GBPUSD,M15,london,Europe/London,2021-07-27,60,2021-07-27T07:00:00Z,2021-07-27T08:00:00Z,1.38286,1.38234,0.00052,1.38260,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-27,60,2021-07-27T13:30:00Z,2021-07-27T14:30:00Z,1.37939,1.37833,0.00106,1.37886,4,1
GBPUSD,M15,london,Europe/London,2021-07-28,60,2021-07-28T07:00:00Z,2021-07-28T08:00:00Z,1.38759,1.38705,0.00054,1.38732,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-28,60,2021-07-28T13:30:00Z,2021-07-28T14:30:00Z,1.38840,1.38642,0.00198,1.38741,4,1
GBPUSD,M15,london,Europe/London,2021-07-29,60,2021-07-29T07:00:00Z,2021-07-29T08:00:00Z,1.39310,1.39241,0.00069,1.39275,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-29,60,2021-07-29T13:30:00Z,2021-07-29T14:30:00Z,1.39635,1.39531,0.00104,1.39583,4,1
GBPUSD,M15,london,Europe/London,2021-07-30,60,2021-07-30T07:00:00Z,2021-07-30T08:00:00Z,1.39503,1.39418,0.00085,1.39460,4,1
GBPUSD,M15,new_york,America/New_York,2021-07-30,60,2021-07-30T13:30:00Z,2021-07-30T14:30:00Z,1.39781,1.39598,0.00183,1.39689,4,1
GBPUSD,M15,london,Europe/London,2021-07-31,60,2021-07-31T07:00:00Z,2021-07-31T08:00:00Z,,,,,0,0
GBPUSD,M15,new_york,America/New_York,2021-08-01,60,2021-08-01T13:30:00Z,2021-08-01T14:30:00Z,,,,,0,0
GBPUSD,M15,london,Europe/London,2021-08-02,60,2021-08-02T07:00:00Z,2021-08-02T08:00:00Z,1.39027,1.38976,0.00051,1.39002,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-02,60,2021-08-02T13:30:00Z,2021-08-02T14:30:00Z,1.39081,1.38968,0.00113,1.39025,4,1
GBPUSD,M15,london,Europe/London,2021-08-03,60,2021-08-03T07:00:00Z,2021-08-03T08:00:00Z,1.39038,1.38920,0.00118,1.38979,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-03,60,2021-08-03T13:30:00Z,2021-08-03T14:30:00Z,1.39381,1.39216,0.00165,1.39298,4,1
GBPUSD,M15,london,Europe/London,2021-08-04,60,2021-08-04T07:00:00Z,2021-08-04T08:00:00Z,1.39278,1.39206,0.00072,1.39242,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-04,60,2021-08-04T13:30:00Z,2021-08-04T14:30:00Z,1.39364,1.39178,0.00186,1.39271,4,1
GBPUSD,M15,london,Europe/London,2021-08-05,60,2021-08-05T07:00:00Z,2021-08-05T08:00:00Z,1.38926,1.38896,0.00030,1.38911,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-05,60,2021-08-05T13:30:00Z,2021-08-05T14:30:00Z,1.39451,1.39004,0.00447,1.39227,4,1
GBPUSD,M15,london,Europe/London,2021-08-06,60,2021-08-06T07:00:00Z,2021-08-06T08:00:00Z,1.39209,1.39166,0.00043,1.39187,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-06,60,2021-08-06T13:30:00Z,2021-08-06T14:30:00Z,1.39173,1.39043,0.00130,1.39108,4,1
GBPUSD,M15,london,Europe/London,2021-08-07,60,2021-08-07T07:00:00Z,2021-08-07T08:00:00Z,,,,,0,0
GBPUSD,M15,new_york,America/New_York,2021-08-08,60,2021-08-08T13:30:00Z,2021-08-08T14:30:00Z,,,,,0,0
GBPUSD,M15,london,Europe/London,2021-08-09,60,2021-08-09T07:00:00Z,2021-08-09T08:00:00Z,1.38699,1.38667,0.00032,1.38683,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-09,60,2021-08-09T13:30:00Z,2021-08-09T14:30:00Z,1.38902,1.38776,0.00126,1.38839,4,1
GBPUSD,M15,london,Europe/London,2021-08-10,60,2021-08-10T07:00:00Z,2021-08-10T08:00:00Z,1.38488,1.38426,0.00062,1.38457,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-10,60,2021-08-10T13:30:00Z,2021-08-10T14:30:00Z,1.38640,1.38528,0.00112,1.38584,4,1
GBPUSD,M15,london,Europe/London,2021-08-11,60,2021-08-11T07:00:00Z,2021-08-11T08:00:00Z,1.38309,1.38267,0.00042,1.38288,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-11,60,2021-08-11T13:30:00Z,2021-08-11T14:30:00Z,1.38189,1.38062,0.00127,1.38125,4,1
GBPUSD,M15,london,Europe/London,2021-08-12,60,2021-08-12T07:00:00Z,2021-08-12T08:00:00Z,1.38743,1.38672,0.00071,1.38707,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-12,60,2021-08-12T13:30:00Z,2021-08-12T14:30:00Z,1.38570,1.38452,0.00118,1.38511,4,1
GBPUSD,M15,london,Europe/London,2021-08-13,60,2021-08-13T07:00:00Z,2021-08-13T08:00:00Z,1.38150,1.38122,0.00028,1.38136,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-13,60,2021-08-13T13:30:00Z,2021-08-13T14:30:00Z,1.38106,1.37929,0.00177,1.38017,4,1
GBPUSD,M15,london,Europe/London,2021-08-14,60,2021-08-14T07:00:00Z,2021-08-14T08:00:00Z,,,,,0,0
GBPUSD,M15,new_york,America/New_York,2021-08-15,60,2021-08-15T13:30:00Z,2021-08-15T14:30:00Z,,,,,0,0
GBPUSD,M15,london,Europe/London,2021-08-16,60,2021-08-16T07:00:00Z,2021-08-16T08:00:00Z,1.38570,1.38522,0.00048,1.38546,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-16,60,2021-08-16T13:30:00Z,2021-08-16T14:30:00Z,1.38776,1.38505,0.00271,1.38640,4,1
GBPUSD,M15,london,Europe/London,2021-08-17,60,2021-08-17T07:00:00Z,2021-08-17T08:00:00Z,1.38199,1.38139,0.00060,1.38169,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-17,60,2021-08-17T13:30:00Z,2021-08-17T14:30:00Z,1.37963,1.37855,0.00108,1.37909,4,1
GBPUSD,M15,london,Europe/London,2021-08-18,60,2021-08-18T07:00:00Z,2021-08-18T08:00:00Z,1.37539,1.37414,0.00125,1.37477,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-18,60,2021-08-18T13:30:00Z,2021-08-18T14:30:00Z,1.37617,1.37472,0.00145,1.37545,4,1
GBPUSD,M15,london,Europe/London,2021-08-19,60,2021-08-19T07:00:00Z,2021-08-19T08:00:00Z,1.37224,1.37167,0.00057,1.37195,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-19,60,2021-08-19T13:30:00Z,2021-08-19T14:30:00Z,1.36985,1.36825,0.00160,1.36905,4,1
GBPUSD,M15,london,Europe/London,2021-08-20,60,2021-08-20T07:00:00Z,2021-08-20T08:00:00Z,1.36345,1.36291,0.00054,1.36318,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-20,60,2021-08-20T13:30:00Z,2021-08-20T14:30:00Z,1.36218,1.36102,0.00116,1.36160,4,1
GBPUSD,M15,london,Europe/London,2021-08-21,60,2021-08-21T07:00:00Z,2021-08-21T08:00:00Z,,,,,0,0
GBPUSD,M15,new_york,America/New_York,2021-08-22,60,2021-08-22T13:30:00Z,2021-08-22T14:30:00Z,,,,,0,0
GBPUSD,M15,london,Europe/London,2021-08-23,60,2021-08-23T07:00:00Z,2021-08-23T08:00:00Z,1.36484,1.36423,0.00061,1.36454,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-23,60,2021-08-23T13:30:00Z,2021-08-23T14:30:00Z,1.36791,1.36643,0.00148,1.36717,4,1
GBPUSD,M15,london,Europe/London,2021-08-24,60,2021-08-24T07:00:00Z,2021-08-24T08:00:00Z,1.37252,1.37161,0.00091,1.37207,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-24,60,2021-08-24T13:30:00Z,2021-08-24T14:30:00Z,1.37315,1.37119,0.00196,1.37217,4,1
GBPUSD,M15,london,Europe/London,2021-08-25,60,2021-08-25T07:00:00Z,2021-08-25T08:00:00Z,1.37206,1.37132,0.00074,1.37169,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-25,60,2021-08-25T13:30:00Z,2021-08-25T14:30:00Z,1.37296,1.37129,0.00167,1.37213,4,1
GBPUSD,M15,london,Europe/London,2021-08-26,60,2021-08-26T07:00:00Z,2021-08-26T08:00:00Z,1.37585,1.37503,0.00082,1.37544,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-26,60,2021-08-26T13:30:00Z,2021-08-26T14:30:00Z,1.37494,1.37315,0.00179,1.37405,4,1
GBPUSD,M15,london,Europe/London,2021-08-27,60,2021-08-27T07:00:00Z,2021-08-27T08:00:00Z,1.37006,1.36946,0.00060,1.36976,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-27,60,2021-08-27T13:30:00Z,2021-08-27T14:30:00Z,1.37139,1.36999,0.00140,1.37069,4,1
GBPUSD,M15,london,Europe/London,2021-08-28,60,2021-08-28T07:00:00Z,2021-08-28T08:00:00Z,,,,,0,0
GBPUSD,M15,new_york,America/New_York,2021-08-29,60,2021-08-29T13:30:00Z,2021-08-29T14:30:00Z,,,,,0,0
GBPUSD,M15,london,Europe/London,2021-08-30,60,2021-08-30T07:00:00Z,2021-08-30T08:00:00Z,1.37704,1.37650,0.00054,1.37677,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-30,60,2021-08-30T13:30:00Z,2021-08-30T14:30:00Z,1.37575,1.37481,0.00094,1.37528,4,1
GBPUSD,M15,london,Europe/London,2021-08-31,60,2021-08-31T07:00:00Z,2021-08-31T08:00:00Z,1.37814,1.37738,0.00076,1.37776,4,1
GBPUSD,M15,new_york,America/New_York,2021-08-31,60,2021-08-31T13:30:00Z,2021-08-31T14:30:00Z,1.37857,1.37619,0.00238,1.37738,4,1
GBPUSD,M15,london,Europe/London,2021-09-01,60,2021-09-01T07:00:00Z,2021-09-01T08:00:00Z,1.37380,1.37347,0.00033,1.37363,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-01,60,2021-09-01T13:30:00Z,2021-09-01T14:30:00Z,1.37624,1.37506,0.00118,1.37565,4,1
GBPUSD,M15,london,Europe/London,2021-09-02,60,2021-09-02T07:00:00Z,2021-09-02T08:00:00Z,1.37750,1.37702,0.00048,1.37726,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-02,60,2021-09-02T13:30:00Z,2021-09-02T14:30:00Z,1.37936,1.37857,0.00079,1.37896,4,1
GBPUSD,M15,london,Europe/London,2021-09-03,60,2021-09-03T07:00:00Z,2021-09-03T08:00:00Z,1.38358,1.38312,0.00046,1.38335,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-03,60,2021-09-03T13:30:00Z,2021-09-03T14:30:00Z,1.38347,1.38172,0.00175,1.38260,4,1
GBPUSD,M15,london,Europe/London,2021-09-04,60,2021-09-04T07:00:00Z,2021-09-04T08:00:00Z,,,,,0,0
GBPUSD,M15,new_york,America/New_York,2021-09-05,60,2021-09-05T13:30:00Z,2021-09-05T14:30:00Z,,,,,0,0
GBPUSD,M15,london,Europe/London,2021-09-06,60,2021-09-06T07:00:00Z,2021-09-06T08:00:00Z,1.38518,1.38426,0.00092,1.38472,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-06,60,2021-09-06T13:30:00Z,2021-09-06T14:30:00Z,1.38416,1.38305,0.00111,1.38360,4,1
GBPUSD,M15,london,Europe/London,2021-09-07,60,2021-09-07T07:00:00Z,2021-09-07T08:00:00Z,1.38525,1.38373,0.00152,1.38449,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-07,60,2021-09-07T13:30:00Z,2021-09-07T14:30:00Z,1.37993,1.37838,0.00155,1.37915,4,1
GBPUSD,M15,london,Europe/London,2021-09-08,60,2021-09-08T07:00:00Z,2021-09-08T08:00:00Z,1.37820,1.37783,0.00037,1.37801,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-08,60,2021-09-08T13:30:00Z,2021-09-08T14:30:00Z,1.37777,1.37597,0.00180,1.37687,4,1
GBPUSD,M15,london,Europe/London,2021-09-09,60,2021-09-09T07:00:00Z,2021-09-09T08:00:00Z,1.37648,1.37529,0.00119,1.37588,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-09,60,2021-09-09T13:30:00Z,2021-09-09T14:30:00Z,1.38164,1.38088,0.00076,1.38126,4,1
GBPUSD,M15,london,Europe/London,2021-09-10,60,2021-09-10T07:00:00Z,2021-09-10T08:00:00Z,1.38511,1.38471,0.00040,1.38491,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-10,60,2021-09-10T13:30:00Z,2021-09-10T14:30:00Z,1.38819,1.38633,0.00186,1.38726,4,1
GBPUSD,M15,london,Europe/London,2021-09-11,60,2021-09-11T07:00:00Z,2021-09-11T08:00:00Z,,,,,0,0
GBPUSD,M15,new_york,America/New_York,2021-09-12,60,2021-09-12T13:30:00Z,2021-09-12T14:30:00Z,,,,,0,0
GBPUSD,M15,london,Europe/London,2021-09-13,60,2021-09-13T07:00:00Z,2021-09-13T08:00:00Z,1.38401,1.38211,0.00190,1.38306,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-13,60,2021-09-13T13:30:00Z,2021-09-13T14:30:00Z,1.38301,1.38160,0.00141,1.38231,4,1
GBPUSD,M15,london,Europe/London,2021-09-14,60,2021-09-14T07:00:00Z,2021-09-14T08:00:00Z,1.38478,1.38382,0.00096,1.38430,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-14,60,2021-09-14T13:30:00Z,2021-09-14T14:30:00Z,1.38727,1.38567,0.00160,1.38647,4,1
GBPUSD,M15,london,Europe/London,2021-09-15,60,2021-09-15T07:00:00Z,2021-09-15T08:00:00Z,1.38083,1.38036,0.00047,1.38060,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-15,60,2021-09-15T13:30:00Z,2021-09-15T14:30:00Z,1.38285,1.38143,0.00142,1.38214,4,1
GBPUSD,M15,london,Europe/London,2021-09-16,60,2021-09-16T07:00:00Z,2021-09-16T08:00:00Z,1.38347,1.38314,0.00033,1.38331,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-16,60,2021-09-16T13:30:00Z,2021-09-16T14:30:00Z,1.38301,1.38158,0.00143,1.38230,4,1
GBPUSD,M15,london,Europe/London,2021-09-17,60,2021-09-17T07:00:00Z,2021-09-17T08:00:00Z,1.38065,1.37958,0.00107,1.38011,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-17,60,2021-09-17T13:30:00Z,2021-09-17T14:30:00Z,1.37954,1.37840,0.00114,1.37897,4,1
GBPUSD,M15,london,Europe/London,2021-09-18,60,2021-09-18T07:00:00Z,2021-09-18T08:00:00Z,,,,,0,0
GBPUSD,M15,new_york,America/New_York,2021-09-19,60,2021-09-19T13:30:00Z,2021-09-19T14:30:00Z,,,,,0,0
GBPUSD,M15,london,Europe/London,2021-09-20,60,2021-09-20T07:00:00Z,2021-09-20T08:00:00Z,1.37098,1.37027,0.00071,1.37062,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-20,60,2021-09-20T13:30:00Z,2021-09-20T14:30:00Z,1.36981,1.36775,0.00206,1.36878,4,1
GBPUSD,M15,london,Europe/London,2021-09-21,60,2021-09-21T07:00:00Z,2021-09-21T08:00:00Z,1.36742,1.36682,0.00060,1.36712,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-21,60,2021-09-21T13:30:00Z,2021-09-21T14:30:00Z,1.36874,1.36737,0.00137,1.36806,4,1
GBPUSD,M15,london,Europe/London,2021-09-22,60,2021-09-22T07:00:00Z,2021-09-22T08:00:00Z,1.36533,1.36464,0.00069,1.36498,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-22,60,2021-09-22T13:30:00Z,2021-09-22T14:30:00Z,1.36496,1.36336,0.00160,1.36416,4,1
GBPUSD,M15,london,Europe/London,2021-09-23,60,2021-09-23T07:00:00Z,2021-09-23T08:00:00Z,1.36457,1.36363,0.00094,1.36410,4,1
GBPUSD,M15,new_york,America/New_York,2021-09-23,60,2021-09-23T13:30:00Z,2021-09-23T14:30:00Z,1.37078,1.36656,0.00422,1.36867,4,1
