object_id,object_family,object_level,object_status,source_runtime_row_key,symbol,timeframe,session_id,session_timezone,session_local_date,ib_window_minutes,ib_start_utc,ib_end_utc,ib_high,ib_low,ib_range,ib_mid,bars_in_ib_window
IB|EURUSD|M1|new_york|2026-03-20|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-03-20|60,EURUSD,M1,new_york,America/New_York,2026-03-20,60,2026-03-20T13:30:00Z,2026-03-20T14:30:00Z,1.15719,1.15434,0.00285,1.15576,60
IB|EURUSD|M1|london|2026-03-23|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-03-23|60,EURUSD,M1,london,Europe/London,2026-03-23,60,2026-03-23T08:00:00Z,2026-03-23T09:00:00Z,1.15525,1.15341,0.00184,1.15433,60
IB|EURUSD|M1|new_york|2026-03-23|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-03-23|60,EURUSD,M1,new_york,America/New_York,2026-03-23,60,2026-03-23T13:30:00Z,2026-03-23T14:30:00Z,1.16191,1.14844,0.01347,1.15517,60
IB|EURUSD|M1|london|2026-03-24|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-03-24|60,EURUSD,M1,london,Europe/London,2026-03-24,60,2026-03-24T08:00:00Z,2026-03-24T09:00:00Z,1.15892,1.15757,0.00135,1.15824,60
IB|EURUSD|M1|new_york|2026-03-24|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-03-24|60,EURUSD,M1,new_york,America/New_York,2026-03-24,60,2026-03-24T13:30:00Z,2026-03-24T14:30:00Z,1.16004,1.15832,0.00172,1.15918,60
IB|EURUSD|M1|london|2026-03-25|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-03-25|60,EURUSD,M1,london,Europe/London,2026-03-25,60,2026-03-25T08:00:00Z,2026-03-25T09:00:00Z,1.15981,1.15889,0.00092,1.15935,60
IB|EURUSD|M1|new_york|2026-03-25|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-03-25|60,EURUSD,M1,new_york,America/New_York,2026-03-25,60,2026-03-25T13:30:00Z,2026-03-25T14:30:00Z,1.16114,1.15959,0.00155,1.16037,60
IB|EURUSD|M1|london|2026-03-26|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-03-26|60,EURUSD,M1,london,Europe/London,2026-03-26,60,2026-03-26T08:00:00Z,2026-03-26T09:00:00Z,1.15698,1.15577,0.00121,1.15637,60
IB|EURUSD|M1|new_york|2026-03-26|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-03-26|60,EURUSD,M1,new_york,America/New_York,2026-03-26,60,2026-03-26T13:30:00Z,2026-03-26T14:30:00Z,1.15637,1.15430,0.00207,1.15534,60
IB|EURUSD|M1|london|2026-03-27|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-03-27|60,EURUSD,M1,london,Europe/London,2026-03-27,60,2026-03-27T08:00:00Z,2026-03-27T09:00:00Z,1.15461,1.15373,0.00088,1.15417,60
IB|EURUSD|M1|new_york|2026-03-27|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-03-27|60,EURUSD,M1,new_york,America/New_York,2026-03-27,60,2026-03-27T13:30:00Z,2026-03-27T14:30:00Z,1.15257,1.15091,0.00166,1.15174,60
IB|EURUSD|M1|london|2026-03-30|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-03-30|60,EURUSD,M1,london,Europe/London,2026-03-30,60,2026-03-30T07:00:00Z,2026-03-30T08:00:00Z,1.15212,1.15136,0.00076,1.15174,60
IB|EURUSD|M1|new_york|2026-03-30|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-03-30|60,EURUSD,M1,new_york,America/New_York,2026-03-30,60,2026-03-30T13:30:00Z,2026-03-30T14:30:00Z,1.15001,1.14875,0.00126,1.14938,60
IB|EURUSD|M1|london|2026-03-31|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-03-31|60,EURUSD,M1,london,Europe/London,2026-03-31,60,2026-03-31T07:00:00Z,2026-03-31T08:00:00Z,1.14728,1.14689,0.00039,1.14709,60
IB|EURUSD|M1|new_york|2026-03-31|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-03-31|60,EURUSD,M1,new_york,America/New_York,2026-03-31,60,2026-03-31T13:30:00Z,2026-03-31T14:30:00Z,1.14851,1.14575,0.00276,1.14713,60
IB|EURUSD|M1|london|2026-04-01|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-01|60,EURUSD,M1,london,Europe/London,2026-04-01,60,2026-04-01T07:00:00Z,2026-04-01T08:00:00Z,1.15665,1.15595,0.00070,1.15630,60
IB|EURUSD|M1|new_york|2026-04-01|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-01|60,EURUSD,M1,new_york,America/New_York,2026-04-01,60,2026-04-01T13:30:00Z,2026-04-01T14:30:00Z,1.16057,1.15954,0.00103,1.16005,60
IB|EURUSD|M1|london|2026-04-02|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-02|60,EURUSD,M1,london,Europe/London,2026-04-02,60,2026-04-02T07:00:00Z,2026-04-02T08:00:00Z,1.15419,1.15321,0.00098,1.15370,60
IB|EURUSD|M1|new_york|2026-04-02|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-02|60,EURUSD,M1,new_york,America/New_York,2026-04-02,60,2026-04-02T13:30:00Z,2026-04-02T14:30:00Z,1.15204,1.15091,0.00113,1.15148,60
IB|EURUSD|M1|london|2026-04-03|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-03|60,EURUSD,M1,london,Europe/London,2026-04-03,60,2026-04-03T07:00:00Z,2026-04-03T08:00:00Z,1.15364,1.15339,0.00025,1.15352,60
IB|EURUSD|M1|new_york|2026-04-03|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-03|60,EURUSD,M1,new_york,America/New_York,2026-04-03,60,2026-04-03T13:30:00Z,2026-04-03T14:30:00Z,1.15490,1.15419,0.00071,1.15455,60
IB|EURUSD|M1|london|2026-04-06|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-06|60,EURUSD,M1,london,Europe/London,2026-04-06,60,2026-04-06T07:00:00Z,2026-04-06T08:00:00Z,1.15251,1.15185,0.00066,1.15218,60
IB|EURUSD|M1|new_york|2026-04-06|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-06|60,EURUSD,M1,new_york,America/New_York,2026-04-06,60,2026-04-06T13:30:00Z,2026-04-06T14:30:00Z,1.15516,1.15376,0.00140,1.15446,60
IB|EURUSD|M1|london|2026-04-07|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-07|60,EURUSD,M1,london,Europe/London,2026-04-07,60,2026-04-07T07:00:00Z,2026-04-07T08:00:00Z,1.15388,1.15330,0.00058,1.15359,60
IB|EURUSD|M1|new_york|2026-04-07|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-07|60,EURUSD,M1,new_york,America/New_York,2026-04-07,60,2026-04-07T13:30:00Z,2026-04-07T14:30:00Z,1.15587,1.15464,0.00123,1.15525,60
IB|EURUSD|M1|london|2026-04-08|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-08|60,EURUSD,M1,london,Europe/London,2026-04-08,60,2026-04-08T07:00:00Z,2026-04-08T08:00:00Z,1.16811,1.16708,0.00103,1.16759,60
IB|EURUSD|M1|new_york|2026-04-08|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-08|60,EURUSD,M1,new_york,America/New_York,2026-04-08,60,2026-04-08T13:30:00Z,2026-04-08T14:30:00Z,1.17101,1.16844,0.00257,1.16972,60
IB|EURUSD|M1|london|2026-04-09|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-09|60,EURUSD,M1,london,Europe/London,2026-04-09,60,2026-04-09T07:00:00Z,2026-04-09T08:00:00Z,1.16711,1.16620,0.00091,1.16665,60
IB|EURUSD|M1|new_york|2026-04-09|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-09|60,EURUSD,M1,new_york,America/New_York,2026-04-09,60,2026-04-09T13:30:00Z,2026-04-09T14:30:00Z,1.16812,1.16696,0.00116,1.16754,60
IB|EURUSD|M1|london|2026-04-10|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-10|60,EURUSD,M1,london,Europe/London,2026-04-10,60,2026-04-10T07:00:00Z,2026-04-10T08:00:00Z,1.16966,1.16911,0.00055,1.16939,60
IB|EURUSD|M1|new_york|2026-04-10|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-10|60,EURUSD,M1,new_york,America/New_York,2026-04-10,60,2026-04-10T13:30:00Z,2026-04-10T14:30:00Z,1.17188,1.17103,0.00085,1.17145,60
IB|EURUSD|M1|london|2026-04-13|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-13|60,EURUSD,M1,london,Europe/London,2026-04-13,60,2026-04-13T07:00:00Z,2026-04-13T08:00:00Z,1.16902,1.16858,0.00044,1.16880,60
IB|EURUSD|M1|new_york|2026-04-13|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-13|60,EURUSD,M1,new_york,America/New_York,2026-04-13,60,2026-04-13T13:30:00Z,2026-04-13T14:30:00Z,1.16997,1.16841,0.00156,1.16919,60
IB|EURUSD|M1|london|2026-04-14|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-14|60,EURUSD,M1,london,Europe/London,2026-04-14,60,2026-04-14T07:00:00Z,2026-04-14T08:00:00Z,1.17699,1.17646,0.00053,1.17673,60
IB|EURUSD|M1|new_york|2026-04-14|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-14|60,EURUSD,M1,new_york,America/New_York,2026-04-14,60,2026-04-14T13:30:00Z,2026-04-14T14:30:00Z,1.18020,1.17916,0.00104,1.17968,60
IB|EURUSD|M1|london|2026-04-15|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-15|60,EURUSD,M1,london,Europe/London,2026-04-15,60,2026-04-15T07:00:00Z,2026-04-15T08:00:00Z,1.17896,1.17863,0.00033,1.17880,60
IB|EURUSD|M1|new_york|2026-04-15|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-15|60,EURUSD,M1,new_york,America/New_York,2026-04-15,60,2026-04-15T13:30:00Z,2026-04-15T14:30:00Z,1.17835,1.17720,0.00115,1.17778,60
IB|EURUSD|M1|london|2026-04-16|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-16|60,EURUSD,M1,london,Europe/London,2026-04-16,60,2026-04-16T07:00:00Z,2026-04-16T08:00:00Z,1.18131,1.18082,0.00049,1.18107,60
IB|EURUSD|M1|new_york|2026-04-16|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-16|60,EURUSD,M1,new_york,America/New_York,2026-04-16,60,2026-04-16T13:30:00Z,2026-04-16T14:30:00Z,1.17887,1.17725,0.00162,1.17806,60
IB|EURUSD|M1|london|2026-04-17|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-17|60,EURUSD,M1,london,Europe/London,2026-04-17,60,2026-04-17T07:00:00Z,2026-04-17T08:00:00Z,1.17843,1.17815,0.00028,1.17829,60
IB|EURUSD|M1|new_york|2026-04-17|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-17|60,EURUSD,M1,new_york,America/New_York,2026-04-17,60,2026-04-17T13:30:00Z,2026-04-17T14:30:00Z,1.17987,1.17919,0.00068,1.17953,60
IB|EURUSD|M1|london|2026-04-20|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-20|60,EURUSD,M1,london,Europe/London,2026-04-20,60,2026-04-20T07:00:00Z,2026-04-20T08:00:00Z,1.17620,1.17563,0.00057,1.17591,60
IB|EURUSD|M1|new_york|2026-04-20|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-20|60,EURUSD,M1,new_york,America/New_York,2026-04-20,60,2026-04-20T13:30:00Z,2026-04-20T14:30:00Z,1.17747,1.17635,0.00112,1.17691,60
IB|EURUSD|M1|london|2026-04-21|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-21|60,EURUSD,M1,london,Europe/London,2026-04-21,60,2026-04-21T07:00:00Z,2026-04-21T08:00:00Z,1.17767,1.17741,0.00026,1.17754,60
IB|EURUSD|M1|new_york|2026-04-21|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-21|60,EURUSD,M1,new_york,America/New_York,2026-04-21,60,2026-04-21T13:30:00Z,2026-04-21T14:30:00Z,1.17664,1.17560,0.00104,1.17612,60
IB|EURUSD|M1|london|2026-04-22|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-22|60,EURUSD,M1,london,Europe/London,2026-04-22,60,2026-04-22T07:00:00Z,2026-04-22T08:00:00Z,1.17425,1.17383,0.00042,1.17404,60
IB|EURUSD|M1|new_york|2026-04-22|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-22|60,EURUSD,M1,new_york,America/New_York,2026-04-22,60,2026-04-22T13:30:00Z,2026-04-22T14:30:00Z,1.17533,1.17426,0.00107,1.17480,60
IB|EURUSD|M1|london|2026-04-23|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-23|60,EURUSD,M1,london,Europe/London,2026-04-23,60,2026-04-23T07:00:00Z,2026-04-23T08:00:00Z,1.17007,1.16952,0.00055,1.16979,60
IB|EURUSD|M1|new_york|2026-04-23|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-23|60,EURUSD,M1,new_york,America/New_York,2026-04-23,60,2026-04-23T13:30:00Z,2026-04-23T14:30:00Z,1.16866,1.16793,0.00073,1.16830,60
IB|EURUSD|M1|london|2026-04-24|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-24|60,EURUSD,M1,london,Europe/London,2026-04-24,60,2026-04-24T07:00:00Z,2026-04-24T08:00:00Z,1.16817,1.16765,0.00052,1.16791,60
IB|EURUSD|M1|new_york|2026-04-24|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-24|60,EURUSD,M1,new_york,America/New_York,2026-04-24,60,2026-04-24T13:30:00Z,2026-04-24T14:30:00Z,1.17180,1.16941,0.00239,1.17061,60
IB|EURUSD|M1|london|2026-04-27|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-27|60,EURUSD,M1,london,Europe/London,2026-04-27,60,2026-04-27T07:00:00Z,2026-04-27T08:00:00Z,1.17315,1.17250,0.00065,1.17283,60
IB|EURUSD|M1|new_york|2026-04-27|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-27|60,EURUSD,M1,new_york,America/New_York,2026-04-27,60,2026-04-27T13:30:00Z,2026-04-27T14:30:00Z,1.17478,1.17398,0.00080,1.17438,60
IB|EURUSD|M1|london|2026-04-28|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-28|60,EURUSD,M1,london,Europe/London,2026-04-28,60,2026-04-28T07:00:00Z,2026-04-28T08:00:00Z,1.17164,1.17117,0.00047,1.17141,60
IB|EURUSD|M1|new_york|2026-04-28|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-28|60,EURUSD,M1,new_york,America/New_York,2026-04-28,60,2026-04-28T13:30:00Z,2026-04-28T14:30:00Z,1.16993,1.16911,0.00082,1.16952,60
IB|EURUSD|M1|london|2026-04-29|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-29|60,EURUSD,M1,london,Europe/London,2026-04-29,60,2026-04-29T07:00:00Z,2026-04-29T08:00:00Z,1.17077,1.17044,0.00033,1.17061,60
IB|EURUSD|M1|new_york|2026-04-29|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-29|60,EURUSD,M1,new_york,America/New_York,2026-04-29,60,2026-04-29T13:30:00Z,2026-04-29T14:30:00Z,1.17096,1.17001,0.00095,1.17048,60
IB|EURUSD|M1|london|2026-04-30|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-04-30|60,EURUSD,M1,london,Europe/London,2026-04-30,60,2026-04-30T07:00:00Z,2026-04-30T08:00:00Z,1.16660,1.16551,0.00109,1.16606,60
IB|EURUSD|M1|new_york|2026-04-30|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-04-30|60,EURUSD,M1,new_york,America/New_York,2026-04-30,60,2026-04-30T13:30:00Z,2026-04-30T14:30:00Z,1.17195,1.17013,0.00182,1.17104,60
IB|EURUSD|M1|london|2026-05-01|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-05-01|60,EURUSD,M1,london,Europe/London,2026-05-01,60,2026-05-01T07:00:00Z,2026-05-01T08:00:00Z,1.17324,1.17259,0.00065,1.17292,60
IB|EURUSD|M1|new_york|2026-05-01|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-05-01|60,EURUSD,M1,new_york,America/New_York,2026-05-01,60,2026-05-01T13:30:00Z,2026-05-01T14:30:00Z,1.17582,1.17393,0.00189,1.17488,60
IB|EURUSD|M1|london|2026-05-04|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-05-04|60,EURUSD,M1,london,Europe/London,2026-05-04,60,2026-05-04T07:00:00Z,2026-05-04T08:00:00Z,1.17383,1.17276,0.00107,1.17329,60
IB|EURUSD|M1|new_york|2026-05-04|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-05-04|60,EURUSD,M1,new_york,America/New_York,2026-05-04,60,2026-05-04T13:30:00Z,2026-05-04T14:30:00Z,1.17143,1.16957,0.00186,1.17050,60
IB|EURUSD|M1|london|2026-05-05|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-05-05|60,EURUSD,M1,london,Europe/London,2026-05-05,60,2026-05-05T07:00:00Z,2026-05-05T08:00:00Z,1.16874,1.16769,0.00105,1.16822,60
IB|EURUSD|M1|new_york|2026-05-05|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-05-05|60,EURUSD,M1,new_york,America/New_York,2026-05-05,60,2026-05-05T13:30:00Z,2026-05-05T14:30:00Z,1.16975,1.16833,0.00142,1.16904,60
IB|EURUSD|M1|london|2026-05-06|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-05-06|60,EURUSD,M1,london,Europe/London,2026-05-06,60,2026-05-06T07:00:00Z,2026-05-06T08:00:00Z,1.17429,1.17163,0.00266,1.17296,60
IB|EURUSD|M1|new_york|2026-05-06|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-05-06|60,EURUSD,M1,new_york,America/New_York,2026-05-06,60,2026-05-06T13:30:00Z,2026-05-06T14:30:00Z,1.17968,1.17694,0.00274,1.17831,60
IB|EURUSD|M1|london|2026-05-07|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-05-07|60,EURUSD,M1,london,Europe/London,2026-05-07,60,2026-05-07T07:00:00Z,2026-05-07T08:00:00Z,1.17536,1.17478,0.00058,1.17507,60
IB|EURUSD|M1|new_york|2026-05-07|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-05-07|60,EURUSD,M1,new_york,America/New_York,2026-05-07,60,2026-05-07T13:30:00Z,2026-05-07T14:30:00Z,1.17758,1.17622,0.00136,1.17690,60
IB|EURUSD|M1|london|2026-05-08|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-05-08|60,EURUSD,M1,london,Europe/London,2026-05-08,60,2026-05-08T07:00:00Z,2026-05-08T08:00:00Z,1.17359,1.17270,0.00089,1.17314,60
IB|EURUSD|M1|new_york|2026-05-08|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|new_york|2026-05-08|60,EURUSD,M1,new_york,America/New_York,2026-05-08,60,2026-05-08T13:30:00Z,2026-05-08T14:30:00Z,1.17722,1.17614,0.00108,1.17668,60
IB|EURUSD|M1|london|2026-05-11|60,IB,OBJECT_P0,defined_from_ib_runtime_v1,EURUSD|M1|london|2026-05-11|60,EURUSD,M1,london,Europe/London,2026-05-11,60,2026-05-11T07:00:00Z,2026-05-11T08:00:00Z,1.17574,1.17502,0.00072,1.17538,60
