candidate_id,candidate_family,candidate_level,candidate_status,source_observation_id,symbol,timeframe,session_id,session_timezone,session_local_date,cross_direction,cross_mode,cross_bar_time_utc,first_return_inside_ib_bar_time_utc,bars_after_cross_count,max_extension_distance_over_ib,session_close_price,session_close_beyond_ib,card_scope
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-11|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-11|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-11,up,close,2021-08-11T08:15:00Z,2021-08-11T08:30:00Z,58,0.00563,1.38702,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-17|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-17|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-08-17,up,wick,2021-08-17T14:30:00Z,2021-08-17T14:45:00Z,53,-0.00013,1.37406,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-20|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-20|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-20,down,close,2021-08-20T08:00:00Z,2021-08-20T08:45:00Z,59,0.00276,1.36246,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-25|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-25|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-08-25,down,wick,2021-08-25T14:30:00Z,2021-08-25T14:45:00Z,53,0.00170,1.37601,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-31|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-31|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-31,up,close,2021-08-31T08:00:00Z,2021-08-31T10:45:00Z,59,0.00256,1.37477,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-17|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-17|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-17,up,close,2021-09-17T14:45:00Z,2021-09-17T15:00:00Z,36,0.00113,1.37276,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-27|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-09-27|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-09-27,up,close,2021-09-27T08:00:00Z,2021-09-27T08:15:00Z,59,0.00506,1.37037,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-30|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-09-30|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-09-30,up,wick,2021-09-30T14:45:00Z,2021-09-30T15:00:00Z,52,0.00679,1.34536,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-22|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-10-22|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-10-22,down,wick,2021-10-22T14:45:00Z,2021-10-22T15:00:00Z,36,0.00455,1.37537,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-01|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-01|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-01,up,close,2021-11-01T14:30:00Z,2021-11-01T14:45:00Z,53,0.00347,1.36498,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-15|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-15|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-15,down,close,2021-11-15T09:30:00Z,2021-11-15T09:45:00Z,57,0.00260,1.34109,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-16|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-16|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-16,up,close,2021-11-16T09:00:00Z,2021-11-16T16:00:00Z,59,0.00470,1.34266,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-19|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-19|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-19,up,close,2021-11-19T15:30:00Z,2021-11-19T15:45:00Z,33,0.00265,1.34423,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-23|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-11-23|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-11-23,down,close,2021-11-23T09:00:00Z,2021-11-23T09:15:00Z,59,0.00400,1.3378,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-25|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-11-25|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-11-25,up,wick,2021-11-25T17:15:00Z,2021-11-25T17:30:00Z,46,0.00136,1.33023,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-20|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-20|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-20,down,close,2021-12-20T09:00:00Z,2021-12-20T14:45:00Z,59,0.00432,1.32083,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-23|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-12-23|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-12-23,down,close,2021-12-23T15:30:00Z,2021-12-23T16:00:00Z,53,0.00248,1.34063,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-27|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-12-27|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-12-27,down,wick,2021-12-27T09:15:00Z,2021-12-27T09:30:00Z,58,0.00028,1.34435,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-10|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-01-10|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-01-10,up,close,2022-01-10T09:00:00Z,2022-01-10T09:15:00Z,59,0.00168,1.35795,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-10|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-10|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-10,down,close,2022-01-10T15:30:00Z,2022-01-10T17:45:00Z,53,0.00322,1.35867,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-13|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-13|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-13,up,close,2022-01-13T15:45:00Z,2022-01-13T16:00:00Z,52,0.00133,1.37241,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-21|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-21|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-21,up,wick,2022-01-21T15:30:00Z,2022-01-21T15:45:00Z,33,0.00026,1.35522,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-24|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-01-24|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-01-24,down,close,2022-01-24T15:30:00Z,2022-01-24T16:00:00Z,53,0.00373,1.34749,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-04|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-02-04|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-02-04,down,close,2022-02-04T09:45:00Z,2022-02-04T10:00:00Z,56,0.00778,1.35265,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-07|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-07|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-02-07,down,wick,2022-02-07T15:30:00Z,2022-02-07T15:45:00Z,53,0.00094,1.35323,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-16|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-16|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-02-16,down,wick,2022-02-16T15:30:00Z,2022-02-16T15:45:00Z,53,0.00023,1.35896,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-25|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-02-25|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-02-25,down,wick,2022-02-25T15:45:00Z,2022-02-25T16:00:00Z,32,0.00162,1.34088,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-02|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-02|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-03-02,up,wick,2022-03-02T15:30:00Z,2022-03-02T15:45:00Z,53,0.00722,1.33945,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-03|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-03|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-03-03,down,wick,2022-03-03T15:30:00Z,2022-03-03T15:45:00Z,53,0.00589,1.33366,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-07|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-07|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-03-07,up,wick,2022-03-07T09:00:00Z,2022-03-07T09:15:00Z,59,0.00089,1.31027,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-09|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-09|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-03-09,down,wick,2022-03-09T09:00:00Z,2022-03-09T09:15:00Z,59,0.00068,1.31858,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-09|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-09|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-03-09,down,wick,2022-03-09T15:30:00Z,2022-03-09T15:45:00Z,53,0.00017,1.31594,0,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-11|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2022-03-11|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2022-03-11,down,close,2022-03-11T16:15:00Z,2022-03-11T16:30:00Z,30,0.00521,1.30352,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-14|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-14|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-03-14,down,wick,2022-03-14T09:00:00Z,2022-03-14T09:15:00Z,59,0.00127,1.30007,1,same_day_return_inside_observation_only
IBORRET|IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-17|60|IB60|OR30,IB_OR_RETURN_INSIDE_IB_SAME_DAY,RELATION_P0,return_inside_ib_observed_same_day,IBORPOST|IBOROUT|IBORCROSS|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2022-03-17|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2022-03-17,down,wick,2022-03-17T09:15:00Z,2022-03-17T09:30:00Z,58,0.00656,1.31486,1,same_day_return_inside_observation_only
