candidate_id,candidate_family,candidate_level,candidate_status,source_evidence_id,symbol,timeframe,session_id,session_timezone,session_local_date,break_bar_time_utc,first_break_direction,first_break_mode,break_trigger_price,or_break_edge_value,ib_same_side_edge_value,same_side_gap_to_ib_before_break,break_trigger_source,direction_mode_match_to_relation,split_scope
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-28|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-28|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-07-28,2021-07-28T07:45:00Z,down,close,1.38705,1.38719,1.38705,0.00014,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-28|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-28|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-07-28,2021-07-28T14:00:00Z,up,wick,1.3884,1.38808,1.38840,0.00032,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-29|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-29|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-07-29,2021-07-29T07:45:00Z,up,wick,1.3931,1.39285,1.39310,0.00025,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-29|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-29|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-07-29,2021-07-29T14:00:00Z,up,wick,1.39612,1.39606,1.39635,0.00029,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-30|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-07-30|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-07-30,2021-07-30T07:30:00Z,up,close,1.39481,1.39475,1.39503,0.00028,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-30|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-07-30|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-07-30,2021-07-30T14:00:00Z,down,close,1.39626,1.39653,1.39598,0.00055,close,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-02|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-02|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-02,2021-08-02T07:45:00Z,down,wick,1.38976,1.38979,1.38976,0.00003,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-03|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-03|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-03,2021-08-03T07:30:00Z,up,wick,1.39038,1.38980,1.39038,0.00058,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-03|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-03|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-08-03,2021-08-03T14:00:00Z,up,wick,1.39381,1.39347,1.39381,0.00034,high,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-04|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-04|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-08-04,2021-08-04T14:00:00Z,down,wick,1.39178,1.39222,1.39178,0.00044,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-06|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-06|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-06,2021-08-06T07:30:00Z,down,wick,1.39166,1.39173,1.39166,0.00007,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-06|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|new_york|2021-08-06|60|IB60|OR30,GBPUSD,M15,new_york,America/New_York,2021-08-06,2021-08-06T14:00:00Z,down,wick,1.39043,1.39071,1.39043,0.00028,low,1,or_break_only_branch
IBORONLY|IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-09|60|IB60|OR30,IB_OR_BREAK_ONLY_CANDIDATE,RELATION_P0,or_break_only_not_ib_cross,IBORB|IBORFB|IBOR|GBPUSD|M15|london|2021-08-09|60|IB60|OR30,GBPUSD,M15,london,Europe/London,2021-08-09,2021-08-09T07:30:00Z,up,close,1.38691,1.38687,1.38699,0.00012,close,1,or_break_only_branch
