legacy_repo_path	lifted_repo_path	size_bytes	mtime_utc	sha256
legacy_analysis/.dc_cache/XAUUSD/2024/00/08_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/08_bid.csv.zst	28880	2026-04-25T19:45:59+00:00	2c7a72aed02f2972752f424d01ead4375414187289db17f97792214c5d1325c6
legacy_analysis/.dc_cache/XAUUSD/2024/00/09_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/09_ask.csv.zst	29132	2026-04-25T19:46:04+00:00	b93a3cdee1f00c56028081395c1a57b477ef15092efd5052a371cc047ecc9af4
legacy_analysis/.dc_cache/XAUUSD/2024/00/09_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/09_bid.csv.zst	28925	2026-04-25T19:46:04+00:00	62033e544cbe525380b91bb73974917003d63fb18f267588e771fdfccc79627a
legacy_analysis/.dc_cache/XAUUSD/2024/00/10_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/10_ask.csv.zst	29858	2026-04-25T19:46:09+00:00	e8b0cda06fe12469afedc5d590c50776ab116de8b97ef871f5e8401cde789fb2
legacy_analysis/.dc_cache/XAUUSD/2024/00/10_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/10_bid.csv.zst	29770	2026-04-25T19:46:09+00:00	150408e3d8665a37f1f6836230827be899e116c5151a6f519e7da05da4e57be4
legacy_analysis/.dc_cache/XAUUSD/2024/00/11_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/11_ask.csv.zst	30423	2026-04-25T19:46:15+00:00	faf2a2def367d88ec87289d41950b61b51f45b62087f519dd85768335bfff756
legacy_analysis/.dc_cache/XAUUSD/2024/00/11_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/11_bid.csv.zst	29955	2026-04-25T19:46:15+00:00	468c31ccd8a31383cba85bbe87eb3716a6769d2ba49ee93bc31ae251ead54004
legacy_analysis/.dc_cache/XAUUSD/2024/00/12_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/12_ask.csv.zst	28883	2026-04-25T19:46:20+00:00	e339512ebbe4509f4f0486759a8838d0f4f38d5a840b7fbd8340bce1dadc01e2
legacy_analysis/.dc_cache/XAUUSD/2024/00/12_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/12_bid.csv.zst	28839	2026-04-25T19:46:20+00:00	e6da4a25ae7143b06a40f8af0c6a43734379f6a8e9691ef1cc70bec0e6c23f7a
legacy_analysis/.dc_cache/XAUUSD/2024/00/13_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/13_ask.csv.zst	47	2026-04-25T19:46:24+00:00	dd08ca2f059c890d10ee21fcf075da5ca330aa804a506a28ecd96164011c02ef
legacy_analysis/.dc_cache/XAUUSD/2024/00/13_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/13_bid.csv.zst	47	2026-04-25T19:46:24+00:00	dd08ca2f059c890d10ee21fcf075da5ca330aa804a506a28ecd96164011c02ef
legacy_analysis/.dc_cache/XAUUSD/2024/00/14_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/14_ask.csv.zst	1325	2026-04-25T19:46:29+00:00	13cba3782f2b2a7ec67d6968ab2229eb7ec8682487651d100e311b812238b90d
legacy_analysis/.dc_cache/XAUUSD/2024/00/14_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/14_bid.csv.zst	1277	2026-04-25T19:46:29+00:00	9310606e1ee799c9b5f2a06b5eb3d3f63bac797a4f85ced9f6cdc5dc83c893a1
legacy_analysis/.dc_cache/XAUUSD/2024/00/15_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/15_ask.csv.zst	25113	2026-04-25T19:46:35+00:00	dc9c0a73294fdd76fbaa2d7b4fb5be77b14acb51a6bc062c2a25d5948fcce68d
legacy_analysis/.dc_cache/XAUUSD/2024/00/15_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/15_bid.csv.zst	25469	2026-04-25T19:46:35+00:00	7e2b8b6039fa7ea085dca81ec4620763b3ba121997546052dfc7628a3a9a19b6
legacy_analysis/.dc_cache/XAUUSD/2024/00/16_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/16_ask.csv.zst	30300	2026-04-25T19:46:41+00:00	7f5b0aeefb533ad1b7e1e2b6c6cfa2471e2afba1a9eb6ee658580b6875a49d8c
legacy_analysis/.dc_cache/XAUUSD/2024/00/16_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/16_bid.csv.zst	29946	2026-04-25T19:46:41+00:00	23744e553cfda3a7578b585cce60ac3cf2eb4d4b7d2018d6ef939010e4d4f41e
legacy_analysis/.dc_cache/XAUUSD/2024/00/17_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/17_ask.csv.zst	30134	2026-04-25T19:46:46+00:00	3f9f64dd97aacb6b64ebbcee7e77a0978686bb0228a60149b4113a22d4489e2b
legacy_analysis/.dc_cache/XAUUSD/2024/00/17_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/17_bid.csv.zst	30309	2026-04-25T19:46:46+00:00	816d0ed6caea68e3ccdc9715833d3c26ac38d3e0dc4d5b19a11766113ed89d66
legacy_analysis/.dc_cache/XAUUSD/2024/00/18_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/18_ask.csv.zst	29807	2026-04-25T19:46:51+00:00	b9276e6917baaf95cc1cda702005e75d4f8a91ec16bfcbe27c48afa2a5a43d28
legacy_analysis/.dc_cache/XAUUSD/2024/00/18_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/18_bid.csv.zst	28819	2026-04-25T19:46:51+00:00	935fa42ced289216f939b3c74891271aa682ed43e6d62b51eb24e52700d2dc39
legacy_analysis/.dc_cache/XAUUSD/2024/00/19_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/19_ask.csv.zst	28032	2026-04-25T19:46:56+00:00	0b3bf9197d99cb8cc5116d4bac9e1deb583660ff436c76a2c26f2d5d03d37f6a
legacy_analysis/.dc_cache/XAUUSD/2024/00/19_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/19_bid.csv.zst	27097	2026-04-25T19:46:56+00:00	180fa3372e267077b19d1abc36bc93f9d74fb2d47299d014aafc3b7a554af197
legacy_analysis/.dc_cache/XAUUSD/2024/00/20_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/20_ask.csv.zst	47	2026-04-25T19:47:01+00:00	dd08ca2f059c890d10ee21fcf075da5ca330aa804a506a28ecd96164011c02ef
legacy_analysis/.dc_cache/XAUUSD/2024/00/20_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/20_bid.csv.zst	47	2026-04-25T19:47:01+00:00	dd08ca2f059c890d10ee21fcf075da5ca330aa804a506a28ecd96164011c02ef
legacy_analysis/.dc_cache/XAUUSD/2024/00/21_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/21_ask.csv.zst	1282	2026-04-25T19:47:06+00:00	ecdb415e9fec62d7b94bcad12ddb95dfd2217ae4d7c433d5ab0e42ea8dd2c471
legacy_analysis/.dc_cache/XAUUSD/2024/00/21_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/21_bid.csv.zst	1214	2026-04-25T19:47:06+00:00	b6b2a99e238d295a073b776223f6ee8ca786a47668092b728134ea68273b7711
legacy_analysis/.dc_cache/XAUUSD/2024/00/22_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/22_ask.csv.zst	29013	2026-04-25T19:47:11+00:00	6835b0100afc74f2fd01b80bed85747bdaf6b7508cad07294cda619d32d31d64
legacy_analysis/.dc_cache/XAUUSD/2024/00/22_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/22_bid.csv.zst	28511	2026-04-25T19:47:10+00:00	f1da8467a72a30fcf70cef63001aff3215a69b7c68ae4171bffea62ec34379fc
legacy_analysis/.dc_cache/XAUUSD/2024/00/23_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/23_ask.csv.zst	29152	2026-04-25T19:47:15+00:00	3867ba17f37defed5921656d3089ace20db096eec53db22391cfe4cb986be4fa
legacy_analysis/.dc_cache/XAUUSD/2024/00/23_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/23_bid.csv.zst	29043	2026-04-25T19:47:15+00:00	6a9d3fd811f3c6818c23f7fc018d387fd217123a08c7edfc0a56fe53479ab54b
legacy_analysis/.dc_cache/XAUUSD/2024/00/24_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/24_ask.csv.zst	29598	2026-04-25T19:47:21+00:00	27d3d65e6ef1f9b3dfdd4ffe7e16e816b1161952157253715154fd2b4428b166
legacy_analysis/.dc_cache/XAUUSD/2024/00/24_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/24_bid.csv.zst	29557	2026-04-25T19:47:20+00:00	86e6675a23f6852d530aadf962d8c581040bacd17e19385e1e21448d2f59b0dd
legacy_analysis/.dc_cache/XAUUSD/2024/00/25_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/25_ask.csv.zst	29650	2026-04-25T19:47:26+00:00	9f0c38d9ae6ed3e4e8d2878d8ee52dd14c25ef41b40d703b6d565626e527e032
legacy_analysis/.dc_cache/XAUUSD/2024/00/25_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/25_bid.csv.zst	28473	2026-04-25T19:47:26+00:00	75bb5dbde611694a86dbcbee679596d92919cb2ab1886df1134b7c1d5177a7ef
legacy_analysis/.dc_cache/XAUUSD/2024/00/26_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/26_ask.csv.zst	26972	2026-04-25T19:48:29+00:00	fb303c6b4ac471dedf9704e4ea5c15047376b5584761490de831f8340bec61b1
legacy_analysis/.dc_cache/XAUUSD/2024/00/26_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/26_bid.csv.zst	26188	2026-04-25T19:48:29+00:00	57659eb94aee1737a1405dbfe3b4bad250b403b4f3d6902930dfb66a2d1ab02b
legacy_analysis/.dc_cache/XAUUSD/2024/00/27_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/27_ask.csv.zst	47	2026-04-25T19:48:29+00:00	dd08ca2f059c890d10ee21fcf075da5ca330aa804a506a28ecd96164011c02ef
legacy_analysis/.dc_cache/XAUUSD/2024/00/27_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/27_bid.csv.zst	47	2026-04-25T19:48:29+00:00	dd08ca2f059c890d10ee21fcf075da5ca330aa804a506a28ecd96164011c02ef
legacy_analysis/.dc_cache/XAUUSD/2024/00/28_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/28_ask.csv.zst	1385	2026-04-25T19:48:30+00:00	0ffbeb8fd2c1ce745cdfbcb0c2b09e15d52390ea54fe55c6de3a6a71fe6c958b
legacy_analysis/.dc_cache/XAUUSD/2024/00/28_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/28_bid.csv.zst	1418	2026-04-25T19:48:30+00:00	f9a3df06022d13cb384a8cd86aee0a6be138c908ba7bbf50824b2f4635539483
legacy_analysis/.dc_cache/XAUUSD/2024/00/29_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/29_ask.csv.zst	28243	2026-04-25T19:48:34+00:00	eb7e048b0db1896bf4f1f4636a67c195c4dd4d98b3c686d2911cf6000d798b52
legacy_analysis/.dc_cache/XAUUSD/2024/00/29_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/29_bid.csv.zst	27948	2026-04-25T19:48:34+00:00	5df2f870ace6b9848f6c2b50de6c6add390ade052c33da519a90677ffaba2c00
legacy_analysis/.dc_cache/XAUUSD/2024/00/30_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/30_ask.csv.zst	28937	2026-04-25T19:48:39+00:00	fe9a5b4345b96c57be580e90627bdb2a6e67f36304a398d24ce5440c8e5a8ee7
legacy_analysis/.dc_cache/XAUUSD/2024/00/30_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/30_bid.csv.zst	27641	2026-04-25T19:48:39+00:00	5ed38ae323b11dc4f96c3a8f3de072247a05ad77a23b088a34ec3fefd98fb90d
legacy_analysis/.dc_cache/XAUUSD/2024/00/31_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/31_ask.csv.zst	29905	2026-04-25T19:48:45+00:00	d1e26a07685d8b58e5b7e2adf75be29e0c97f21e7fe4738c3d8012f2adf4e31c
legacy_analysis/.dc_cache/XAUUSD/2024/00/31_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/00/31_bid.csv.zst	28984	2026-04-25T19:48:45+00:00	425516f56c50e2d9cefe8e736ae3038f9a77c7dbf5594a40356a8c8a2fa9e581
legacy_analysis/.dc_cache/XAUUSD/2024/01/01_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/01_ask.csv.zst	29184	2026-04-25T19:48:50+00:00	a255f1df71e432839efdc3dba2d14b1735e6fcb48d194a2516d1250d127310f1
legacy_analysis/.dc_cache/XAUUSD/2024/01/01_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/01_bid.csv.zst	29868	2026-04-25T19:48:50+00:00	2f4fd50c6c036411eec911a1fde3bdc3f89b0aa3c9b4887f3794a52784299709
legacy_analysis/.dc_cache/XAUUSD/2024/01/02_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/02_ask.csv.zst	27129	2026-04-25T19:48:55+00:00	8a5e645704ff70effe608abf1dca211b18eb9380015161f72ba5c1543f955f40
legacy_analysis/.dc_cache/XAUUSD/2024/01/02_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/02_bid.csv.zst	27555	2026-04-25T19:48:55+00:00	6fd76654b9aeb3c032d5dabce4ec42e61e1685b1db516e65139390bc1df81387
legacy_analysis/.dc_cache/XAUUSD/2024/01/03_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/03_ask.csv.zst	47	2026-04-25T19:48:59+00:00	dd08ca2f059c890d10ee21fcf075da5ca330aa804a506a28ecd96164011c02ef
legacy_analysis/.dc_cache/XAUUSD/2024/01/03_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/03_bid.csv.zst	47	2026-04-25T19:48:59+00:00	dd08ca2f059c890d10ee21fcf075da5ca330aa804a506a28ecd96164011c02ef
legacy_analysis/.dc_cache/XAUUSD/2024/01/04_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/04_ask.csv.zst	1312	2026-04-25T19:49:04+00:00	fff0223cb95aaa8d8728418b322ebfadbe2236bd89e2d647cab741e4df11a2a5
legacy_analysis/.dc_cache/XAUUSD/2024/01/04_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/04_bid.csv.zst	1309	2026-04-25T19:49:04+00:00	c6991433c20bbf4265d821442c47621e3e85749897ed3428f6e01887b9488028
legacy_analysis/.dc_cache/XAUUSD/2024/01/05_ask.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/05_ask.csv.zst	29473	2026-04-25T19:49:10+00:00	34156eb1511a75a9e3d17d8c37de21605fd5230e9e0cd3f5d8df95c5d5a1d2e8
legacy_analysis/.dc_cache/XAUUSD/2024/01/05_bid.csv.zst	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/05_bid.csv.zst	28295	2026-04-25T19:49:10+00:00	10c0991ac1329566ac619bcd37df8d022e54f46e04faa3c74b78ba73f9959354
legacy_analysis/.dc_cache/XAUUSD/2024/01/06/00h_ticks.bi5	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/06/00h_ticks.bi5	9031	2026-04-25T19:49:10+00:00	7150894f692ad9a83689ab1b990c3ab1f425f276c84883e8e2304cb510d499af
legacy_analysis/.dc_cache/XAUUSD/2024/01/06/01h_ticks.bi5	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/06/01h_ticks.bi5	16655	2026-04-25T19:49:10+00:00	a8ddcd05b6ae61c865dc5639b07c095d321dd166d36fff2f77b0fec90efd835f
legacy_analysis/.dc_cache/XAUUSD/2024/01/06/02h_ticks.bi5	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/06/02h_ticks.bi5	15980	2026-04-25T19:49:10+00:00	1fc206fae0251967ce9f7281a8cbd1b081989ce1d74dd3b34527e239fbcc42c9
legacy_analysis/.dc_cache/XAUUSD/2024/01/06/03h_ticks.bi5	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/06/03h_ticks.bi5	13347	2026-04-25T19:49:10+00:00	f7cdaebcd4fd9dab6704c4fc6b3f03602096b6a41c0754a0274b55c25c9d40b3
legacy_analysis/.dc_cache/XAUUSD/2024/01/06/04h_ticks.bi5	12_tooling_runtime_archive/batch_09_legacy_analysis_migration__20260707/lifted_trading_analysis/.dc_cache/XAUUSD/2024/01/06/04h_ticks.bi5	10834	2026-04-25T19:49:11+00:00	40e5ea2ae9669b4e65caf008fffc69e67c4672597af00fe4bda5889630a2e08c
