lifted_rel_path	category	proposed_target_rel_path	size_bytes	sha256
.trae/skills/multi-ai-orchestrator-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/multi-ai-orchestrator-cn/SKILL.md	8337	a125ff4016a020423db2b0858b3b742203c06f2622b409019662cbe552b162ad
.trae/skills/multi-ai-suite-entry-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/multi-ai-suite-entry-cn/SKILL.md	3410	e604be427755cfac9dcee4a270da86fa1230377ecb5829adda5e8e3dad3d6ea1
.trae/skills/p0-exec-evidence-officer/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/p0-exec-evidence-officer/SKILL.md	4190	39e9c6545d09adcd5543f25020bc08e48f207ff72f300381f69b24d8e73a936d
.trae/skills/p0-lab/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/p0-lab/SKILL.md	7841	6ef9db7c1152abf25635e942e87fe7be1373e2900ee7f5fa4f5a85c269e60578
.trae/skills/p0-suite-entry-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/p0-suite-entry-cn/SKILL.md	3114	346f05f88da3a5c163afbd305f7df1ced87c51876584d9dc0d565d72d299e041
.trae/skills/p0-sweep-outbound-guard/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/p0-sweep-outbound-guard/SKILL.md	3296	2ad850af7b0cb940b162e8234b3e325a06e63c05e809cf88af7fd4b5f04e9bde
.trae/skills/panel-multi-ai-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/panel-multi-ai-cn/SKILL.md	5002	2e187e5b4e6abe45380588fb0045cb7896df9b465673a8fc75aeac246f374cf6
.trae/skills/proof-of-mapping-standard-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/proof-of-mapping-standard-cn/SKILL.md	4764	d35f41749f059f7f3cd42f3d9b62d4f6778ac10e10e264ca2a61a709da709c76
.trae/skills/rolling-playbook-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/rolling-playbook-cn/SKILL.md	2045	c28b5952432334e7be150e6df0d59db93b990ecd9d5c56e275db5d168a77cca2
.trae/skills/source-sweep-batch-cn/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/source-sweep-batch-cn/SKILL.md	5179	5a6d63e067779bbc35caea7e5c3180c75f09e16897e69c0382c0c9cdbf68a016
.trae/skills/tool-idea-ingest-guard/SKILL.md	trae_mirror_select	21_trae_system_archive/batch_01_selected/skills/tool-idea-ingest-guard/SKILL.md	3175	fb9eed8266caade41522516e25b7fadc96d6e5705b22292205752f9cfe9542f7
