incoming_rel_path	mirror_rel_path	action	conflict_rel_path
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/11 酒股地中短线策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/11 酒股地中短线策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/12 【均值回归】基于zscore的均值回归策略（胜率100%）.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/12 【均值回归】基于zscore的均值回归策略（胜率100%）.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/13 招行_海天配对策略-改进版.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/13 招行_海天配对策略-改进版.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/14 抗击熊市的中短期低市值策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/14 抗击熊市的中短期低市值策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/15 基于多期限的选股策略（一）.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/15 基于多期限的选股策略（一）.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/16 投资学作业.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/16 投资学作业.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/17 商品期货截面动量模型，真的靠谱吗？.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/17 商品期货截面动量模型，真的靠谱吗？.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/18 均值回归策略分享.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/18 均值回归策略分享.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/19 招行_海天配对策略（学习招行伊利配对）.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/19 招行_海天配对策略（学习招行伊利配对）.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/20 分钟K线数据重构 ATR自适应通道 请高手来迭代.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/20 分钟K线数据重构 ATR自适应通道 请高手来迭代.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/21 果核量化出品 -- BIAS_QL乖离率策略指数择时1.0.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/21 果核量化出品 -- BIAS_QL乖离率策略指数择时1.0.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/22 海龟交易法则升级版---（分钟级回测+合约变更移仓）.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/22 海龟交易法则升级版---（分钟级回测+合约变更移仓）.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/23 Principle by Jim Slater 祖鲁法则在A股的实现与改进.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/23 Principle by Jim Slater 祖鲁法则在A股的实现与改进.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/24 自选策略1.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/24 自选策略1.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/25 简单市值轮动策略-学习.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/25 简单市值轮动策略-学习.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/26 向导式-1.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/26 向导式-1.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/27 RSRS指标择时（30分钟线）.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/27 RSRS指标择时（30分钟线）.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/28 收益策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/28 收益策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/29 KD指标量化交易策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/29 KD指标量化交易策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/30 基于LSTM模型预测股票价格走势.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/30 基于LSTM模型预测股票价格走势.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/31 低PB价值投资策略分享.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/31 低PB价值投资策略分享.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/32 测试策略1.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/32 测试策略1.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/33 买入每个行业市值最大的股票.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/33 买入每个行业市值最大的股票.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/34 成长策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/34 成长策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/35 投资学作业——简单多因子选股策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/35 投资学作业——简单多因子选股策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/36 投资学作业——简单多因子选股策略改进.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/36 投资学作业——简单多因子选股策略改进.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/37 个股止损.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/37 个股止损.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/38 一个简单的跟踪聪明钱策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/38 一个简单的跟踪聪明钱策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/39 因子分析——利用JoinQuant因子分析模块选取因子并封装为策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/39 因子分析——利用JoinQuant因子分析模块选取因子并封装为策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/40 kdj指标配合accer过滤.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/40 kdj指标配合accer过滤.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/41 多因子模型（三）-交易回测.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/41 多因子模型（三）-交易回测.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/42 低估值+TRIX+RSI 低回撤策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/42 低估值+TRIX+RSI 低回撤策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/43 无模型评估的多因子模型.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/43 无模型评估的多因子模型.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/44 新手初来，写了一个价值投资策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/44 新手初来，写了一个价值投资策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/45 布林带策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/45 布林带策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/46 Get API 新技能，研究中写策略并回测.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/46 Get API 新技能，研究中写策略并回测.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/47 次新小盘策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/47 次新小盘策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/48 再测一支.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/48 再测一支.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/49 海龟克隆优化.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/49 海龟克隆优化.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/50 简单配对交易.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/50 简单配对交易.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/51 HS300--随机森林拐点识别.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/51 HS300--随机森林拐点识别.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/52 布林带1.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/52 布林带1.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/53 小市值策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/53 小市值策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/54 中长线买入卖出点选择.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/54 中长线买入卖出点选择.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/55 中小板-中证500配对交易.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/55 中小板-中证500配对交易.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/56 爱神的箭放声大哭.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/56 爱神的箭放声大哭.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/57 黄泽森策略.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/57 黄泽森策略.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/58 MACD金叉买入，死叉卖出.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/58 MACD金叉买入，死叉卖出.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/59 小市值轮动，修改了内容，剔除了停牌股，同时PE要求为正的股票。.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/59 小市值轮动，修改了内容，剔除了停牌股，同时PE要求为正的股票。.txt	COPIED
10_source_library_archive/batch_09_legacy_source_library_alignment__20260707/mirror_kimi_inbox_incoming/GROUP_08_A股量化_数据研究__SOURCE_RAW/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/60 投资期末作业.txt	GROUP_08_A股量化_数据研究/01_source_raw/新的参考书/《Python股票量化交易从入门到实践》完整版/1.量化策略代码(99份)（赠品）/60 投资期末作业.txt	COPIED
