artifact_file	source_repo_path	repo_path	producer	scope	evidence_mode	status	note
group08_generate_external_ops_plan.py	20_tools_workspace/_raw_snapshot_batch09/group08_generate_external_ops_plan.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/group08_generate_external_ops_plan.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
group08_generate_materials_catalog.py	20_tools_workspace/_raw_snapshot_batch09/group08_generate_materials_catalog.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/group08_generate_materials_catalog.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
group08_generate_powershell_dryrun_cmds.py	20_tools_workspace/_raw_snapshot_batch09/group08_generate_powershell_dryrun_cmds.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/group08_generate_powershell_dryrun_cmds.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
group08_refscan_final_delete_list.py	20_tools_workspace/_raw_snapshot_batch09/group08_refscan_final_delete_list.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/group08_refscan_final_delete_list.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only	保留 group08 收尾脚本快照
group08_sourceraw_missing_manifest.py	20_tools_workspace/_raw_snapshot_batch09/group08_sourceraw_missing_manifest.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/group08_sourceraw_missing_manifest.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only	保留 group08 补缺脚本快照
group08_split_external_ops_plan.py	20_tools_workspace/_raw_snapshot_batch09/group08_split_external_ops_plan.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/group08_split_external_ops_plan.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only	保留 group08 收尾脚本快照
group08_sync_final_delete_list.py	20_tools_workspace/_raw_snapshot_batch09/group08_sync_final_delete_list.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/group08_sync_final_delete_list.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only	保留 group08 收尾脚本快照
ingest_ashare_txt_to_md.py	20_tools_workspace/_raw_snapshot_batch09/ingest_ashare_txt_to_md.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/ingest_ashare_txt_to_md.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
kimi_cutpack_manifest.py	20_tools_workspace/_raw_snapshot_batch09/kimi_cutpack_manifest.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/kimi_cutpack_manifest.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
relocate_path_prefix.py	20_tools_workspace/_raw_snapshot_batch09/relocate_path_prefix.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/relocate_path_prefix.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
robocopy_tools__20260707.log	20_tools_workspace/_raw_snapshot_batch09/robocopy_tools__20260707.log	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/robocopy_tools__20260707.log	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	evidence_only	只保留为迁移证据
s_bucketize.py	20_tools_workspace/_raw_snapshot_batch09/s_bucketize.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/s_bucketize.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
s_dedup_delete_list.py	20_tools_workspace/_raw_snapshot_batch09/s_dedup_delete_list.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/s_dedup_delete_list.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only	保留去重支撑脚本快照
s_dedup_report.py	20_tools_workspace/_raw_snapshot_batch09/s_dedup_report.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/s_dedup_report.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only	保留去重支撑脚本快照
slice_csv_tail_v1.py	20_tools_workspace/_raw_snapshot_batch09/slice_csv_tail_v1.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/slice_csv_tail_v1.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
tk_manual_append_rows.py	20_tools_workspace/_raw_snapshot_batch09/tk_manual_append_rows.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_manual_append_rows.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
tk_r1_interactions.py	20_tools_workspace/_raw_snapshot_batch09/tk_r1_interactions.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r1_interactions.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r1_stage2_audit.py	20_tools_workspace/_raw_snapshot_batch09/tk_r1_stage2_audit.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r1_stage2_audit.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r1_stage2_conditional_shrink.py	20_tools_workspace/_raw_snapshot_batch09/tk_r1_stage2_conditional_shrink.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r1_stage2_conditional_shrink.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r2_pocket_apply_audit.py	20_tools_workspace/_raw_snapshot_batch09/tk_r2_pocket_apply_audit.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r2_pocket_apply_audit.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r2_pocket_shrink.py	20_tools_workspace/_raw_snapshot_batch09/tk_r2_pocket_shrink.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r2_pocket_shrink.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r2_tradelevel_audit.py	20_tools_workspace/_raw_snapshot_batch09/tk_r2_tradelevel_audit.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r2_tradelevel_audit.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r3_rr_minwin_audit.py	20_tools_workspace/_raw_snapshot_batch09/tk_r3_rr_minwin_audit.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r3_rr_minwin_audit.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r3_rr_minwin_recompute_cam_tp3.py	20_tools_workspace/_raw_snapshot_batch09/tk_r3_rr_minwin_recompute_cam_tp3.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r3_rr_minwin_recompute_cam_tp3.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r3_tp3_reason_smoketest.py	20_tools_workspace/_raw_snapshot_batch09/tk_r3_tp3_reason_smoketest.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r3_tp3_reason_smoketest.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r4_half_risk_paper_audit.py	20_tools_workspace/_raw_snapshot_batch09/tk_r4_half_risk_paper_audit.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r4_half_risk_paper_audit.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r4_risk_corr_audit.py	20_tools_workspace/_raw_snapshot_batch09/tk_r4_risk_corr_audit.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r4_risk_corr_audit.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r4_usd_half_risk_role_finalize.py	20_tools_workspace/_raw_snapshot_batch09/tk_r4_usd_half_risk_role_finalize.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r4_usd_half_risk_role_finalize.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r4_usd_half_risk_scheme_b.py	20_tools_workspace/_raw_snapshot_batch09/tk_r4_usd_half_risk_scheme_b.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r4_usd_half_risk_scheme_b.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r4_usd_half_risk_scheme_b_runner.py	20_tools_workspace/_raw_snapshot_batch09/tk_r4_usd_half_risk_scheme_b_runner.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r4_usd_half_risk_scheme_b_runner.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r4_usd_overlap_depth_audit.py	20_tools_workspace/_raw_snapshot_batch09/tk_r4_usd_overlap_depth_audit.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r4_usd_overlap_depth_audit.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r4_usd_overlap_heterogeneity_audit.py	20_tools_workspace/_raw_snapshot_batch09/tk_r4_usd_overlap_heterogeneity_audit.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r4_usd_overlap_heterogeneity_audit.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r4_usd_overlap_negative_pockets.py	20_tools_workspace/_raw_snapshot_batch09/tk_r4_usd_overlap_negative_pockets.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r4_usd_overlap_negative_pockets.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	archive_only_frozen	保留冻结脚本快照
tk_r6_make_manual_sheet.py	20_tools_workspace/_raw_snapshot_batch09/tk_r6_make_manual_sheet.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r6_make_manual_sheet.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
tk_r6_summarize_manual_sheet.py	20_tools_workspace/_raw_snapshot_batch09/tk_r6_summarize_manual_sheet.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r6_summarize_manual_sheet.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
tk_r7_make_manual_sheet.py	20_tools_workspace/_raw_snapshot_batch09/tk_r7_make_manual_sheet.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r7_make_manual_sheet.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
tk_r7_summarize_manual_sheet.py	20_tools_workspace/_raw_snapshot_batch09/tk_r7_summarize_manual_sheet.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r7_summarize_manual_sheet.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
tk_r8_make_manual_sheet.py	20_tools_workspace/_raw_snapshot_batch09/tk_r8_make_manual_sheet.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r8_make_manual_sheet.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
tk_r8_summarize_manual_sheet.py	20_tools_workspace/_raw_snapshot_batch09/tk_r8_summarize_manual_sheet.py	12_tooling_runtime_archive/batch_121_tools_raw_snapshot_batch09_absorb__20260709/00_raw_snapshot/tools_raw_snapshot_batch09/tk_r8_summarize_manual_sheet.py	historical_recovered_archive_absorb_20260709	batch09 tools raw snapshot absorb	historical_recovered	already_absorbed_snapshot	原始快照保留，活跃版本已单独吸收
