trade_date,symbol,symbol_name,open,high,low,close,pre_close,volume,amount,data_source,asof_date,notes
20260106,000001.SZ,平安银行,11.5,11.68,11.48,11.67,11.5,1304648.42,1512911.584,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,000002.SZ,万科A,4.73,4.86,4.72,4.83,4.75,2252375.98,1081145.072,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,000651.SZ,格力电器,40.77,40.86,40.65,40.82,40.76,395447.34,1612142.949,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,000725.SZ,京东方A,4.24,4.54,4.23,4.5,4.23,21037707.63,9305295.623,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,002230.SZ,科大讯飞,54.07,54.59,53.18,53.89,53.84,1120525.53,6031721.441,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,002594.SZ,比亚迪,98.22,100.5,98.12,99.99,98.11,521784.86,5185026.166,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,300750.SZ,宁德时代,380.0,380.5,369.04,373.99,377.5,341477.1,12764795.667,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,600019.SH,宝钢股份,7.28,7.36,7.25,7.35,7.28,905020.0,661498.549,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,600030.SH,中信证券,29.36,30.25,29.33,30.19,29.33,3349357.99,10055094.452,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,600050.SH,中国联通,5.15,5.23,5.14,5.22,5.16,2116986.52,1097722.61,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,600276.SH,恒瑞医药,63.36,63.48,62.4,63.06,63.08,463524.57,2919198.722,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,600309.SH,万华化学,77.03,83.38,77.03,82.95,77.33,584610.93,4756657.066,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,600519.SH,贵州茅台,1432.55,1436.97,1416.53,1428.01,1426.0,39586.18,5649710.153,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,600760.SH,中航沈飞,58.1,61.04,57.5,60.1,58.28,429350.87,2533030.01,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,600900.SH,长江电力,27.3,27.44,27.24,27.44,27.28,738436.81,2020307.561,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,601012.SH,隆基绿能,18.49,18.88,18.45,18.83,18.49,1479924.62,2771718.349,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,601225.SH,陕西煤业,21.71,22.3,21.52,22.15,21.62,434820.19,958261.151,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,601318.SH,中国平安,72.4,74.88,72.4,74.32,72.36,1468516.48,10867519.151,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,601899.SH,紫金矿业,36.0,37.7,35.95,37.6,35.4,3567272.4,13191911.958,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260106,688981.SH,中芯国际,129.0,134.2,128.77,131.84,129.95,730696.95,9623978.218,tushare:daily,20260106,daily_ohlcv_raw_from_tushare
20260107,000001.SZ,平安银行,11.66,11.82,11.62,11.64,11.67,966236.24,1131165.699,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,000002.SZ,万科A,4.81,4.86,4.73,4.73,4.83,1582443.88,755864.72,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,000651.SZ,格力电器,40.82,40.82,40.42,40.44,40.82,423631.99,1716288.75,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,000725.SZ,京东方A,4.45,4.47,4.33,4.36,4.5,12759382.61,5580739.006,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,002230.SZ,科大讯飞,53.91,54.22,52.57,53.02,53.89,828056.82,4416441.016,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,002594.SZ,比亚迪,99.96,99.96,97.06,97.6,99.99,560848.81,5502570.731,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,300750.SZ,宁德时代,372.95,375.48,368.49,371.01,373.99,262285.35,9730943.679,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,600019.SH,宝钢股份,7.31,7.41,7.24,7.26,7.35,1161075.86,844738.971,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,600030.SH,中信证券,30.21,30.21,29.4,29.5,30.19,2295021.22,6829635.012,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,600050.SH,中国联通,5.22,5.22,5.15,5.16,5.22,1783373.4,923204.01,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,600276.SH,恒瑞医药,63.01,64.8,63.0,63.85,63.06,524651.73,3364332.736,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,600309.SH,万华化学,82.25,83.66,81.4,81.93,82.95,323223.27,2667257.099,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,600519.SH,贵州茅台,1432.88,1435.0,1420.2,1423.36,1428.01,29683.8,4234255.286,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,600760.SH,中航沈飞,59.99,59.99,58.31,58.51,60.1,280844.51,1654001.204,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,600900.SH,长江电力,27.44,27.45,27.22,27.23,27.44,721701.95,1970227.485,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,601012.SH,隆基绿能,18.83,18.85,18.56,18.65,18.83,1471044.68,2746859.052,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,601225.SH,陕西煤业,22.35,22.63,21.86,22.43,22.15,546501.7,1218012.73,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,601318.SH,中国平安,73.89,74.7,73.29,73.45,74.32,919695.06,6796568.402,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,601899.SH,紫金矿业,37.6,37.7,36.38,36.72,37.6,3573035.77,13193716.321,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260107,688981.SH,中芯国际,131.84,132.82,128.85,129.98,131.84,598040.86,7783876.099,tushare:daily,20260107,daily_ohlcv_raw_from_tushare
20260108,000001.SZ,平安银行,11.64,11.65,11.49,11.51,11.64,1100085.11,1268647.295,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,000002.SZ,万科A,4.73,5.0,4.69,4.9,4.73,3119900.59,1517268.869,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,000651.SZ,格力电器,40.43,40.48,40.28,40.44,40.44,270930.4,1094487.854,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,000725.SZ,京东方A,4.35,4.39,4.32,4.35,4.36,6804691.24,2961903.546,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,002230.SZ,科大讯飞,53.73,54.46,53.1,53.41,53.02,779024.65,4176899.69,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,002594.SZ,比亚迪,97.2,97.2,96.33,96.88,97.6,300654.75,2908439.429,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,300750.SZ,宁德时代,368.0,373.33,367.0,369.21,371.01,269590.35,9962397.48,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,600019.SH,宝钢股份,7.24,7.39,7.16,7.33,7.26,1064700.55,777171.128,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,600030.SH,中信证券,29.29,29.29,28.45,28.54,29.5,3150272.25,9039903.881,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,600050.SH,中国联通,5.15,5.33,5.13,5.25,5.16,3727487.91,1947686.498,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,600276.SH,恒瑞医药,65.0,65.05,63.03,63.6,63.85,447748.54,2854769.456,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,600309.SH,万华化学,81.92,81.92,78.43,79.69,81.93,465476.05,3697350.416,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,600519.SH,贵州茅台,1423.33,1423.36,1408.14,1412.3,1423.36,29134.54,4117925.041,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,600760.SH,中航沈飞,58.45,63.38,58.31,61.81,58.51,578356.21,3550503.049,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,600900.SH,长江电力,27.23,27.3,27.19,27.26,27.23,470572.75,1282365.975,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,601012.SH,隆基绿能,18.53,18.93,18.39,18.77,18.65,1536377.12,2873301.34,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,601225.SH,陕西煤业,22.58,22.72,22.21,22.48,22.43,441992.4,993063.115,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,601318.SH,中国平安,73.37,73.4,69.66,70.38,73.45,1685391.73,11969587.226,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,601899.SH,紫金矿业,36.2,37.01,35.79,36.3,36.72,2415584.98,8780062.617,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260108,688981.SH,中芯国际,128.95,134.68,128.91,130.15,129.98,616918.81,8145423.327,tushare:daily,20260108,daily_ohlcv_raw_from_tushare
20260109,000001.SZ,平安银行,11.53,11.53,11.44,11.46,11.51,983390.04,1128076.547,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,000002.SZ,万科A,4.87,5.04,4.81,4.96,4.9,2626710.69,1288191.631,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,000651.SZ,格力电器,40.43,40.53,40.36,40.48,40.44,292909.16,1184787.574,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,000725.SZ,京东方A,4.34,4.54,4.33,4.41,4.35,10734673.84,4769330.499,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,002230.SZ,科大讯飞,53.15,55.85,52.92,55.6,53.41,1417936.53,7736755.063,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,002594.SZ,比亚迪,97.05,97.95,96.9,97.01,96.88,350340.58,3412630.185,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,300750.SZ,宁德时代,369.17,377.63,367.01,369.23,369.21,314771.87,11681035.309,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,600019.SH,宝钢股份,7.33,7.38,7.25,7.28,7.33,950380.24,692445.086,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,600030.SH,中信证券,28.54,28.67,28.35,28.57,28.54,2326771.61,6628564.036,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,600050.SH,中国联通,5.22,5.49,5.22,5.42,5.25,6526418.48,3520838.034,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,600276.SH,恒瑞医药,63.58,64.2,62.8,63.78,63.6,426357.53,2709908.741,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,600309.SH,万华化学,80.0,80.61,78.41,79.35,79.69,333618.51,2643914.244,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,600519.SH,贵州茅台,1417.0,1428.6,1416.01,1419.1,1412.3,29847.74,4243865.418,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,600760.SH,中航沈飞,63.5,65.45,61.86,62.4,61.81,683517.28,4321337.371,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,600900.SH,长江电力,27.27,27.29,27.18,27.29,27.26,629034.53,1713592.955,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,601012.SH,隆基绿能,18.61,18.77,18.28,18.39,18.77,2290187.41,4231356.213,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,601225.SH,陕西煤业,22.35,22.71,22.31,22.59,22.48,346674.86,782895.345,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,601318.SH,中国平安,70.6,71.28,68.24,69.0,70.38,2063348.25,14285738.425,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,601899.SH,紫金矿业,36.0,37.67,35.98,37.22,36.3,2805790.41,10408944.354,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260109,688981.SH,中芯国际,129.15,130.01,127.77,128.88,130.15,511274.88,6581947.276,tushare:daily,20260109,daily_ohlcv_raw_from_tushare
20260112,000001.SZ,平安银行,11.45,11.49,11.42,11.48,11.46,855212.98,979700.148,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,000002.SZ,万科A,4.89,4.93,4.85,4.88,4.96,1990730.11,971866.995,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,000651.SZ,格力电器,40.47,40.58,40.26,40.53,40.48,393084.1,1588322.792,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,000725.SZ,京东方A,4.45,4.51,4.43,4.46,4.41,8673354.26,3880721.785,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,002230.SZ,科大讯飞,57.5,60.5,57.3,59.6,55.6,1997931.35,11794942.724,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,002594.SZ,比亚迪,97.01,98.0,96.3,97.47,97.01,425257.19,4125432.529,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,300750.SZ,宁德时代,368.0,368.0,351.66,361.68,369.23,488307.39,17505537.199,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,600019.SH,宝钢股份,7.3,7.42,7.29,7.33,7.28,1004402.79,737816.768,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,600030.SH,中信证券,28.57,28.85,28.41,28.78,28.57,2173083.1,6227140.485,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,600050.SH,中国联通,5.42,5.53,5.42,5.49,5.42,6472538.05,3545421.199,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,600276.SH,恒瑞医药,64.1,64.3,63.21,63.85,63.78,428770.19,2735494.019,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,600309.SH,万华化学,79.33,79.88,77.66,78.14,79.35,375752.05,2938767.156,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,600519.SH,贵州茅台,1419.1,1431.0,1417.1,1423.23,1419.1,36082.66,5135636.033,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,600760.SH,中航沈飞,63.0,63.1,61.5,62.67,62.4,460206.44,2865238.133,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,600900.SH,长江电力,27.29,27.45,27.22,27.4,27.29,784355.54,2145881.938,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,601012.SH,隆基绿能,18.1,19.45,18.02,19.23,18.39,3643822.89,6919241.186,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,601225.SH,陕西煤业,22.59,22.95,22.43,22.59,22.59,308388.08,696792.18,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,601318.SH,中国平安,68.9,69.0,67.22,67.55,69.0,1851661.18,12546774.433,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,601899.SH,紫金矿业,38.22,38.38,37.03,37.26,37.22,2964963.71,11080991.362,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260112,688981.SH,中芯国际,128.52,129.62,126.68,127.66,128.88,563935.64,7202156.993,tushare:daily,20260112,daily_ohlcv_raw_from_tushare
20260113,000001.SZ,平安银行,11.48,11.54,11.44,11.47,11.48,1061541.22,1219755.569,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,000002.SZ,万科A,4.87,4.97,4.82,4.83,4.88,1950981.47,950864.611,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,000651.SZ,格力电器,40.6,40.65,40.25,40.33,40.53,461470.14,1865582.634,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,000725.SZ,京东方A,4.48,4.55,4.44,4.46,4.46,9137920.34,4094740.341,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,002230.SZ,科大讯飞,61.02,65.0,60.8,60.89,59.6,2235855.9,13858254.114,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,002594.SZ,比亚迪,99.0,99.6,96.88,97.19,97.47,498722.72,4905229.942,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,300750.SZ,宁德时代,366.25,367.77,357.0,359.0,361.68,296709.2,10745692.37,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,600019.SH,宝钢股份,7.35,7.37,7.26,7.27,7.33,995619.47,728054.668,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,600030.SH,中信证券,28.85,29.15,28.48,28.55,28.78,2159691.09,6226326.714,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,600050.SH,中国联通,5.48,5.49,5.35,5.37,5.49,4704299.45,2543483.652,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,600276.SH,恒瑞医药,64.3,65.83,64.05,64.52,63.85,740340.35,4818680.909,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,600309.SH,万华化学,78.08,80.13,77.77,78.76,78.14,355111.88,2805735.943,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,600519.SH,贵州茅台,1426.79,1429.52,1408.99,1411.0,1423.23,39168.66,5555633.779,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,600760.SH,中航沈飞,62.2,62.21,59.7,60.0,62.67,470917.34,2839695.236,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,600900.SH,长江电力,27.45,27.57,27.32,27.36,27.4,785384.92,2154672.433,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,601012.SH,隆基绿能,19.23,19.23,18.42,18.5,19.23,2785581.8,5201821.676,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,601225.SH,陕西煤业,22.8,23.05,22.4,22.5,22.59,347082.98,786197.093,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,601318.SH,中国平安,67.8,69.98,67.78,68.2,67.55,1502150.5,10342110.58,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,601899.SH,紫金矿业,37.4,38.9,37.3,38.24,37.26,3107781.71,11880717.25,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260113,688981.SH,中芯国际,127.49,128.15,122.86,123.63,127.66,652072.8,8154109.676,tushare:daily,20260113,daily_ohlcv_raw_from_tushare
20260114,000001.SZ,平安银行,11.47,11.47,11.35,11.36,11.47,1274757.14,1454416.591,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,000002.SZ,万科A,4.82,4.85,4.69,4.69,4.83,2798383.76,1336813.422,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,000651.SZ,格力电器,40.31,40.39,40.16,40.2,40.33,454446.21,1829561.992,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,000725.SZ,京东方A,4.54,4.73,4.53,4.6,4.46,17724765.89,8199024.927,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,002230.SZ,科大讯飞,61.26,64.5,61.26,62.64,60.89,2092433.43,13132728.031,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,002594.SZ,比亚迪,96.81,97.74,95.51,96.1,97.19,514749.73,4975154.616,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,300750.SZ,宁德时代,360.03,361.22,351.71,353.98,359.0,380833.65,13553362.724,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,600019.SH,宝钢股份,7.27,7.3,7.15,7.18,7.27,1346426.54,973365.526,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,600030.SH,中信证券,28.49,29.13,28.15,28.23,28.55,3218823.41,9209655.922,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,600050.SH,中国联通,5.35,5.45,5.31,5.34,5.37,3610160.79,1944419.201,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,600276.SH,恒瑞医药,64.55,65.6,63.2,63.61,64.52,629255.34,4049394.399,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,600309.SH,万华化学,78.67,80.56,77.8,77.8,78.76,418676.18,3303436.529,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,600519.SH,贵州茅台,1411.0,1422.25,1396.18,1398.01,1411.0,51757.97,7285041.159,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,600760.SH,中航沈飞,59.81,61.88,58.98,59.78,60.0,374835.36,2270831.952,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,600900.SH,长江电力,27.45,27.54,26.8,26.81,27.36,2927500.88,7941387.446,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,601012.SH,隆基绿能,18.43,19.07,18.37,18.59,18.5,2553126.84,4786478.14,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,601225.SH,陕西煤业,22.51,22.67,22.23,22.38,22.5,347230.64,779997.304,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,601318.SH,中国平安,68.35,68.93,66.82,67.0,68.2,1431109.0,9691268.75,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,601899.SH,紫金矿业,38.61,39.85,38.36,38.5,38.24,4256502.13,16559300.265,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260114,688981.SH,中芯国际,123.51,127.6,123.5,124.49,123.63,649683.91,8155390.623,tushare:daily,20260114,daily_ohlcv_raw_from_tushare
20260115,000001.SZ,平安银行,11.33,11.37,11.3,11.31,11.36,884959.77,1002514.947,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,000002.SZ,万科A,4.71,4.96,4.71,4.85,4.69,3195562.28,1540993.866,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,000651.SZ,格力电器,40.2,40.33,40.1,40.12,40.2,324846.65,1304905.55,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,000725.SZ,京东方A,4.54,4.61,4.5,4.53,4.6,8700734.04,3955664.026,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,002230.SZ,科大讯飞,61.66,66.3,61.54,63.39,62.64,1499371.86,9570270.505,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,002594.SZ,比亚迪,96.08,96.64,95.6,95.67,96.1,295635.46,2835803.09,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,300750.SZ,宁德时代,352.75,358.28,351.8,353.75,353.98,323709.12,11474019.06,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,600019.SH,宝钢股份,7.18,7.2,7.08,7.1,7.18,1062898.96,758760.073,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,600030.SH,中信证券,28.38,28.8,28.23,28.28,28.23,2078141.42,5904891.817,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,600050.SH,中国联通,5.31,5.33,5.22,5.24,5.34,3087398.76,1623659.916,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,600276.SH,恒瑞医药,63.18,63.83,62.7,63.17,63.61,467612.36,2956591.609,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,600309.SH,万华化学,77.5,80.94,77.31,79.46,77.8,399139.65,3189892.339,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,600519.SH,贵州茅台,1396.02,1402.83,1388.58,1388.89,1398.01,40907.14,5698739.671,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,600760.SH,中航沈飞,59.77,62.99,59.6,61.18,59.78,392997.09,2427883.151,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,600900.SH,长江电力,26.98,27.01,26.77,26.82,26.81,1259274.47,3382187.545,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,601012.SH,隆基绿能,18.5,18.99,18.4,18.5,18.59,1601094.24,2981575.224,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,601225.SH,陕西煤业,22.26,22.74,22.16,22.22,22.38,278461.22,624300.996,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,601318.SH,中国平安,66.9,68.38,66.69,67.41,67.0,1066614.26,7195271.14,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,601899.SH,紫金矿业,38.26,39.44,37.7,38.25,38.5,3860818.44,14866320.795,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
20260115,688981.SH,中芯国际,123.49,125.5,122.33,124.44,124.49,556604.23,6895087.6,tushare:daily,20260115,daily_ohlcv_raw_from_tushare
