trade_date,symbol,symbol_name,open,high,low,close,pre_close,volume,amount,data_source,asof_date,notes
20250909,601899.SH,紫金矿业,24.99,25.85,24.75,25.19,24.64,3533515.54,8945036.383,tushare:daily,20250909,daily_ohlcv_raw_from_tushare
20250909,688981.SH,中芯国际,102.0,108.65,101.2,102.99,114.76,1574695.7,16482005.03,tushare:daily,20250909,daily_ohlcv_raw_from_tushare
20250910,000001.SZ,平安银行,11.74,11.79,11.71,11.77,11.75,792668.39,932170.201,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,000002.SZ,万科A,6.81,6.86,6.76,6.86,6.86,1397196.76,950570.519,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,000651.SZ,格力电器,41.32,41.37,41.11,41.16,41.34,491111.92,2023251.595,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,000725.SZ,京东方A,4.1,4.1,4.06,4.08,4.1,3644817.35,1487420.804,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,002230.SZ,科大讯飞,50.35,50.87,50.1,50.17,50.31,341809.78,1724253.923,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,002594.SZ,比亚迪,105.52,106.45,105.02,105.2,105.49,322368.95,3401353.898,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,300750.SZ,宁德时代,317.99,322.0,313.0,316.04,320.0,367526.83,11649703.595,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,600019.SH,宝钢股份,7.04,7.06,6.92,6.94,7.07,929375.44,646478.545,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,600030.SH,中信证券,29.57,29.69,29.34,29.48,29.52,884048.43,2609280.738,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,600050.SH,中国联通,5.55,5.95,5.52,5.76,5.47,15881347.79,9160416.707,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,600276.SH,恒瑞医药,70.84,71.77,70.08,70.32,71.09,468204.13,3306783.039,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,600309.SH,万华化学,67.84,68.38,66.96,67.54,68.52,244392.88,1651111.48,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,600519.SH,贵州茅台,1506.66,1529.95,1496.0,1522.01,1505.0,49663.31,7541460.049,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,600760.SH,中航沈飞,55.75,58.18,55.7,57.24,55.67,316933.04,1823985.629,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,600900.SH,长江电力,28.01,28.09,27.9,28.01,28.01,598614.83,1675916.918,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,601012.SH,隆基绿能,17.5,17.58,17.0,17.2,17.61,1537668.67,2648424.099,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,601225.SH,陕西煤业,20.31,20.32,20.01,20.03,20.28,301888.99,606460.621,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,601318.SH,中国平安,57.77,58.16,57.62,57.87,58.0,308469.74,1786675.715,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,601899.SH,紫金矿业,24.55,25.26,24.51,25.18,25.19,2243912.5,5601726.779,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250910,688981.SH,中芯国际,103.0,105.96,102.13,103.91,102.99,1039925.7,10822524.036,tushare:daily,20250910,daily_ohlcv_raw_from_tushare
20250911,000001.SZ,平安银行,11.77,11.85,11.71,11.85,11.77,963931.63,1134234.367,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,000002.SZ,万科A,6.82,6.84,6.73,6.83,6.86,1462904.75,992115.321,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,000651.SZ,格力电器,41.17,41.39,41.01,41.37,41.16,528172.46,2173796.449,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,000725.SZ,京东方A,4.08,4.16,4.06,4.16,4.08,7051552.08,2908382.788,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,002230.SZ,科大讯飞,50.47,51.49,49.72,51.49,50.17,534695.69,2721586.223,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,002594.SZ,比亚迪,105.25,106.6,104.89,106.59,105.2,537781.49,5683446.689,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,300750.SZ,宁德时代,315.55,322.98,309.04,322.55,316.04,380344.6,12060756.827,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,600019.SH,宝钢股份,6.94,7.07,6.93,7.06,6.94,950506.1,666315.661,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,600030.SH,中信证券,29.39,30.33,29.3,30.33,29.48,1863990.77,5582043.266,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,600050.SH,中国联通,5.68,5.77,5.62,5.77,5.76,10194499.94,5803989.198,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,600276.SH,恒瑞医药,66.58,68.47,64.0,68.29,70.32,1942359.37,12928573.364,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,600309.SH,万华化学,67.3,68.5,66.82,68.43,67.54,319294.65,2159602.266,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,600519.SH,贵州茅台,1522.01,1526.02,1508.5,1523.5,1522.01,37238.96,5642778.456,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,600760.SH,中航沈飞,57.25,58.86,56.82,58.84,57.24,278984.45,1619171.135,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,600900.SH,长江电力,28.0,28.11,27.92,28.0,28.01,1053966.56,2946879.049,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,601012.SH,隆基绿能,17.14,17.36,17.01,17.28,17.2,1099614.25,1891692.039,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,601225.SH,陕西煤业,20.09,20.26,19.91,20.19,20.03,323983.2,649798.913,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,601318.SH,中国平安,57.9,58.69,57.6,58.69,57.87,595072.07,3464480.19,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,601899.SH,紫金矿业,25.25,25.74,25.08,25.71,25.18,2504284.71,6371900.233,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250911,688981.SH,中芯国际,102.62,112.8,99.98,110.28,103.91,1467501.66,15776091.423,tushare:daily,20250911,daily_ohlcv_raw_from_tushare
20250912,000001.SZ,平安银行,11.83,11.88,11.7,11.72,11.85,940385.1,1107449.057,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,000002.SZ,万科A,6.83,7.14,6.83,6.94,6.83,3220891.59,2235885.454,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,000651.SZ,格力电器,41.38,41.45,41.02,41.05,41.37,660883.69,2722505.542,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,000725.SZ,京东方A,4.19,4.2,4.15,4.17,4.16,5953652.34,2483992.512,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,002230.SZ,科大讯飞,51.54,52.66,51.38,51.47,51.49,622686.66,3235648.545,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,002594.SZ,比亚迪,106.6,107.58,105.9,105.91,106.59,455910.18,4859782.579,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,300750.SZ,宁德时代,325.9,329.9,322.2,325.0,322.55,338713.16,11031032.653,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,600019.SH,宝钢股份,7.07,7.2,6.97,7.03,7.06,1859233.8,1314434.402,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,600030.SH,中信证券,30.36,30.43,29.7,29.78,30.33,1479843.24,4443482.473,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,600050.SH,中国联通,5.75,5.79,5.67,5.68,5.77,6853746.98,3912295.116,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,600276.SH,恒瑞医药,68.28,69.51,67.86,69.01,68.29,831215.21,5710845.365,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,600309.SH,万华化学,68.44,68.71,67.1,67.79,68.43,263774.07,1787294.117,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,600519.SH,贵州茅台,1526.0,1538.02,1510.53,1516.0,1523.5,33722.09,5132184.935,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,600760.SH,中航沈飞,58.87,59.29,58.1,58.25,58.84,197416.07,1155613.56,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,600900.SH,长江电力,28.0,28.15,27.9,27.93,28.0,929728.12,2603224.928,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,601012.SH,隆基绿能,17.29,17.36,16.98,17.12,17.28,1096566.83,1881430.322,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,601225.SH,陕西煤业,20.2,20.35,20.03,20.23,20.19,402259.85,812126.257,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,601318.SH,中国平安,58.98,59.2,57.5,57.68,58.69,735376.27,4277497.749,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,601899.SH,紫金矿业,26.0,26.35,25.43,25.65,25.71,3262668.58,8437739.638,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250912,688981.SH,中芯国际,109.28,112.49,108.01,108.42,110.28,1159022.04,12730296.246,tushare:daily,20250912,daily_ohlcv_raw_from_tushare
20250915,000001.SZ,平安银行,11.7,11.72,11.63,11.65,11.72,840386.56,980347.617,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,000002.SZ,万科A,6.92,7.04,6.82,6.97,6.94,2289230.25,1584580.818,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,000651.SZ,格力电器,41.04,41.05,40.68,40.94,41.05,492795.18,2012642.286,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,000725.SZ,京东方A,4.17,4.25,4.15,4.16,4.17,5787836.98,2424286.731,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,002230.SZ,科大讯飞,51.49,52.11,51.13,51.6,51.47,427841.69,2207847.573,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,002594.SZ,比亚迪,106.0,110.85,106.0,108.7,105.91,974804.07,10620465.041,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,300750.SZ,宁德时代,346.01,371.52,344.02,354.7,325.0,718410.23,25586615.241,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,600019.SH,宝钢股份,7.0,7.04,6.95,7.01,7.03,1012415.54,707044.878,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,600030.SH,中信证券,29.86,30.15,29.42,29.59,29.78,1724541.02,5134931.803,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,600050.SH,中国联通,5.66,5.67,5.56,5.58,5.68,4547586.25,2545716.547,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,600276.SH,恒瑞医药,68.85,69.69,68.26,69.1,69.01,611881.53,4225790.379,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,600309.SH,万华化学,67.79,69.09,67.5,67.74,67.79,209925.1,1426753.682,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,600519.SH,贵州茅台,1515.87,1517.48,1501.5,1515.1,1516.0,25827.03,3901929.718,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,600760.SH,中航沈飞,58.0,59.05,57.77,58.39,58.25,162915.98,951882.755,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,600900.SH,长江电力,27.9,27.91,27.76,27.8,27.93,725656.97,2016875.299,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,601012.SH,隆基绿能,17.13,17.5,17.1,17.16,17.12,1067448.7,1843544.711,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,601225.SH,陕西煤业,20.23,20.5,20.09,20.39,20.23,465514.61,943227.332,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,601318.SH,中国平安,57.65,57.99,57.09,57.33,57.68,546842.42,3147658.745,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,601899.SH,紫金矿业,25.54,26.1,25.3,25.5,25.65,2408981.87,6197208.655,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250915,688981.SH,中芯国际,110.55,112.55,107.5,108.66,108.42,946836.18,10395575.384,tushare:daily,20250915,daily_ohlcv_raw_from_tushare
20250916,000001.SZ,平安银行,11.66,11.71,11.61,11.64,11.65,708048.49,825169.464,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,000002.SZ,万科A,6.95,7.05,6.89,7.04,6.97,2226805.38,1553899.604,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,000651.SZ,格力电器,40.89,40.89,40.5,40.5,40.94,555724.98,2256583.688,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,000725.SZ,京东方A,4.17,4.18,4.1,4.13,4.16,5098731.45,2103302.503,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,002230.SZ,科大讯飞,51.6,52.65,51.36,52.27,51.6,547889.71,2855578.25,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,002594.SZ,比亚迪,109.0,109.0,107.22,107.8,108.7,533160.21,5753437.964,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,300750.SZ,宁德时代,356.11,359.0,348.5,353.42,354.7,377444.65,13325722.242,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,600019.SH,宝钢股份,7.01,7.1,6.88,6.93,7.01,1397109.19,968604.663,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,600030.SH,中信证券,29.6,29.86,29.21,29.28,29.59,2083444.21,6137333.282,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,600050.SH,中国联通,5.57,5.61,5.52,5.58,5.58,3603624.0,2004779.335,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,600276.SH,恒瑞医药,69.1,69.34,68.34,69.15,69.1,434582.05,2991348.434,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,600309.SH,万华化学,67.81,68.05,66.0,66.61,67.74,284113.48,1893584.287,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,600519.SH,贵州茅台,1515.1,1520.99,1496.21,1499.98,1515.1,32717.89,4928374.478,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,600760.SH,中航沈飞,58.3,58.39,57.03,57.89,58.39,154965.86,893516.59,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,600900.SH,长江电力,27.79,27.8,27.65,27.73,27.8,575128.76,1594342.991,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,601012.SH,隆基绿能,17.29,17.5,16.85,17.05,17.16,1198009.28,2045195.615,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,601225.SH,陕西煤业,20.6,20.7,20.19,20.27,20.39,346881.67,706447.107,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,601318.SH,中国平安,57.35,57.45,56.5,56.62,57.33,685713.61,3894056.719,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,601899.SH,紫金矿业,26.1,26.15,24.89,25.32,25.5,3128029.39,7930713.746,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250916,688981.SH,中芯国际,109.0,111.86,108.09,109.78,108.66,866259.24,9501062.259,tushare:daily,20250916,daily_ohlcv_raw_from_tushare
20250917,000001.SZ,平安银行,11.64,11.67,11.58,11.64,11.64,771128.93,896750.27,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,000002.SZ,万科A,7.03,7.08,6.93,7.05,7.04,1663639.87,1165912.724,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,000651.SZ,格力电器,40.46,40.83,40.37,40.79,40.5,525926.42,2136326.5,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,000725.SZ,京东方A,4.13,4.18,4.1,4.16,4.13,5275441.19,2189133.373,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,002230.SZ,科大讯飞,52.25,52.75,51.7,52.4,52.27,499096.95,2603880.299,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,002594.SZ,比亚迪,108.2,112.0,108.2,110.99,107.8,981239.71,10827682.692,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,300750.SZ,宁德时代,356.8,381.88,354.0,377.1,353.42,543771.0,20113064.234,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,600019.SH,宝钢股份,6.9,7.03,6.88,6.92,6.93,1425382.63,990718.513,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,600030.SH,中信证券,29.29,29.51,28.96,28.99,29.28,3024152.62,8823722.234,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,600050.SH,中国联通,5.57,5.72,5.53,5.62,5.58,5043601.85,2824149.475,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,600276.SH,恒瑞医药,69.3,70.8,69.3,70.13,69.15,586033.71,4103135.889,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,600309.SH,万华化学,66.32,67.5,66.06,67.01,66.61,212181.75,1417532.549,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,600519.SH,贵州茅台,1499.99,1510.28,1490.01,1493.0,1499.98,30330.54,4534770.634,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,600760.SH,中航沈飞,57.9,58.57,57.53,58.5,57.89,149135.69,866243.195,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,600900.SH,长江电力,27.72,27.83,27.67,27.7,27.73,614926.75,1704493.488,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,601012.SH,隆基绿能,17.0,17.47,16.82,17.3,17.05,1323768.23,2279274.111,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,601225.SH,陕西煤业,20.25,21.08,20.2,20.81,20.27,621858.75,1290933.914,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,601318.SH,中国平安,56.66,56.97,56.45,56.57,56.62,684651.87,3878151.157,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,601899.SH,紫金矿业,25.12,25.29,24.75,25.07,25.32,2092149.7,5229817.966,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250917,688981.SH,中芯国际,110.8,120.8,109.8,117.39,109.78,1528475.61,17861084.416,tushare:daily,20250917,daily_ohlcv_raw_from_tushare
20250918,000001.SZ,平安银行,11.65,11.66,11.38,11.41,11.64,1386160.4,1594827.2,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,000002.SZ,万科A,6.98,6.99,6.72,6.77,7.05,2552968.64,1748915.147,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,000651.SZ,格力电器,40.7,40.87,40.08,40.21,40.79,580312.18,2346320.116,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,000725.SZ,京东方A,4.16,4.22,4.1,4.14,4.16,8427305.92,3514369.252,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,002230.SZ,科大讯飞,52.43,54.26,51.8,52.58,52.4,1009565.65,5363628.288,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,002594.SZ,比亚迪,110.99,112.8,108.56,109.71,110.99,934013.8,10362193.293,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,300750.SZ,宁德时代,374.59,380.0,360.8,366.89,377.1,518896.9,19308545.614,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,600019.SH,宝钢股份,6.93,6.94,6.83,6.86,6.92,1298684.98,894619.891,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,600030.SH,中信证券,29.01,29.19,28.15,28.35,28.99,3729978.84,10712761.661,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,600050.SH,中国联通,5.59,5.61,5.45,5.47,5.62,5344779.49,2956170.004,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,600276.SH,恒瑞医药,70.56,73.12,69.9,71.09,70.13,865638.88,6173830.34,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,600309.SH,万华化学,67.02,67.08,65.35,65.88,67.01,314009.89,2079520.749,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,600519.SH,贵州茅台,1492.0,1497.8,1463.5,1467.96,1493.0,49721.25,7347477.479,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,600760.SH,中航沈飞,58.47,59.77,58.01,58.65,58.5,262113.86,1545925.559,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,600900.SH,长江电力,27.69,27.7,27.21,27.31,27.7,1448432.97,3975030.224,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,601012.SH,隆基绿能,17.31,17.4,16.64,16.82,17.3,1539046.61,2622599.869,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,601225.SH,陕西煤业,20.7,20.76,20.0,20.19,20.81,553122.0,1121265.497,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,601318.SH,中国平安,56.64,56.67,55.11,55.28,56.57,1012073.56,5649599.209,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,601899.SH,紫金矿业,24.68,25.04,24.11,24.42,25.07,2631921.55,6485158.842,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250918,688981.SH,中芯国际,119.98,127.49,116.35,122.15,117.39,1931567.78,23495279.107,tushare:daily,20250918,daily_ohlcv_raw_from_tushare
20250919,000001.SZ,平安银行,11.41,11.51,11.37,11.45,11.41,834651.23,955004.097,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,000002.SZ,万科A,6.75,7.04,6.68,6.98,6.77,2733151.85,1881123.059,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,000651.SZ,格力电器,40.11,40.46,40.01,40.44,40.21,393408.52,1583195.857,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,000725.SZ,京东方A,4.12,4.18,4.12,4.13,4.14,5535342.22,2299804.727,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,002230.SZ,科大讯飞,52.58,53.92,52.17,52.8,52.58,744618.13,3962036.238,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,002594.SZ,比亚迪,109.8,110.8,109.0,109.09,109.71,472977.48,5188176.204,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,300750.SZ,宁德时代,365.0,375.71,361.72,368.49,366.89,339148.86,12515443.887,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,600019.SH,宝钢股份,6.86,6.97,6.84,6.91,6.86,1183956.65,818173.639,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,600030.SH,中信证券,28.25,28.6,28.14,28.31,28.35,1662300.32,4717340.586,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,600050.SH,中国联通,5.47,5.52,5.42,5.42,5.47,3674672.22,2009844.461,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,600276.SH,恒瑞医药,71.1,71.24,69.49,69.65,71.09,524392.42,3681125.692,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,600309.SH,万华化学,65.66,66.52,65.31,65.31,65.88,293062.87,1927303.609,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,600519.SH,贵州茅台,1467.99,1475.5,1457.01,1467.97,1467.96,32636.62,4784528.851,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,600760.SH,中航沈飞,59.6,63.08,59.6,62.45,58.65,569575.2,3547301.42,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,600900.SH,长江电力,27.32,27.35,27.12,27.2,27.31,734670.22,1999478.366,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,601012.SH,隆基绿能,16.82,17.11,16.78,16.9,16.82,1101385.54,1869844.831,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,601225.SH,陕西煤业,20.18,20.9,20.12,20.72,20.19,603429.31,1244620.168,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,601318.SH,中国平安,55.29,56.0,55.0,55.1,55.28,543321.11,3008279.78,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,601899.SH,紫金矿业,24.42,25.15,24.42,25.02,24.42,2021762.73,5031694.021,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250919,688981.SH,中芯国际,123.0,127.4,120.11,121.34,122.15,1449106.23,17943778.048,tushare:daily,20250919,daily_ohlcv_raw_from_tushare
20250922,000001.SZ,平安银行,11.44,11.47,11.37,11.38,11.45,596402.32,680158.439,tushare:daily,20250922,daily_ohlcv_raw_from_tushare
