Date	Time	Open	High	Low	Close	TickVolume	Spread	RealVolume
2023.12.14	06:00	1.26454	1.26466	1.26361	1.26372	4876	50	0
2023.12.14	05:00	1.26470	1.26526	1.26439	1.26454	7008	50	0
2023.12.14	04:00	1.26407	1.26510	1.26366	1.26469	7458	50	0
2023.12.14	03:00	1.26361	1.26418	1.26280	1.26405	8365	50	0
2023.12.14	02:00	1.26207	1.26372	1.26193	1.26358	6709	50	0
2023.12.14	01:00	1.26166	1.26262	1.26150	1.26211	3601	50	0
2023.12.14	00:00	1.26142	1.26182	1.26057	1.26166	569	50	0
2023.12.13	23:00	1.26278	1.26289	1.26142	1.26181	7628	50	0
2023.12.13	22:00	1.26270	1.26346	1.26089	1.26278	17734	50	0
2023.12.13	21:00	1.25089	1.26312	1.25086	1.26269	22156	50	0
2023.12.13	20:00	1.25076	1.25164	1.25002	1.25103	7809	50	0
2023.12.13	19:00	1.25242	1.25345	1.25067	1.25077	8042	50	0
2023.12.13	18:00	1.25251	1.25343	1.25180	1.25242	8967	50	0
2023.12.13	17:00	1.25132	1.25312	1.25052	1.25252	11169	50	0
2023.12.13	16:00	1.25392	1.25475	1.25093	1.25132	14068	50	0
2023.12.13	15:00	1.25183	1.25487	1.25172	1.25394	12765	50	0
2023.12.13	14:00	1.25276	1.25306	1.25159	1.25182	6490	50	0
2023.12.13	13:00	1.25161	1.25284	1.25134	1.25275	6414	50	0
2023.12.13	12:00	1.25261	1.25296	1.25093	1.25160	7805	50	0
2023.12.13	11:00	1.25318	1.25323	1.25188	1.25261	8011	50	0
2023.12.13	10:00	1.25210	1.25370	1.25172	1.25319	8542	50	0
2023.12.13	09:00	1.25547	1.25552	1.25181	1.25211	8128	50	0
2023.12.13	08:00	1.25571	1.25584	1.25460	1.25545	4052	50	0
2023.12.13	07:00	1.25488	1.25603	1.25488	1.25570	3065	50	0
2023.12.13	06:00	1.25521	1.25528	1.25482	1.25489	2469	50	0
2023.12.13	05:00	1.25532	1.25555	1.25482	1.25522	2930	50	0
2023.12.13	04:00	1.25591	1.25602	1.25512	1.25533	4781	50	0
2023.12.13	03:00	1.25582	1.25631	1.25546	1.25590	4255	50	0
2023.12.13	02:00	1.25689	1.25710	1.25568	1.25581	3358	50	0
2023.12.13	01:00	1.25637	1.25713	1.25625	1.25688	1747	50	0
2023.12.13	00:00	1.25623	1.25670	1.25513	1.25634	1049	50	0
2023.12.12	23:00	1.25690	1.25698	1.25615	1.25620	3668	50	0
2023.12.12	22:00	1.25632	1.25719	1.25617	1.25691	7817	50	0
2023.12.12	21:00	1.25622	1.25658	1.25587	1.25633	5730	50	0
2023.12.12	20:00	1.25451	1.25674	1.25428	1.25619	9226	50	0
2023.12.12	19:00	1.25477	1.25616	1.25420	1.25452	9618	50	0
2023.12.12	18:00	1.25611	1.25715	1.25427	1.25478	12229	50	0
2023.12.12	17:00	1.25261	1.25608	1.25203	1.25606	13927	50	0
2023.12.12	16:00	1.25431	1.25668	1.25140	1.25257	17891	50	0
2023.12.12	15:00	1.25690	1.26156	1.25394	1.25432	17803	50	0
2023.12.12	14:00	1.25706	1.25759	1.25637	1.25689	7092	50	0
2023.12.12	13:00	1.25747	1.25770	1.25597	1.25710	6981	50	0
2023.12.12	12:00	1.25652	1.25813	1.25629	1.25748	6849	50	0
2023.12.12	11:00	1.25486	1.25671	1.25423	1.25651	7256	50	0
2023.12.12	10:00	1.25637	1.25736	1.25471	1.25486	9618	50	0
2023.12.12	09:00	1.25790	1.25842	1.25600	1.25636	7441	50	0
2023.12.12	08:00	1.25759	1.25829	1.25730	1.25791	3717	50	0
2023.12.12	07:00	1.25751	1.25837	1.25749	1.25758	3391	50	0
2023.12.12	06:00	1.25752	1.25760	1.25719	1.25752	2108	50	0
2023.12.12	05:00	1.25639	1.25759	1.25632	1.25752	2944	50	0
2023.12.12	04:00	1.25648	1.25695	1.25637	1.25638	2877	50	0
2023.12.12	03:00	1.25616	1.25695	1.25610	1.25649	4401	50	0
2023.12.12	02:00	1.25531	1.25644	1.25529	1.25617	3741	50	0
2023.12.12	01:00	1.25530	1.25542	1.25509	1.25532	1126	50	0
2023.12.12	00:00	1.25535	1.25555	1.25423	1.25526	553	50	0
2023.12.11	23:00	1.25565	1.25590	1.25526	1.25553	2651	50	0
2023.12.11	22:00	1.25549	1.25580	1.25525	1.25565	5307	50	0
2023.12.11	21:00	1.25613	1.25677	1.25535	1.25549	6818	50	0
2023.12.11	20:00	1.25400	1.25615	1.25381	1.25612	11638	50	0
2023.12.11	19:00	1.25477	1.25569	1.25399	1.25402	10683	50	0
2023.12.11	18:00	1.25502	1.25548	1.25428	1.25478	10959	50	0
2023.12.11	17:00	1.25665	1.25765	1.25481	1.25503	12642	50	0
2023.12.11	16:00	1.25808	1.25818	1.25613	1.25666	12745	50	0
2023.12.11	15:00	1.25774	1.25823	1.25642	1.25807	10802	50	0
2023.12.11	14:00	1.25899	1.25907	1.25733	1.25775	7592	50	0
2023.12.11	13:00	1.25722	1.25901	1.25716	1.25899	7383	50	0
2023.12.11	12:00	1.25538	1.25769	1.25537	1.25723	7433	50	0
2023.12.11	11:00	1.25509	1.25608	1.25467	1.25539	7893	50	0
2023.12.11	10:00	1.25403	1.25589	1.25393	1.25511	8792	50	0
2023.12.11	09:00	1.25413	1.25477	1.25349	1.25404	9156	50	0
2023.12.11	08:00	1.25414	1.25455	1.25372	1.25416	3996	50	0
2023.12.11	07:00	1.25371	1.25431	1.25354	1.25416	3290	50	0
2023.12.11	06:00	1.25409	1.25410	1.25348	1.25370	3473	50	0
2023.12.11	05:00	1.25434	1.25445	1.25401	1.25408	3030	50	0
2023.12.11	04:00	1.25458	1.25468	1.25410	1.25434	4060	50	0
2023.12.11	03:00	1.25530	1.25568	1.25450	1.25458	6575	50	0
2023.12.11	02:00	1.25540	1.25587	1.25500	1.25528	4670	50	0
2023.12.11	01:00	1.25409	1.25540	1.25404	1.25539	2816	50	0
2023.12.11	00:00	1.25316	1.25419	1.25217	1.25413	317	50	0
2023.12.08	23:00	1.25477	1.25494	1.25452	1.25482	3149	50	0
2023.12.08	22:00	1.25501	1.25502	1.25430	1.25476	5396	50	0
2023.12.08	21:00	1.25513	1.25556	1.25487	1.25501	5644	50	0
2023.12.08	20:00	1.25454	1.25558	1.25433	1.25512	6529	50	0
2023.12.08	19:00	1.25371	1.25467	1.25230	1.25453	8639	50	0
2023.12.08	18:00	1.25459	1.25470	1.25310	1.25371	10863	50	0
2023.12.08	17:00	1.25294	1.25623	1.25228	1.25459	15411	50	0
2023.12.08	16:00	1.25458	1.25481	1.25023	1.25226	16270	50	0
2023.12.08	15:00	1.25733	1.25784	1.25112	1.25454	14840	50	0
2023.12.08	14:00	1.25796	1.25842	1.25669	1.25731	7091	50	0
2023.12.08	13:00	1.25814	1.25867	1.25764	1.25796	6166	50	0
2023.12.08	12:00	1.25569	1.25842	1.25551	1.25814	6468	50	0
2023.12.08	11:00	1.25679	1.25683	1.25545	1.25569	8206	50	0
2023.12.08	10:00	1.25655	1.25733	1.25568	1.25681	9341	50	0
2023.12.08	09:00	1.25793	1.25818	1.25602	1.25652	7848	50	0
2023.12.08	08:00	1.25875	1.25895	1.25784	1.25788	5222	50	0
2023.12.08	07:00	1.25895	1.25958	1.25862	1.25874	4491	50	0
2023.12.08	06:00	1.25913	1.25962	1.25876	1.25896	3696	50	0
2023.12.08	05:00	1.25896	1.25981	1.25872	1.25912	4266	50	0
2023.12.08	04:00	1.25903	1.25919	1.25861	1.25895	4988	50	0
2023.12.08	03:00	1.25934	1.26014	1.25841	1.25903	6771	50	0
2023.12.08	02:00	1.25875	1.25976	1.25856	1.25934	5030	50	0
2023.12.08	01:00	1.25892	1.25941	1.25859	1.25872	1559	50	0
2023.12.08	00:00	1.25873	1.25922	1.25716	1.25879	586	50	0
2023.12.07	23:00	1.25894	1.25933	1.25832	1.25933	2843	50	0
2023.12.07	22:00	1.25916	1.25977	1.25890	1.25894	5121	50	0
2023.12.07	21:00	1.25970	1.26004	1.25893	1.25917	6204	50	0
2023.12.07	20:00	1.26030	1.26030	1.25859	1.25970	9078	50	0
2023.12.07	19:00	1.25787	1.26121	1.25689	1.26030	10638	50	0
2023.12.07	18:00	1.25740	1.25847	1.25690	1.25789	9906	50	0
