symbol,timeframe,bar_time,session_id,session_timezone,opening_range_window_minutes,opening_range_high,opening_range_low,opening_range_mid,opening_range_width,opening_range_width_pct_open,session_open_price,opening_range_defined,first_break_direction,first_break_mode,width_error_day
GBPUSD,M15,2021-09-15T07:30:00Z,london,Europe/London,30,1.38082,1.38036,1.38059,0.00046,0.0333,1.38043,1,up,wick,0
GBPUSD,M15,2021-09-16T07:30:00Z,london,Europe/London,30,1.38346,1.38315,1.38331,0.00031,0.0224,1.38336,1,down,wick,0
GBPUSD,M15,2021-09-17T07:30:00Z,london,Europe/London,30,1.38022,1.37958,1.37990,0.00064,0.0464,1.37963,1,up,close,0
GBPUSD,M15,2021-09-18T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
GBPUSD,M15,2021-09-20T07:30:00Z,london,Europe/London,30,1.37098,1.37054,1.37076,0.00044,0.0321,1.37093,1,down,close,0
GBPUSD,M15,2021-09-21T07:30:00Z,london,Europe/London,30,1.36733,1.36692,1.36712,0.00041,0.0300,1.36692,1,down,wick,0
GBPUSD,M15,2021-09-22T07:30:00Z,london,Europe/London,30,1.36495,1.36464,1.36479,0.00031,0.0227,1.36494,1,up,close,0
GBPUSD,M15,2021-09-23T07:30:00Z,london,Europe/London,30,1.36426,1.36375,1.36401,0.00051,0.0374,1.36407,1,down,close,0
GBPUSD,M15,2021-09-24T07:30:00Z,london,Europe/London,30,1.37267,1.37223,1.37245,0.00044,0.0321,1.37231,1,down,wick,0
GBPUSD,M15,2021-09-25T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
GBPUSD,M15,2021-09-27T07:30:00Z,london,Europe/London,30,1.36775,1.36724,1.36749,0.00051,0.0373,1.36726,1,up,close,0
GBPUSD,M15,2021-09-28T07:30:00Z,london,Europe/London,30,1.37070,1.37023,1.37047,0.00047,0.0343,1.37036,1,up,close,0
GBPUSD,M15,2021-09-29T07:30:00Z,london,Europe/London,30,1.35473,1.35423,1.35448,0.00050,0.0369,1.35454,1,up,wick,0
GBPUSD,M15,2021-09-30T07:30:00Z,london,Europe/London,30,1.34589,1.34502,1.34546,0.00087,0.0647,1.34549,1,down,close,0
GBPUSD,M15,2021-10-01T07:30:00Z,london,Europe/London,30,1.34586,1.34536,1.34561,0.00050,0.0372,1.34542,1,down,wick,0
GBPUSD,M15,2021-10-02T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
GBPUSD,M15,2021-10-04T07:30:00Z,london,Europe/London,30,1.35428,1.35332,1.35380,0.00096,0.0709,1.35342,1,up,close,0
GBPUSD,M15,2021-10-05T07:30:00Z,london,Europe/London,30,1.35949,1.35897,1.35923,0.00052,0.0383,1.35944,1,down,close,0
GBPUSD,M15,2021-10-06T07:30:00Z,london,Europe/London,30,1.36138,1.36026,1.36082,0.00112,0.0823,1.36137,1,down,close,0
GBPUSD,M15,2021-10-07T07:30:00Z,london,Europe/London,30,1.35866,1.35826,1.35846,0.00040,0.0294,1.35830,1,up,wick,0
GBPUSD,M15,2021-10-08T07:30:00Z,london,Europe/London,30,1.36123,1.36082,1.36102,0.00041,0.0301,1.36092,1,down,wick,0
GBPUSD,M15,2021-10-09T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
GBPUSD,M15,2021-10-11T07:30:00Z,london,Europe/London,30,1.36362,1.36335,1.36349,0.00027,0.0198,1.36359,1,up,wick,0
GBPUSD,M15,2021-10-12T07:30:00Z,london,Europe/London,30,1.35987,1.35951,1.35969,0.00036,0.0265,1.35958,1,down,wick,0
GBPUSD,M15,2021-10-13T07:30:00Z,london,Europe/London,30,1.36167,1.36130,1.36149,0.00037,0.0272,1.36131,1,up,close,0
GBPUSD,M15,2021-10-14T07:30:00Z,london,Europe/London,30,1.36704,1.36654,1.36679,0.00050,0.0366,1.36695,1,down,close,0
GBPUSD,M15,2021-10-15T07:30:00Z,london,Europe/London,30,1.36875,1.36839,1.36857,0.00036,0.0263,1.36850,1,up,wick,0
GBPUSD,M15,2021-10-16T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
GBPUSD,M15,2021-10-18T07:30:00Z,london,Europe/London,30,1.37334,1.37290,1.37312,0.00044,0.0320,1.37290,1,up,wick,0
GBPUSD,M15,2021-10-19T07:30:00Z,london,Europe/London,30,1.37737,1.37646,1.37691,0.00091,0.0661,1.37647,1,up,wick,0
GBPUSD,M15,2021-10-20T07:30:00Z,london,Europe/London,30,1.38105,1.38058,1.38082,0.00047,0.0340,1.38068,1,up,wick,0
GBPUSD,M15,2021-10-21T07:30:00Z,london,Europe/London,30,1.38319,1.38159,1.38239,0.00160,0.1157,1.38313,1,down,wick,0
GBPUSD,M15,2021-10-22T07:30:00Z,london,Europe/London,30,1.37988,1.37942,1.37965,0.00046,0.0333,1.37952,1,down,wick,0
GBPUSD,M15,2021-10-23T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
GBPUSD,M15,2021-10-25T07:30:00Z,london,Europe/London,30,1.37841,1.37799,1.37820,0.00042,0.0305,1.37806,1,down,wick,0
GBPUSD,M15,2021-10-26T07:30:00Z,london,Europe/London,30,1.37649,1.37586,1.37617,0.00063,0.0458,1.37648,1,down,wick,0
GBPUSD,M15,2021-10-27T07:30:00Z,london,Europe/London,30,1.37729,1.37666,1.37697,0.00063,0.0458,1.37688,1,up,close,0
GBPUSD,M15,2021-10-28T07:30:00Z,london,Europe/London,30,1.37470,1.37403,1.37437,0.00067,0.0487,1.37451,1,down,wick,0
GBPUSD,M15,2021-10-29T07:30:00Z,london,Europe/London,30,1.37984,1.37931,1.37957,0.00053,0.0384,1.37945,1,down,close,0
GBPUSD,M15,2021-10-30T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
GBPUSD,M15,2021-11-01T08:30:00Z,london,Europe/London,30,1.36851,1.36734,1.36793,0.00117,0.0856,1.36734,1,up,close,0
GBPUSD,M15,2021-11-02T08:30:00Z,london,Europe/London,30,1.36601,1.36528,1.36564,0.00073,0.0534,1.36591,1,down,wick,0
GBPUSD,M15,2021-11-03T08:30:00Z,london,Europe/London,30,1.36312,1.36274,1.36293,0.00038,0.0279,1.36298,1,none,ambiguous,0
GBPUSD,M15,2021-11-04T08:30:00Z,london,Europe/London,30,1.36580,1.36533,1.36556,0.00047,0.0344,1.36564,1,down,close,0
GBPUSD,M15,2021-11-05T08:30:00Z,london,Europe/London,30,1.34974,1.34913,1.34943,0.00061,0.0452,1.34947,1,down,close,0
GBPUSD,M15,2021-11-08T08:30:00Z,london,Europe/London,30,1.34913,1.34861,1.34887,0.00052,0.0386,1.34864,1,none,ambiguous,0
GBPUSD,M15,2021-11-09T08:30:00Z,london,Europe/London,30,1.35788,1.35730,1.35759,0.00058,0.0427,1.35760,1,down,close,0
GBPUSD,M15,2021-11-10T08:30:00Z,london,Europe/London,30,1.35544,1.35489,1.35516,0.00055,0.0406,1.35512,1,up,close,0
GBPUSD,M15,2021-11-11T08:30:00Z,london,Europe/London,30,1.34257,1.34143,1.34200,0.00114,0.0850,1.34164,1,up,close,0
GBPUSD,M15,2021-11-12T08:30:00Z,london,Europe/London,30,1.33717,1.33647,1.33682,0.00070,0.0524,1.33688,1,up,close,0
GBPUSD,M15,2021-11-15T08:30:00Z,london,Europe/London,30,1.34389,1.34283,1.34336,0.00106,0.0789,1.34363,1,down,close,0
GBPUSD,M15,2021-11-16T08:30:00Z,london,Europe/London,30,1.34249,1.34169,1.34209,0.00080,0.0596,1.34173,1,up,close,0
GBPUSD,M15,2021-11-17T08:30:00Z,london,Europe/London,30,1.34323,1.34201,1.34262,0.00122,0.0909,1.34205,1,up,close,0
GBPUSD,M15,2021-11-18T08:30:00Z,london,Europe/London,30,1.34925,1.34865,1.34895,0.00060,0.0445,1.34880,1,up,wick,0
GBPUSD,M15,2021-11-19T08:30:00Z,london,Europe/London,30,1.34919,1.34852,1.34885,0.00067,0.0497,1.34860,1,up,close,0
GBPUSD,M15,2021-11-22T08:30:00Z,london,Europe/London,30,1.34462,1.34381,1.34421,0.00081,0.0602,1.34451,1,down,wick,0
GBPUSD,M15,2021-11-23T08:30:00Z,london,Europe/London,30,1.33896,1.33815,1.33855,0.00081,0.0605,1.33878,1,down,close,0
GBPUSD,M15,2021-11-24T08:30:00Z,london,Europe/London,30,1.33854,1.33770,1.33812,0.00084,0.0628,1.33794,1,down,wick,0
GBPUSD,M15,2021-11-25T08:30:00Z,london,Europe/London,30,1.33501,1.33434,1.33468,0.00067,0.0502,1.33436,1,up,wick,0
GBPUSD,M15,2021-11-26T08:30:00Z,london,Europe/London,30,1.33045,1.32961,1.33003,0.00084,0.0631,1.33045,1,down,wick,0
GBPUSD,M15,2021-11-29T08:30:00Z,london,Europe/London,30,1.33393,1.33332,1.33363,0.00061,0.0457,1.33375,1,down,wick,0
GBPUSD,M15,2021-11-30T08:30:00Z,london,Europe/London,30,1.33180,1.33063,1.33122,0.00117,0.0879,1.33174,1,up,close,0
GBPUSD,M15,2021-12-01T08:30:00Z,london,Europe/London,30,1.33277,1.33199,1.33238,0.00078,0.0585,1.33254,1,up,close,0
GBPUSD,M15,2021-12-02T08:30:00Z,london,Europe/London,30,1.32894,1.32845,1.32869,0.00049,0.0369,1.32877,1,up,wick,0
GBPUSD,M15,2021-12-03T08:30:00Z,london,Europe/London,30,1.32978,1.32926,1.32952,0.00052,0.0391,1.32948,1,down,close,0
GBPUSD,M15,2021-12-06T08:30:00Z,london,Europe/London,30,1.32340,1.32283,1.32312,0.00057,0.0431,1.32297,1,down,close,0
GBPUSD,M15,2021-12-07T08:30:00Z,london,Europe/London,30,1.32872,1.32832,1.32852,0.00040,0.0301,1.32838,1,down,close,0
GBPUSD,M15,2021-12-08T08:30:00Z,london,Europe/London,30,1.32556,1.32505,1.32531,0.00051,0.0385,1.32535,1,down,close,0
GBPUSD,M15,2021-12-09T08:30:00Z,london,Europe/London,30,1.32148,1.32071,1.32110,0.00077,0.0583,1.32071,1,up,wick,0
GBPUSD,M15,2021-12-10T08:30:00Z,london,Europe/London,30,1.32224,1.32154,1.32189,0.00070,0.0530,1.32195,1,none,ambiguous,0
GBPUSD,M15,2021-12-13T08:30:00Z,london,Europe/London,30,1.32494,1.32382,1.32438,0.00112,0.0845,1.32490,1,down,close,0
GBPUSD,M15,2021-12-14T08:30:00Z,london,Europe/London,30,1.32131,1.32027,1.32079,0.00104,0.0788,1.32049,1,up,wick,0
GBPUSD,M15,2021-12-15T08:30:00Z,london,Europe/London,30,1.32466,1.32366,1.32416,0.00100,0.0755,1.32416,1,down,wick,0
GBPUSD,M15,2021-12-16T08:30:00Z,london,Europe/London,30,1.32486,1.32409,1.32448,0.00077,0.0581,1.32423,1,up,wick,0
GBPUSD,M15,2021-12-17T08:30:00Z,london,Europe/London,30,1.33375,1.33263,1.33319,0.00112,0.0840,1.33350,1,down,wick,0
GBPUSD,M15,2021-12-20T08:30:00Z,london,Europe/London,30,1.32245,1.32159,1.32202,0.00086,0.0650,1.32217,1,down,close,0
GBPUSD,M15,2021-12-21T08:30:00Z,london,Europe/London,30,1.32183,1.32128,1.32156,0.00055,0.0416,1.32169,1,down,wick,0
GBPUSD,M15,2021-12-22T08:30:00Z,london,Europe/London,30,1.32555,1.32392,1.32473,0.00163,0.1230,1.32484,1,up,wick,0
GBPUSD,M15,2021-12-23T08:30:00Z,london,Europe/London,30,1.33531,1.33479,1.33505,0.00052,0.0389,1.33507,1,up,wick,0
GBPUSD,M15,2021-12-24T08:30:00Z,london,Europe/London,30,1.33929,1.33876,1.33902,0.00053,0.0396,1.33886,1,up,close,0
GBPUSD,M15,2021-12-27T08:30:00Z,london,Europe/London,30,1.34027,1.33949,1.33988,0.00078,0.0582,1.34020,1,down,wick,0
GBPUSD,M15,2021-12-28T08:30:00Z,london,Europe/London,30,1.34367,1.34307,1.34337,0.00060,0.0447,1.34367,1,up,wick,0
GBPUSD,M15,2021-12-29T08:30:00Z,london,Europe/London,30,1.34295,1.34266,1.34281,0.00029,0.0216,1.34282,1,down,close,0
GBPUSD,M15,2021-12-30T08:30:00Z,london,Europe/London,30,1.34826,1.34750,1.34788,0.00076,0.0564,1.34806,1,down,close,0
GBPUSD,M15,2021-12-31T08:30:00Z,london,Europe/London,30,1.34985,1.34931,1.34958,0.00054,0.0400,1.34952,1,up,close,0
GBPUSD,M15,2022-01-03T08:30:00Z,london,Europe/London,30,1.35028,1.34968,1.34998,0.00060,0.0445,1.34981,1,up,close,0
GBPUSD,M15,2022-01-04T08:30:00Z,london,Europe/London,30,1.34696,1.34588,1.34642,0.00108,0.0802,1.34682,1,up,close,0
GBPUSD,M15,2022-01-05T08:30:00Z,london,Europe/London,30,1.35322,1.35262,1.35292,0.00060,0.0444,1.35271,1,up,close,0
GBPUSD,M15,2022-01-06T08:30:00Z,london,Europe/London,30,1.35297,1.35247,1.35272,0.00050,0.0370,1.35297,1,down,wick,0
GBPUSD,M15,2022-01-07T08:30:00Z,london,Europe/London,30,1.35473,1.35396,1.35434,0.00077,0.0569,1.35437,1,down,wick,0
GBPUSD,M15,2022-01-10T08:30:00Z,london,Europe/London,30,1.35863,1.35778,1.35820,0.00085,0.0626,1.35852,1,up,close,0
GBPUSD,M15,2022-01-11T08:30:00Z,london,Europe/London,30,1.35987,1.35895,1.35941,0.00092,0.0677,1.35962,1,down,close,0
GBPUSD,M15,2022-01-12T08:30:00Z,london,Europe/London,30,1.36439,1.36402,1.36421,0.00037,0.0271,1.36406,1,down,close,0
GBPUSD,M15,2022-01-13T08:30:00Z,london,Europe/London,30,1.37099,1.37047,1.37073,0.00052,0.0379,1.37094,1,down,wick,0
GBPUSD,M15,2022-01-14T08:30:00Z,london,Europe/London,30,1.37360,1.37307,1.37333,0.00053,0.0386,1.37320,1,down,close,0
GBPUSD,M15,2022-01-17T08:30:00Z,london,Europe/London,30,1.36771,1.36720,1.36746,0.00051,0.0373,1.36729,1,down,close,0
GBPUSD,M15,2022-01-18T08:30:00Z,london,Europe/London,30,1.36378,1.36331,1.36355,0.00047,0.0345,1.36337,1,up,wick,0
GBPUSD,M15,2022-01-19T08:30:00Z,london,Europe/London,30,1.36101,1.36046,1.36074,0.00055,0.0404,1.36078,1,down,close,0
GBPUSD,M15,2022-01-20T08:30:00Z,london,Europe/London,30,1.36284,1.36208,1.36246,0.00076,0.0558,1.36231,1,up,close,0
GBPUSD,M15,2022-01-21T08:30:00Z,london,Europe/London,30,1.35923,1.35865,1.35894,0.00058,0.0427,1.35920,1,none,ambiguous,0
GBPUSD,M15,2022-01-24T08:30:00Z,london,Europe/London,30,1.35474,1.35386,1.35430,0.00088,0.0650,1.35455,1,down,wick,0
GBPUSD,M15,2022-01-25T08:30:00Z,london,Europe/London,30,1.34779,1.34713,1.34746,0.00066,0.0490,1.34758,1,up,wick,0
GBPUSD,M15,2022-01-26T08:30:00Z,london,Europe/London,30,1.35136,1.35068,1.35102,0.00068,0.0503,1.35078,1,down,wick,0
GBPUSD,M15,2022-01-27T08:30:00Z,london,Europe/London,30,1.34322,1.34245,1.34284,0.00077,0.0573,1.34316,1,down,wick,0
GBPUSD,M15,2022-01-28T08:30:00Z,london,Europe/London,30,1.34142,1.34082,1.34112,0.00060,0.0447,1.34123,1,down,close,0
GBPUSD,M15,2022-01-31T08:30:00Z,london,Europe/London,30,1.34234,1.34153,1.34193,0.00081,0.0604,1.34170,1,up,close,0
GBPUSD,M15,2022-02-01T08:30:00Z,london,Europe/London,30,1.34537,1.34474,1.34505,0.00063,0.0468,1.34516,1,down,close,0
GBPUSD,M15,2022-02-02T08:30:00Z,london,Europe/London,30,1.35236,1.35188,1.35212,0.00048,0.0355,1.35196,1,up,wick,0
GBPUSD,M15,2022-02-03T08:30:00Z,london,Europe/London,30,1.35539,1.35469,1.35504,0.00070,0.0517,1.35526,1,up,wick,0
GBPUSD,M15,2022-02-04T08:30:00Z,london,Europe/London,30,1.35973,1.35820,1.35896,0.00153,0.1125,1.35960,1,down,close,0
GBPUSD,M15,2022-02-07T08:30:00Z,london,Europe/London,30,1.35235,1.35190,1.35213,0.00045,0.0333,1.35199,1,up,wick,0
GBPUSD,M15,2022-02-08T08:30:00Z,london,Europe/London,30,1.35241,1.35139,1.35190,0.00102,0.0755,1.35170,1,up,close,0
GBPUSD,M15,2022-02-09T08:30:00Z,london,Europe/London,30,1.35580,1.35523,1.35552,0.00057,0.0421,1.35548,1,down,close,0
