symbol,timeframe,bar_time,session_id,session_timezone,opening_range_window_minutes,opening_range_high,opening_range_low,opening_range_mid,opening_range_width,opening_range_width_pct_open,session_open_price,opening_range_defined,first_break_direction,first_break_mode,width_error_day
EURUSD,M5,2026-04-19T14:00:00Z,new_york,America/New_York,30,na,na,na,na,na,na,0,none,none,1
EURUSD,M5,2026-04-20T14:00:00Z,new_york,America/New_York,30,1.17713,1.17635,1.17674,0.00078,0.0663,1.17641,1,up,wick,0
EURUSD,M5,2026-04-21T14:00:00Z,new_york,America/New_York,30,1.17614,1.17575,1.17595,0.00039,0.0332,1.17578,1,up,close,0
EURUSD,M5,2026-04-22T14:00:00Z,new_york,America/New_York,30,1.17533,1.17487,1.17510,0.00046,0.0391,1.17497,1,down,close,0
EURUSD,M5,2026-04-23T14:00:00Z,new_york,America/New_York,30,1.16866,1.16801,1.16833,0.00065,0.0556,1.16836,1,down,wick,0
EURUSD,M5,2026-04-24T14:00:00Z,new_york,America/New_York,30,1.17036,1.16941,1.16989,0.00095,0.0812,1.16961,1,up,close,0
EURUSD,M5,2026-04-26T14:00:00Z,new_york,America/New_York,30,na,na,na,na,na,na,0,none,none,1
EURUSD,M5,2026-04-27T14:00:00Z,new_york,America/New_York,30,1.17478,1.17413,1.17446,0.00065,0.0554,1.17426,1,down,close,0
EURUSD,M5,2026-04-28T14:00:00Z,new_york,America/New_York,30,1.16957,1.16911,1.16934,0.00046,0.0393,1.16915,1,up,wick,0
EURUSD,M5,2026-04-29T14:00:00Z,new_york,America/New_York,30,1.17092,1.17001,1.17047,0.00091,0.0778,1.17011,1,up,wick,0
EURUSD,M5,2026-04-30T14:00:00Z,new_york,America/New_York,30,1.17153,1.17013,1.17083,0.00140,0.1196,1.17073,1,up,close,0
EURUSD,M5,2026-05-01T14:00:00Z,new_york,America/New_York,30,1.17458,1.17393,1.17426,0.00065,0.0554,1.17420,1,up,close,0
EURUSD,M5,2026-05-03T14:00:00Z,new_york,America/New_York,30,na,na,na,na,na,na,0,none,none,1
EURUSD,M5,2026-05-04T14:00:00Z,new_york,America/New_York,30,1.17143,1.17021,1.17082,0.00122,0.1042,1.17027,1,down,wick,0
EURUSD,M5,2026-05-05T14:00:00Z,new_york,America/New_York,30,1.16975,1.16873,1.16924,0.00102,0.0872,1.16944,1,down,close,0
EURUSD,M5,2026-05-06T14:00:00Z,new_york,America/New_York,30,1.17968,1.17694,1.17831,0.00274,0.2328,1.17694,1,down,wick,0
EURUSD,M5,2026-05-07T14:00:00Z,new_york,America/New_York,30,1.17758,1.17650,1.17704,0.00108,0.0917,1.17748,1,down,close,0
EURUSD,M5,2026-05-08T14:00:00Z,new_york,America/New_York,30,1.17722,1.17614,1.17668,0.00108,0.0918,1.17696,1,down,close,0
EURUSD,M5,2026-05-10T14:00:00Z,new_york,America/New_York,30,na,na,na,na,na,na,0,none,none,1
EURUSD,M5,2026-05-11T14:00:00Z,new_york,America/New_York,30,1.17741,1.17666,1.17704,0.00075,0.0637,1.17679,1,up,close,0
EURUSD,M5,2026-05-12T14:00:00Z,new_york,America/New_York,30,1.17490,1.17405,1.17448,0.00085,0.0724,1.17481,1,down,close,0
EURUSD,M5,2026-05-13T14:00:00Z,new_york,America/New_York,30,1.17145,1.17047,1.17096,0.00098,0.0837,1.17052,1,up,wick,0
EURUSD,M5,2026-05-14T14:00:00Z,new_york,America/New_York,30,1.17109,1.17049,1.17079,0.00060,0.0512,1.17099,1,down,wick,0
EURUSD,M5,2026-05-15T14:00:00Z,new_york,America/New_York,30,1.16554,1.16364,1.16459,0.00190,0.1633,1.16373,1,down,close,0
EURUSD,M5,2026-05-17T14:00:00Z,new_york,America/New_York,30,na,na,na,na,na,na,0,none,none,1
EURUSD,M5,2026-05-18T14:00:00Z,new_york,America/New_York,30,1.16364,1.16263,1.16314,0.00101,0.0868,1.16361,1,up,wick,0
EURUSD,M5,2026-05-19T14:00:00Z,new_york,America/New_York,30,1.16253,1.16111,1.16182,0.00142,0.1222,1.16248,1,down,close,0
EURUSD,M5,2026-05-20T14:00:00Z,new_york,America/New_York,30,1.16029,1.15943,1.15986,0.00086,0.0742,1.15949,1,up,close,0
EURUSD,M5,2026-05-21T14:00:00Z,new_york,America/New_York,30,1.16135,1.15998,1.16067,0.00137,0.1180,1.16135,1,up,wick,0
EURUSD,M5,2026-05-22T14:00:00Z,new_york,America/New_York,30,1.16014,1.15952,1.15983,0.00062,0.0534,1.16003,1,down,close,0
EURUSD,M5,2026-05-24T14:00:00Z,new_york,America/New_York,30,na,na,na,na,na,na,0,none,none,1
EURUSD,M5,2026-05-25T14:00:00Z,new_york,America/New_York,30,1.16440,1.16414,1.16427,0.00026,0.0223,1.16419,1,down,wick,0
EURUSD,M5,2026-05-26T14:00:00Z,new_york,America/New_York,30,1.16450,1.16377,1.16413,0.00073,0.0627,1.16429,1,down,close,0
EURUSD,M5,2026-05-27T14:00:00Z,new_york,America/New_York,30,1.16405,1.16359,1.16382,0.00046,0.0395,1.16375,1,up,close,0
EURUSD,M5,2026-05-28T14:00:00Z,new_york,America/New_York,30,1.16147,1.16036,1.16092,0.00111,0.0956,1.16147,1,down,wick,0
EURUSD,M5,2026-05-29T14:00:00Z,new_york,America/New_York,30,1.16444,1.16407,1.16425,0.00037,0.0318,1.16426,1,up,wick,0
EURUSD,M5,2026-05-31T14:00:00Z,new_york,America/New_York,30,na,na,na,na,na,na,0,none,none,1
EURUSD,M5,2026-06-01T14:00:00Z,new_york,America/New_York,30,1.16503,1.16461,1.16482,0.00042,0.0361,1.16486,1,down,close,0
EURUSD,M5,2026-06-02T14:00:00Z,new_york,America/New_York,30,1.16462,1.16417,1.16439,0.00045,0.0387,1.16426,1,up,wick,0
EURUSD,M5,2026-06-03T14:00:00Z,new_york,America/New_York,30,1.16178,1.16145,1.16162,0.00033,0.0284,1.16154,1,up,close,0
EURUSD,M5,2026-06-04T14:00:00Z,new_york,America/New_York,30,1.16342,1.16277,1.16309,0.00065,0.0559,1.16287,1,up,close,0
EURUSD,M5,2026-06-05T14:00:00Z,new_york,America/New_York,30,1.16442,1.16388,1.16415,0.00054,0.0464,1.16422,1,down,close,0
EURUSD,M5,2026-06-07T14:00:00Z,new_york,America/New_York,30,na,na,na,na,na,na,0,none,none,1
EURUSD,M5,2026-06-08T14:00:00Z,new_york,America/New_York,30,1.15324,1.15156,1.15240,0.00168,0.1459,1.15175,1,up,close,0
EURUSD,M5,2026-06-09T14:00:00Z,new_york,America/New_York,30,1.15692,1.15648,1.15670,0.00044,0.0380,1.15653,1,up,wick,0
EURUSD,M5,2026-06-10T14:00:00Z,new_york,America/New_York,30,1.15572,1.15503,1.15538,0.00069,0.0597,1.15559,1,down,close,0
EURUSD,M5,2026-06-11T14:00:00Z,new_york,America/New_York,30,1.15318,1.15248,1.15283,0.00070,0.0607,1.15253,1,up,close,0
