symbol,timeframe,bar_time,session_id,session_timezone,opening_range_window_minutes,opening_range_high,opening_range_low,opening_range_mid,opening_range_width,opening_range_width_pct_open,session_open_price,opening_range_defined,first_break_direction,first_break_mode,width_error_day
XAUUSD,M5,2025-08-30T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
XAUUSD,M5,2025-09-01T07:30:00Z,london,Europe/London,30,3479.52000,3472.94000,3476.23000,6.58000,0.1894,3474.64000,1,down,wick,0
XAUUSD,M5,2025-09-02T07:30:00Z,london,Europe/London,30,3496.35000,3493.38000,3494.86500,2.97000,0.0850,3495.15000,1,up,close,0
XAUUSD,M5,2025-09-03T07:30:00Z,london,Europe/London,30,3534.96000,3530.79000,3532.87500,4.17000,0.1181,3530.84000,1,up,close,0
XAUUSD,M5,2025-09-04T07:30:00Z,london,Europe/London,30,3534.31000,3528.74000,3531.52500,5.57000,0.1578,3529.12000,1,down,wick,0
XAUUSD,M5,2025-09-05T07:30:00Z,london,Europe/London,30,3558.94000,3556.44000,3557.69000,2.50000,0.0703,3558.39000,1,down,wick,0
XAUUSD,M5,2025-09-06T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
XAUUSD,M5,2025-09-08T07:30:00Z,london,Europe/London,30,3584.82000,3579.56000,3582.19000,5.26000,0.1468,3583.64000,1,up,close,0
XAUUSD,M5,2025-09-09T07:30:00Z,london,Europe/London,30,3651.91000,3645.82000,3648.86500,6.09000,0.1670,3646.02000,1,up,close,0
XAUUSD,M5,2025-09-10T07:30:00Z,london,Europe/London,30,3643.19000,3636.56000,3639.87500,6.63000,0.1823,3636.62000,1,up,wick,0
XAUUSD,M5,2025-09-11T07:30:00Z,london,Europe/London,30,3634.34000,3631.91000,3633.12500,2.43000,0.0669,3631.97000,1,up,wick,0
XAUUSD,M5,2025-09-12T07:30:00Z,london,Europe/London,30,3654.90000,3651.52000,3653.21000,3.38000,0.0925,3652.95000,1,up,wick,0
XAUUSD,M5,2025-09-13T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
XAUUSD,M5,2025-09-15T07:30:00Z,london,Europe/London,30,3647.00000,3644.38000,3645.69000,2.62000,0.0719,3646.04000,1,down,wick,0
XAUUSD,M5,2025-09-16T07:30:00Z,london,Europe/London,30,3683.56000,3680.57000,3682.06500,2.99000,0.0812,3681.10000,1,down,close,0
XAUUSD,M5,2025-09-17T07:30:00Z,london,Europe/London,30,3682.55000,3681.00000,3681.77500,1.55000,0.0421,3681.78000,1,down,wick,0
XAUUSD,M5,2025-09-18T07:30:00Z,london,Europe/London,30,3659.29000,3656.79000,3658.04000,2.50000,0.0683,3658.57000,1,down,close,0
XAUUSD,M5,2025-09-19T07:30:00Z,london,Europe/London,30,3660.00000,3653.68000,3656.84000,6.32000,0.1730,3653.68000,1,up,close,0
XAUUSD,M5,2025-09-20T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
XAUUSD,M5,2025-09-22T07:30:00Z,london,Europe/London,30,3695.90000,3690.84000,3693.37000,5.06000,0.1369,3695.52000,1,down,wick,0
XAUUSD,M5,2025-09-23T07:30:00Z,london,Europe/London,30,3747.57000,3743.32000,3745.44500,4.25000,0.1134,3746.69000,1,down,wick,0
XAUUSD,M5,2025-09-24T07:30:00Z,london,Europe/London,30,3767.78000,3763.24000,3765.51000,4.54000,0.1206,3765.36000,1,up,close,0
XAUUSD,M5,2025-09-25T07:30:00Z,london,Europe/London,30,3736.69000,3731.79000,3734.24000,4.90000,0.1311,3736.65000,1,up,close,0
XAUUSD,M5,2025-09-26T07:30:00Z,london,Europe/London,30,3747.74000,3744.74000,3746.24000,3.00000,0.0801,3745.65000,1,down,wick,0
XAUUSD,M5,2025-09-27T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
XAUUSD,M5,2025-09-29T07:30:00Z,london,Europe/London,30,3799.76000,3792.57000,3796.16500,7.19000,0.1895,3794.38000,1,up,close,0
XAUUSD,M5,2025-09-30T07:30:00Z,london,Europe/London,30,3865.98000,3862.04000,3864.01000,3.94000,0.1019,3864.79000,1,up,close,0
XAUUSD,M5,2025-10-01T07:30:00Z,london,Europe/London,30,3864.71000,3858.43000,3861.57000,6.28000,0.1626,3862.10000,1,down,close,0
XAUUSD,M5,2025-10-02T07:30:00Z,london,Europe/London,30,3867.64000,3864.96000,3866.30000,2.68000,0.0693,3866.66000,1,down,close,0
XAUUSD,M5,2025-10-03T07:30:00Z,london,Europe/London,30,3848.26000,3841.76000,3845.01000,6.50000,0.1691,3842.89000,1,up,close,0
XAUUSD,M5,2025-10-04T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
XAUUSD,M5,2025-10-06T07:30:00Z,london,Europe/London,30,3934.44000,3928.73000,3931.58500,5.71000,0.1453,3929.53000,1,up,close,0
XAUUSD,M5,2025-10-07T07:30:00Z,london,Europe/London,30,3975.58000,3971.50000,3973.54000,4.08000,0.1027,3973.46000,1,up,wick,0
XAUUSD,M5,2025-10-08T07:30:00Z,london,Europe/London,30,4021.58000,4014.73000,4018.15500,6.85000,0.1706,4014.82000,1,up,close,0
XAUUSD,M5,2025-10-09T07:30:00Z,london,Europe/London,30,4038.61000,4026.99000,4032.80000,11.62000,0.2886,4026.99000,1,up,close,0
XAUUSD,M5,2025-10-10T07:30:00Z,london,Europe/London,30,3964.68000,3947.16000,3955.92000,17.52000,0.4422,3961.95000,1,up,close,0
XAUUSD,M5,2025-10-11T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
XAUUSD,M5,2025-10-13T07:30:00Z,london,Europe/London,30,4057.20000,4051.24000,4054.22000,5.96000,0.1471,4052.08000,1,up,wick,0
XAUUSD,M5,2025-10-14T07:30:00Z,london,Europe/London,30,4169.40000,4157.71000,4163.55500,11.69000,0.2808,4163.30000,1,down,wick,0
XAUUSD,M5,2025-10-15T07:30:00Z,london,Europe/London,30,4187.62000,4173.29000,4180.45500,14.33000,0.3422,4187.25000,1,up,close,0
XAUUSD,M5,2025-10-16T07:30:00Z,london,Europe/London,30,4239.11000,4230.48000,4234.79500,8.63000,0.2038,4233.74000,1,up,wick,0
XAUUSD,M5,2025-10-17T07:30:00Z,london,Europe/London,30,4376.46000,4355.30000,4365.88000,21.16000,0.4846,4366.80000,1,up,wick,0
XAUUSD,M5,2025-10-18T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
XAUUSD,M5,2025-10-20T07:30:00Z,london,Europe/London,30,4267.30000,4260.44000,4263.87000,6.86000,0.1609,4264.78000,1,up,wick,0
XAUUSD,M5,2025-10-21T07:30:00Z,london,Europe/London,30,4347.14000,4342.14000,4344.64000,5.00000,0.1150,4346.58000,1,down,wick,0
XAUUSD,M5,2025-10-22T07:30:00Z,london,Europe/London,30,4133.46000,4107.38000,4120.42000,26.08000,0.6317,4128.82000,1,up,wick,0
XAUUSD,M5,2025-10-23T07:30:00Z,london,Europe/London,30,4092.84000,4079.80000,4086.32000,13.04000,0.3187,4091.20000,1,up,wick,0
XAUUSD,M5,2025-10-24T07:30:00Z,london,Europe/London,30,4123.36000,4105.07000,4114.21500,18.29000,0.4437,4122.29000,1,down,close,0
XAUUSD,M5,2025-10-25T07:30:00Z,london,Europe/London,30,na,na,na,na,na,na,0,none,none,1
XAUUSD,M5,2025-10-27T08:30:00Z,london,Europe/London,30,4084.44000,4068.61000,4076.52500,15.83000,0.3891,4068.84000,1,up,wick,0
XAUUSD,M5,2025-10-28T08:30:00Z,london,Europe/London,30,3980.16000,3968.92000,3974.54000,11.24000,0.2828,3974.20000,1,down,close,0
XAUUSD,M5,2025-10-29T08:30:00Z,london,Europe/London,30,3963.46000,3951.00000,3957.23000,12.46000,0.3153,3952.22000,1,up,close,0
XAUUSD,M5,2025-10-30T08:30:00Z,london,Europe/London,30,3978.43000,3948.66000,3963.54500,29.77000,0.7494,3972.65000,1,down,wick,0
XAUUSD,M5,2025-10-31T08:30:00Z,london,Europe/London,30,4006.36000,3994.18000,4000.27000,12.18000,0.3041,4005.62000,1,up,close,0
XAUUSD,M5,2025-11-03T08:30:00Z,london,Europe/London,30,4018.55000,4010.27000,4014.41000,8.28000,0.2063,4013.99000,1,up,wick,0
XAUUSD,M5,2025-11-04T08:30:00Z,london,Europe/London,30,3976.06000,3966.79000,3971.42500,9.27000,0.2333,3973.18000,1,up,close,0
XAUUSD,M5,2025-11-05T08:30:00Z,london,Europe/London,30,3970.42000,3961.88000,3966.15000,8.54000,0.2154,3965.09000,1,up,close,0
XAUUSD,M5,2025-11-06T08:30:00Z,london,Europe/London,30,3989.79000,3985.00000,3987.39500,4.79000,0.1201,3987.79000,1,down,close,0
XAUUSD,M5,2025-11-07T08:30:00Z,london,Europe/London,30,4000.04000,3992.34000,3996.19000,7.70000,0.1927,3995.12000,1,up,close,0
XAUUSD,M5,2025-11-10T08:30:00Z,london,Europe/London,30,4073.72000,4066.93000,4070.32500,6.79000,0.1669,4069.36000,1,up,close,0
XAUUSD,M5,2025-11-11T08:30:00Z,london,Europe/London,30,4137.85000,4126.87000,4132.36000,10.98000,0.2658,4131.13000,1,down,close,0
XAUUSD,M5,2025-11-12T08:30:00Z,london,Europe/London,30,4116.00000,4103.19000,4109.59500,12.81000,0.3121,4104.65000,1,up,close,0
XAUUSD,M5,2025-11-13T08:30:00Z,london,Europe/London,30,4212.08000,4203.39000,4207.73500,8.69000,0.2063,4212.03000,1,up,close,0
XAUUSD,M5,2025-11-14T08:30:00Z,london,Europe/London,30,4193.45000,4173.69000,4183.57000,19.76000,0.4716,4189.66000,1,down,close,0
XAUUSD,M5,2025-11-17T08:30:00Z,london,Europe/London,30,4066.46000,4054.88000,4060.67000,11.58000,0.2853,4058.37000,1,up,wick,0
XAUUSD,M5,2025-11-18T08:30:00Z,london,Europe/London,30,4020.49000,4008.57000,4014.53000,11.92000,0.2966,4019.12000,1,down,wick,0
XAUUSD,M5,2025-11-19T08:30:00Z,london,Europe/London,30,4098.65000,4089.31000,4093.98000,9.34000,0.2281,4095.55000,1,down,close,0
XAUUSD,M5,2025-11-20T08:30:00Z,london,Europe/London,30,4077.59000,4058.77000,4068.18000,18.82000,0.4628,4066.83000,1,down,wick,0
XAUUSD,M5,2025-11-21T08:30:00Z,london,Europe/London,30,4065.18000,4030.75000,4047.96500,34.43000,0.8483,4058.55000,1,down,wick,0
XAUUSD,M5,2025-11-24T08:30:00Z,london,Europe/London,30,4056.40000,4045.49000,4050.94500,10.91000,0.2696,4046.30000,1,up,wick,0
XAUUSD,M5,2025-11-25T08:30:00Z,london,Europe/London,30,4152.07000,4140.14000,4146.10500,11.93000,0.2874,4151.15000,1,down,wick,0
XAUUSD,M5,2025-11-26T08:30:00Z,london,Europe/London,30,4162.92000,4153.17000,4158.04500,9.75000,0.2342,4162.25000,1,down,close,0
XAUUSD,M5,2025-11-27T08:30:00Z,london,Europe/London,30,4156.92000,4147.08000,4152.00000,9.84000,0.2373,4147.22000,1,up,close,0
XAUUSD,M5,2025-11-28T08:30:00Z,london,Europe/London,30,4185.60000,4181.90000,4183.75000,3.70000,0.0885,4182.40000,1,up,close,0
XAUUSD,M5,2025-12-01T08:30:00Z,london,Europe/London,30,4233.93000,4226.39000,4230.16000,7.54000,0.1783,4229.72000,1,up,wick,0
XAUUSD,M5,2025-12-02T08:30:00Z,london,Europe/London,30,4226.32000,4204.41000,4215.36500,21.91000,0.5186,4225.17000,1,down,wick,0
XAUUSD,M5,2025-12-03T08:30:00Z,london,Europe/London,30,4211.81000,4206.22000,4209.01500,5.59000,0.1328,4207.83000,1,down,wick,0
XAUUSD,M5,2025-12-04T08:30:00Z,london,Europe/London,30,4185.85000,4178.72000,4182.28500,7.13000,0.1705,4181.20000,1,up,close,0
XAUUSD,M5,2025-12-05T08:30:00Z,london,Europe/London,30,4229.15000,4218.63000,4223.89000,10.52000,0.2493,4220.37000,1,up,wick,0
XAUUSD,M5,2025-12-08T08:30:00Z,london,Europe/London,30,4218.66000,4212.29000,4215.47500,6.37000,0.1511,4217.08000,1,up,wick,0
XAUUSD,M5,2025-12-09T08:30:00Z,london,Europe/London,30,4180.02000,4170.08000,4175.05000,9.94000,0.2378,4179.93000,1,up,close,0
XAUUSD,M5,2025-12-10T08:30:00Z,london,Europe/London,30,4211.75000,4204.55000,4208.15000,7.20000,0.1710,4211.39000,1,down,close,0
XAUUSD,M5,2025-12-11T08:30:00Z,london,Europe/London,30,4214.55000,4204.39000,4209.47000,10.16000,0.2415,4207.58000,1,up,wick,0
XAUUSD,M5,2025-12-12T08:30:00Z,london,Europe/London,30,4281.63000,4276.67000,4279.15000,4.96000,0.1159,4279.01000,1,up,wick,0
XAUUSD,M5,2025-12-15T08:30:00Z,london,Europe/London,30,4345.62000,4339.72000,4342.67000,5.90000,0.1358,4343.61000,1,up,wick,0
XAUUSD,M5,2025-12-16T08:30:00Z,london,Europe/London,30,4290.06000,4282.68000,4286.37000,7.38000,0.1723,4284.27000,1,up,close,0
XAUUSD,M5,2025-12-17T08:30:00Z,london,Europe/London,30,4337.76000,4330.40000,4334.08000,7.36000,0.1698,4333.97000,1,down,close,0
XAUUSD,M5,2025-12-18T08:30:00Z,london,Europe/London,30,4335.48000,4330.74000,4333.11000,4.74000,0.1094,4333.20000,1,up,close,0
XAUUSD,M5,2025-12-19T08:30:00Z,london,Europe/London,30,4329.53000,4324.43000,4326.98000,5.10000,0.1179,4326.02000,1,down,wick,0
XAUUSD,M5,2025-12-22T08:30:00Z,london,Europe/London,30,4405.45000,4398.91000,4402.18000,6.54000,0.1486,4400.27000,1,up,wick,0
XAUUSD,M5,2025-12-23T08:30:00Z,london,Europe/London,30,4478.31000,4469.58000,4473.94500,8.73000,0.1951,4475.21000,1,up,close,0
XAUUSD,M5,2025-12-24T08:30:00Z,london,Europe/London,30,4492.99000,4485.52000,4489.25500,7.47000,0.1664,4488.51000,1,up,wick,0
XAUUSD,M5,2025-12-26T08:30:00Z,london,Europe/London,30,4518.79000,4508.80000,4513.79500,9.99000,0.2215,4509.99000,1,up,wick,0
XAUUSD,M5,2025-12-29T08:30:00Z,london,Europe/London,30,4510.63000,4489.61000,4500.12000,21.02000,0.4664,4506.88000,1,down,wick,0
XAUUSD,M5,2025-12-30T08:30:00Z,london,Europe/London,30,4378.58000,4364.31000,4371.44500,14.27000,0.3260,4377.75000,1,down,close,0
XAUUSD,M5,2025-12-31T08:30:00Z,london,Europe/London,30,4308.84000,4274.74000,4291.79000,34.10000,0.7957,4285.80000,1,up,close,0
XAUUSD,M5,2026-01-02T08:30:00Z,london,Europe/London,30,4381.02000,4373.80000,4377.41000,7.22000,0.1648,4380.73000,1,down,wick,0
XAUUSD,M5,2026-01-05T08:30:00Z,london,Europe/London,30,4426.14000,4411.37000,4418.75500,14.77000,0.3347,4412.28000,1,up,wick,0
XAUUSD,M5,2026-01-06T08:30:00Z,london,Europe/London,30,4461.23000,4451.59000,4456.41000,9.64000,0.2165,4452.10000,1,up,close,0
XAUUSD,M5,2026-01-07T08:30:00Z,london,Europe/London,30,4460.38000,4452.23000,4456.30500,8.15000,0.1830,4454.47000,1,down,close,0
XAUUSD,M5,2026-01-08T08:30:00Z,london,Europe/London,30,4429.28000,4416.04000,4422.66000,13.24000,0.2992,4425.64000,1,up,close,0
XAUUSD,M5,2026-01-09T08:30:00Z,london,Europe/London,30,4473.60000,4466.14000,4469.87000,7.46000,0.1670,4468.23000,1,up,close,0
XAUUSD,M5,2026-01-12T08:30:00Z,london,Europe/London,30,4580.94000,4569.86000,4575.40000,11.08000,0.2419,4580.94000,1,up,close,0
XAUUSD,M5,2026-01-13T08:30:00Z,london,Europe/London,30,4592.38000,4582.52000,4587.45000,9.86000,0.2147,4592.16000,1,down,wick,0
XAUUSD,M5,2026-01-14T08:30:00Z,london,Europe/London,30,4635.30000,4618.51000,4626.90500,16.79000,0.3634,4619.78000,1,up,close,0
XAUUSD,M5,2026-01-15T08:30:00Z,london,Europe/London,30,4610.09000,4593.68000,4601.88500,16.41000,0.3571,4595.36000,1,up,close,0
XAUUSD,M5,2026-01-16T08:30:00Z,london,Europe/London,30,4612.36000,4603.69000,4608.02500,8.67000,0.1880,4611.57000,1,down,wick,0
XAUUSD,M5,2026-01-19T08:30:00Z,london,Europe/London,30,4672.65000,4666.78000,4669.71500,5.87000,0.1257,4670.08000,1,up,close,0
XAUUSD,M5,2026-01-20T08:30:00Z,london,Europe/London,30,4717.06000,4707.56000,4712.31000,9.50000,0.2015,4714.68000,1,down,close,0
XAUUSD,M5,2026-01-21T08:30:00Z,london,Europe/London,30,4888.35000,4864.46000,4876.40500,23.89000,0.4906,4870.01000,1,down,close,0
XAUUSD,M5,2026-01-22T08:30:00Z,london,Europe/London,30,4829.24000,4816.47000,4822.85500,12.77000,0.2649,4821.38000,1,up,close,0
XAUUSD,M5,2026-01-23T08:30:00Z,london,Europe/London,30,4963.13000,4945.56000,4954.34500,17.57000,0.3542,4960.57000,1,down,close,0
XAUUSD,M5,2026-01-26T08:30:00Z,london,Europe/London,30,5082.29000,5065.37000,5073.83000,16.92000,0.3334,5074.36000,1,up,close,0
XAUUSD,M5,2026-01-27T08:30:00Z,london,Europe/London,30,5087.57000,5076.72000,5082.14500,10.85000,0.2135,5083.04000,1,up,wick,0
XAUUSD,M5,2026-01-28T08:30:00Z,london,Europe/London,30,5265.70000,5252.06000,5258.88000,13.64000,0.2592,5261.38000,1,up,close,0
XAUUSD,M5,2026-01-29T08:30:00Z,london,Europe/London,30,5595.40000,5562.53000,5578.96500,32.87000,0.5909,5562.57000,1,down,wick,0
