symbol,timeframe,session_id,session_timezone,session_local_date,ib_window_minutes,ib_start_utc,ib_end_utc,ib_high,ib_low,ib_range,ib_mid,bars_in_ib_window,ib_defined
XAUUSD,M5,london,Europe/London,2025-07-25,60,2025-07-25T07:00:00Z,2025-07-25T08:00:00Z,3363.54000,3357.93000,5.61000,3360.73500,12,1
XAUUSD,M5,london,Europe/London,2025-07-28,60,2025-07-28T07:00:00Z,2025-07-28T08:00:00Z,3344.01000,3339.47000,4.54000,3341.74000,12,1
XAUUSD,M5,london,Europe/London,2025-07-29,60,2025-07-29T07:00:00Z,2025-07-29T08:00:00Z,3317.48000,3308.99000,8.49000,3313.23500,12,1
XAUUSD,M5,london,Europe/London,2025-07-30,60,2025-07-30T07:00:00Z,2025-07-30T08:00:00Z,3329.83000,3325.86000,3.97000,3327.84500,12,1
XAUUSD,M5,london,Europe/London,2025-07-31,60,2025-07-31T07:00:00Z,2025-07-31T08:00:00Z,3298.45000,3293.68000,4.77000,3296.06500,12,1
XAUUSD,M5,london,Europe/London,2025-08-01,60,2025-08-01T07:00:00Z,2025-08-01T08:00:00Z,3295.55000,3290.09000,5.46000,3292.82000,12,1
XAUUSD,M5,london,Europe/London,2025-08-04,60,2025-08-04T07:00:00Z,2025-08-04T08:00:00Z,3362.14000,3358.77000,3.37000,3360.45500,12,1
XAUUSD,M5,london,Europe/London,2025-08-05,60,2025-08-05T07:00:00Z,2025-08-05T08:00:00Z,3373.24000,3371.00000,2.24000,3372.12000,12,1
XAUUSD,M5,london,Europe/London,2025-08-06,60,2025-08-06T07:00:00Z,2025-08-06T08:00:00Z,3376.48000,3372.29000,4.19000,3374.38500,12,1
XAUUSD,M5,london,Europe/London,2025-08-07,60,2025-08-07T07:00:00Z,2025-08-07T08:00:00Z,3380.76000,3376.91000,3.85000,3378.83500,12,1
XAUUSD,M5,london,Europe/London,2025-08-08,60,2025-08-08T07:00:00Z,2025-08-08T08:00:00Z,3399.39000,3393.28000,6.11000,3396.33500,12,1
XAUUSD,M5,london,Europe/London,2025-08-11,60,2025-08-11T07:00:00Z,2025-08-11T08:00:00Z,3379.92000,3375.60000,4.32000,3377.76000,12,1
XAUUSD,M5,london,Europe/London,2025-08-12,60,2025-08-12T07:00:00Z,2025-08-12T08:00:00Z,3355.75000,3348.61000,7.14000,3352.18000,12,1
XAUUSD,M5,london,Europe/London,2025-08-13,60,2025-08-13T07:00:00Z,2025-08-13T08:00:00Z,3352.40000,3348.22000,4.18000,3350.31000,12,1
XAUUSD,M5,london,Europe/London,2025-08-14,60,2025-08-14T07:00:00Z,2025-08-14T08:00:00Z,3361.81000,3358.61000,3.20000,3360.21000,12,1
XAUUSD,M5,london,Europe/London,2025-08-15,60,2025-08-15T07:00:00Z,2025-08-15T08:00:00Z,3346.77000,3343.34000,3.43000,3345.05500,12,1
XAUUSD,M5,london,Europe/London,2025-08-18,60,2025-08-18T07:00:00Z,2025-08-18T08:00:00Z,3358.16000,3346.82000,11.34000,3352.49000,12,1
XAUUSD,M5,london,Europe/London,2025-08-19,60,2025-08-19T07:00:00Z,2025-08-19T08:00:00Z,3338.14000,3334.48000,3.66000,3336.31000,12,1
XAUUSD,M5,london,Europe/London,2025-08-20,60,2025-08-20T07:00:00Z,2025-08-20T08:00:00Z,3321.07000,3317.21000,3.86000,3319.14000,12,1
XAUUSD,M5,london,Europe/London,2025-08-21,60,2025-08-21T07:00:00Z,2025-08-21T08:00:00Z,3341.08000,3338.00000,3.08000,3339.54000,12,1
XAUUSD,M5,london,Europe/London,2025-08-22,60,2025-08-22T07:00:00Z,2025-08-22T08:00:00Z,3332.73000,3328.05000,4.68000,3330.39000,12,1
XAUUSD,M5,london,Europe/London,2025-08-25,60,2025-08-25T07:00:00Z,2025-08-25T08:00:00Z,3367.66000,3363.85000,3.81000,3365.75500,12,1
XAUUSD,M5,london,Europe/London,2025-08-26,60,2025-08-26T07:00:00Z,2025-08-26T08:00:00Z,3378.94000,3372.14000,6.80000,3375.54000,12,1
XAUUSD,M5,london,Europe/London,2025-08-27,60,2025-08-27T07:00:00Z,2025-08-27T08:00:00Z,3381.28000,3373.92000,7.36000,3377.60000,12,1
XAUUSD,M5,london,Europe/London,2025-08-28,60,2025-08-28T07:00:00Z,2025-08-28T08:00:00Z,3392.30000,3388.72000,3.58000,3390.51000,12,1
XAUUSD,M5,london,Europe/London,2025-08-29,60,2025-08-29T07:00:00Z,2025-08-29T08:00:00Z,3411.37000,3407.54000,3.83000,3409.45500,12,1
XAUUSD,M5,london,Europe/London,2025-09-01,60,2025-09-01T07:00:00Z,2025-09-01T08:00:00Z,3479.52000,3472.21000,7.31000,3475.86500,12,1
XAUUSD,M5,london,Europe/London,2025-09-02,60,2025-09-02T07:00:00Z,2025-09-02T08:00:00Z,3498.31000,3493.38000,4.93000,3495.84500,12,1
XAUUSD,M5,london,Europe/London,2025-09-03,60,2025-09-03T07:00:00Z,2025-09-03T08:00:00Z,3538.34000,3530.79000,7.55000,3534.56500,12,1
XAUUSD,M5,london,Europe/London,2025-09-04,60,2025-09-04T07:00:00Z,2025-09-04T08:00:00Z,3534.31000,3528.74000,5.57000,3531.52500,12,1
XAUUSD,M5,london,Europe/London,2025-09-05,60,2025-09-05T07:00:00Z,2025-09-05T08:00:00Z,3559.10000,3556.28000,2.82000,3557.69000,12,1
XAUUSD,M5,london,Europe/London,2025-09-08,60,2025-09-08T07:00:00Z,2025-09-08T08:00:00Z,3584.82000,3579.56000,5.26000,3582.19000,12,1
XAUUSD,M5,london,Europe/London,2025-09-09,60,2025-09-09T07:00:00Z,2025-09-09T08:00:00Z,3657.13000,3645.82000,11.31000,3651.47500,12,1
XAUUSD,M5,london,Europe/London,2025-09-10,60,2025-09-10T07:00:00Z,2025-09-10T08:00:00Z,3643.25000,3636.56000,6.69000,3639.90500,12,1
XAUUSD,M5,london,Europe/London,2025-09-11,60,2025-09-11T07:00:00Z,2025-09-11T08:00:00Z,3634.36000,3630.18000,4.18000,3632.27000,12,1
XAUUSD,M5,london,Europe/London,2025-09-12,60,2025-09-12T07:00:00Z,2025-09-12T08:00:00Z,3656.14000,3651.52000,4.62000,3653.83000,12,1
XAUUSD,M5,london,Europe/London,2025-09-15,60,2025-09-15T07:00:00Z,2025-09-15T08:00:00Z,3647.00000,3643.63000,3.37000,3645.31500,12,1
XAUUSD,M5,london,Europe/London,2025-09-16,60,2025-09-16T07:00:00Z,2025-09-16T08:00:00Z,3685.36000,3680.19000,5.17000,3682.77500,12,1
XAUUSD,M5,london,Europe/London,2025-09-17,60,2025-09-17T07:00:00Z,2025-09-17T08:00:00Z,3682.55000,3680.41000,2.14000,3681.48000,12,1
XAUUSD,M5,london,Europe/London,2025-09-18,60,2025-09-18T07:00:00Z,2025-09-18T08:00:00Z,3659.29000,3653.48000,5.81000,3656.38500,12,1
XAUUSD,M5,london,Europe/London,2025-09-19,60,2025-09-19T07:00:00Z,2025-09-19T08:00:00Z,3660.00000,3653.68000,6.32000,3656.84000,12,1
XAUUSD,M5,london,Europe/London,2025-09-22,60,2025-09-22T07:00:00Z,2025-09-22T08:00:00Z,3695.90000,3690.10000,5.80000,3693.00000,12,1
XAUUSD,M5,london,Europe/London,2025-09-23,60,2025-09-23T07:00:00Z,2025-09-23T08:00:00Z,3747.57000,3743.32000,4.25000,3745.44500,12,1
XAUUSD,M5,london,Europe/London,2025-09-24,60,2025-09-24T07:00:00Z,2025-09-24T08:00:00Z,3768.32000,3763.24000,5.08000,3765.78000,12,1
XAUUSD,M5,london,Europe/London,2025-09-25,60,2025-09-25T07:00:00Z,2025-09-25T08:00:00Z,3740.76000,3731.79000,8.97000,3736.27500,12,1
XAUUSD,M5,london,Europe/London,2025-09-26,60,2025-09-26T07:00:00Z,2025-09-26T08:00:00Z,3747.78000,3744.58000,3.20000,3746.18000,12,1
XAUUSD,M5,london,Europe/London,2025-09-29,60,2025-09-29T07:00:00Z,2025-09-29T08:00:00Z,3809.04000,3792.57000,16.47000,3800.80500,12,1
XAUUSD,M5,london,Europe/London,2025-09-30,60,2025-09-30T07:00:00Z,2025-09-30T08:00:00Z,3867.15000,3862.04000,5.11000,3864.59500,12,1
XAUUSD,M5,london,Europe/London,2025-10-01,60,2025-10-01T07:00:00Z,2025-10-01T08:00:00Z,3865.05000,3857.56000,7.49000,3861.30500,12,1
XAUUSD,M5,london,Europe/London,2025-10-02,60,2025-10-02T07:00:00Z,2025-10-02T08:00:00Z,3867.64000,3861.94000,5.70000,3864.79000,12,1
XAUUSD,M5,london,Europe/London,2025-10-03,60,2025-10-03T07:00:00Z,2025-10-03T08:00:00Z,3848.26000,3841.76000,6.50000,3845.01000,12,1
XAUUSD,M5,london,Europe/London,2025-10-06,60,2025-10-06T07:00:00Z,2025-10-06T08:00:00Z,3940.22000,3928.73000,11.49000,3934.47500,12,1
XAUUSD,M5,london,Europe/London,2025-10-07,60,2025-10-07T07:00:00Z,2025-10-07T08:00:00Z,3977.03000,3971.50000,5.53000,3974.26500,12,1
XAUUSD,M5,london,Europe/London,2025-10-08,60,2025-10-08T07:00:00Z,2025-10-08T08:00:00Z,4027.19000,4014.73000,12.46000,4020.96000,12,1
XAUUSD,M5,london,Europe/London,2025-10-09,60,2025-10-09T07:00:00Z,2025-10-09T08:00:00Z,4041.14000,4026.99000,14.15000,4034.06500,12,1
XAUUSD,M5,london,Europe/London,2025-10-10,60,2025-10-10T07:00:00Z,2025-10-10T08:00:00Z,3966.76000,3947.16000,19.60000,3956.96000,12,1
XAUUSD,M5,london,Europe/London,2025-10-13,60,2025-10-13T07:00:00Z,2025-10-13T08:00:00Z,4059.41000,4051.24000,8.17000,4055.32500,12,1
XAUUSD,M5,london,Europe/London,2025-10-14,60,2025-10-14T07:00:00Z,2025-10-14T08:00:00Z,4169.98000,4156.08000,13.90000,4163.03000,12,1
XAUUSD,M5,london,Europe/London,2025-10-15,60,2025-10-15T07:00:00Z,2025-10-15T08:00:00Z,4187.62000,4173.29000,14.33000,4180.45500,12,1
XAUUSD,M5,london,Europe/London,2025-10-16,60,2025-10-16T07:00:00Z,2025-10-16T08:00:00Z,4239.30000,4228.18000,11.12000,4233.74000,12,1
XAUUSD,M5,london,Europe/London,2025-10-17,60,2025-10-17T07:00:00Z,2025-10-17T08:00:00Z,4377.10000,4355.30000,21.80000,4366.20000,12,1
XAUUSD,M5,london,Europe/London,2025-10-20,60,2025-10-20T07:00:00Z,2025-10-20T08:00:00Z,4268.27000,4260.44000,7.83000,4264.35500,12,1
XAUUSD,M5,london,Europe/London,2025-10-21,60,2025-10-21T07:00:00Z,2025-10-21T08:00:00Z,4347.14000,4337.06000,10.08000,4342.10000,12,1
XAUUSD,M5,london,Europe/London,2025-10-22,60,2025-10-22T07:00:00Z,2025-10-22T08:00:00Z,4133.46000,4107.38000,26.08000,4120.42000,12,1
XAUUSD,M5,london,Europe/London,2025-10-23,60,2025-10-23T07:00:00Z,2025-10-23T08:00:00Z,4092.84000,4079.80000,13.04000,4086.32000,12,1
XAUUSD,M5,london,Europe/London,2025-10-24,60,2025-10-24T07:00:00Z,2025-10-24T08:00:00Z,4123.36000,4102.96000,20.40000,4113.16000,12,1
XAUUSD,M5,london,Europe/London,2025-10-27,60,2025-10-27T08:00:00Z,2025-10-27T09:00:00Z,4084.44000,4068.61000,15.83000,4076.52500,12,1
XAUUSD,M5,london,Europe/London,2025-10-28,60,2025-10-28T08:00:00Z,2025-10-28T09:00:00Z,3980.16000,3959.16000,21.00000,3969.66000,12,1
XAUUSD,M5,london,Europe/London,2025-10-29,60,2025-10-29T08:00:00Z,2025-10-29T09:00:00Z,3966.18000,3951.00000,15.18000,3958.59000,12,1
XAUUSD,M5,london,Europe/London,2025-10-30,60,2025-10-30T08:00:00Z,2025-10-30T09:00:00Z,3978.43000,3947.16000,31.27000,3962.79500,12,1
XAUUSD,M5,london,Europe/London,2025-10-31,60,2025-10-31T08:00:00Z,2025-10-31T09:00:00Z,4011.16000,3994.18000,16.98000,4002.67000,12,1
XAUUSD,M5,london,Europe/London,2025-11-03,60,2025-11-03T08:00:00Z,2025-11-03T09:00:00Z,4018.78000,4010.27000,8.51000,4014.52500,12,1
XAUUSD,M5,london,Europe/London,2025-11-04,60,2025-11-04T08:00:00Z,2025-11-04T09:00:00Z,3988.23000,3966.79000,21.44000,3977.51000,12,1
XAUUSD,M5,london,Europe/London,2025-11-05,60,2025-11-05T08:00:00Z,2025-11-05T09:00:00Z,3973.70000,3961.88000,11.82000,3967.79000,12,1
XAUUSD,M5,london,Europe/London,2025-11-06,60,2025-11-06T08:00:00Z,2025-11-06T09:00:00Z,3992.92000,3982.33000,10.59000,3987.62500,12,1
XAUUSD,M5,london,Europe/London,2025-11-07,60,2025-11-07T08:00:00Z,2025-11-07T09:00:00Z,4008.42000,3992.34000,16.08000,4000.38000,12,1
XAUUSD,M5,london,Europe/London,2025-11-10,60,2025-11-10T08:00:00Z,2025-11-10T09:00:00Z,4078.41000,4066.93000,11.48000,4072.67000,12,1
XAUUSD,M5,london,Europe/London,2025-11-11,60,2025-11-11T08:00:00Z,2025-11-11T09:00:00Z,4137.85000,4126.87000,10.98000,4132.36000,12,1
XAUUSD,M5,london,Europe/London,2025-11-12,60,2025-11-12T08:00:00Z,2025-11-12T09:00:00Z,4119.04000,4103.19000,15.85000,4111.11500,12,1
XAUUSD,M5,london,Europe/London,2025-11-13,60,2025-11-13T08:00:00Z,2025-11-13T09:00:00Z,4212.08000,4203.39000,8.69000,4207.73500,12,1
XAUUSD,M5,london,Europe/London,2025-11-14,60,2025-11-14T08:00:00Z,2025-11-14T09:00:00Z,4193.45000,4169.75000,23.70000,4181.60000,12,1
XAUUSD,M5,london,Europe/London,2025-11-17,60,2025-11-17T08:00:00Z,2025-11-17T09:00:00Z,4071.92000,4054.88000,17.04000,4063.40000,12,1
XAUUSD,M5,london,Europe/London,2025-11-18,60,2025-11-18T08:00:00Z,2025-11-18T09:00:00Z,4020.49000,4007.60000,12.89000,4014.04500,12,1
XAUUSD,M5,london,Europe/London,2025-11-19,60,2025-11-19T08:00:00Z,2025-11-19T09:00:00Z,4098.65000,4089.31000,9.34000,4093.98000,12,1
XAUUSD,M5,london,Europe/London,2025-11-20,60,2025-11-20T08:00:00Z,2025-11-20T09:00:00Z,4077.59000,4058.77000,18.82000,4068.18000,12,1
XAUUSD,M5,london,Europe/London,2025-11-21,60,2025-11-21T08:00:00Z,2025-11-21T09:00:00Z,4065.18000,4029.34000,35.84000,4047.26000,12,1
XAUUSD,M5,london,Europe/London,2025-11-24,60,2025-11-24T08:00:00Z,2025-11-24T09:00:00Z,4058.16000,4045.49000,12.67000,4051.82500,12,1
XAUUSD,M5,london,Europe/London,2025-11-25,60,2025-11-25T08:00:00Z,2025-11-25T09:00:00Z,4152.07000,4138.80000,13.27000,4145.43500,12,1
XAUUSD,M5,london,Europe/London,2025-11-26,60,2025-11-26T08:00:00Z,2025-11-26T09:00:00Z,4162.92000,4146.83000,16.09000,4154.87500,12,1
XAUUSD,M5,london,Europe/London,2025-11-27,60,2025-11-27T08:00:00Z,2025-11-27T09:00:00Z,4159.30000,4147.08000,12.22000,4153.19000,12,1
XAUUSD,M5,london,Europe/London,2025-11-28,60,2025-11-28T08:00:00Z,2025-11-28T09:00:00Z,4189.03000,4181.90000,7.13000,4185.46500,12,1
XAUUSD,M5,london,Europe/London,2025-12-01,60,2025-12-01T08:00:00Z,2025-12-01T09:00:00Z,4240.59000,4226.39000,14.20000,4233.49000,12,1
XAUUSD,M5,london,Europe/London,2025-12-02,60,2025-12-02T08:00:00Z,2025-12-02T09:00:00Z,4226.32000,4203.40000,22.92000,4214.86000,12,1
XAUUSD,M5,london,Europe/London,2025-12-03,60,2025-12-03T08:00:00Z,2025-12-03T09:00:00Z,4211.81000,4204.94000,6.87000,4208.37500,12,1
XAUUSD,M5,london,Europe/London,2025-12-04,60,2025-12-04T08:00:00Z,2025-12-04T09:00:00Z,4190.26000,4178.72000,11.54000,4184.49000,12,1
XAUUSD,M5,london,Europe/London,2025-12-05,60,2025-12-05T08:00:00Z,2025-12-05T09:00:00Z,4229.15000,4218.63000,10.52000,4223.89000,12,1
XAUUSD,M5,london,Europe/London,2025-12-08,60,2025-12-08T08:00:00Z,2025-12-08T09:00:00Z,4218.94000,4212.29000,6.65000,4215.61500,12,1
XAUUSD,M5,london,Europe/London,2025-12-09,60,2025-12-09T08:00:00Z,2025-12-09T09:00:00Z,4184.06000,4170.08000,13.98000,4177.07000,12,1
XAUUSD,M5,london,Europe/London,2025-12-10,60,2025-12-10T08:00:00Z,2025-12-10T09:00:00Z,4211.75000,4203.14000,8.61000,4207.44500,12,1
XAUUSD,M5,london,Europe/London,2025-12-11,60,2025-12-11T08:00:00Z,2025-12-11T09:00:00Z,4215.44000,4204.39000,11.05000,4209.91500,12,1
XAUUSD,M5,london,Europe/London,2025-12-12,60,2025-12-12T08:00:00Z,2025-12-12T09:00:00Z,4283.28000,4276.67000,6.61000,4279.97500,12,1
XAUUSD,M5,london,Europe/London,2025-12-15,60,2025-12-15T08:00:00Z,2025-12-15T09:00:00Z,4347.41000,4339.72000,7.69000,4343.56500,12,1
XAUUSD,M5,london,Europe/London,2025-12-16,60,2025-12-16T08:00:00Z,2025-12-16T09:00:00Z,4292.14000,4282.68000,9.46000,4287.41000,12,1
XAUUSD,M5,london,Europe/London,2025-12-17,60,2025-12-17T08:00:00Z,2025-12-17T09:00:00Z,4337.76000,4324.56000,13.20000,4331.16000,12,1
XAUUSD,M5,london,Europe/London,2025-12-18,60,2025-12-18T08:00:00Z,2025-12-18T09:00:00Z,4336.17000,4330.74000,5.43000,4333.45500,12,1
XAUUSD,M5,london,Europe/London,2025-12-19,60,2025-12-19T08:00:00Z,2025-12-19T09:00:00Z,4329.53000,4321.76000,7.77000,4325.64500,12,1
XAUUSD,M5,london,Europe/London,2025-12-22,60,2025-12-22T08:00:00Z,2025-12-22T09:00:00Z,4419.83000,4398.91000,20.92000,4409.37000,12,1
XAUUSD,M5,london,Europe/London,2025-12-23,60,2025-12-23T08:00:00Z,2025-12-23T09:00:00Z,4481.52000,4469.58000,11.94000,4475.55000,12,1
XAUUSD,M5,london,Europe/London,2025-12-24,60,2025-12-24T08:00:00Z,2025-12-24T09:00:00Z,4497.85000,4485.52000,12.33000,4491.68500,12,1
XAUUSD,M5,london,Europe/London,2025-12-26,60,2025-12-26T08:00:00Z,2025-12-26T09:00:00Z,4519.50000,4508.19000,11.31000,4513.84500,12,1
XAUUSD,M5,london,Europe/London,2025-12-29,60,2025-12-29T08:00:00Z,2025-12-29T09:00:00Z,4510.63000,4471.13000,39.50000,4490.88000,12,1
XAUUSD,M5,london,Europe/London,2025-12-30,60,2025-12-30T08:00:00Z,2025-12-30T09:00:00Z,4378.58000,4359.90000,18.68000,4369.24000,12,1
XAUUSD,M5,london,Europe/London,2025-12-31,60,2025-12-31T08:00:00Z,2025-12-31T09:00:00Z,4328.84000,4274.74000,54.10000,4301.79000,12,1
XAUUSD,M5,london,Europe/London,2026-01-02,60,2026-01-02T08:00:00Z,2026-01-02T09:00:00Z,4381.02000,4373.38000,7.64000,4377.20000,12,1
XAUUSD,M5,london,Europe/London,2026-01-05,60,2026-01-05T08:00:00Z,2026-01-05T09:00:00Z,4426.40000,4411.37000,15.03000,4418.88500,12,1
XAUUSD,M5,london,Europe/London,2026-01-06,60,2026-01-06T08:00:00Z,2026-01-06T09:00:00Z,4467.00000,4451.59000,15.41000,4459.29500,12,1
XAUUSD,M5,london,Europe/London,2026-01-07,60,2026-01-07T08:00:00Z,2026-01-07T09:00:00Z,4460.38000,4441.60000,18.78000,4450.99000,12,1
XAUUSD,M5,london,Europe/London,2026-01-08,60,2026-01-08T08:00:00Z,2026-01-08T09:00:00Z,4437.84000,4416.04000,21.80000,4426.94000,12,1
XAUUSD,M5,london,Europe/London,2026-01-09,60,2026-01-09T08:00:00Z,2026-01-09T09:00:00Z,4477.36000,4466.14000,11.22000,4471.75000,12,1
XAUUSD,M5,london,Europe/London,2026-01-12,60,2026-01-12T08:00:00Z,2026-01-12T09:00:00Z,4580.94000,4569.86000,11.08000,4575.40000,12,1
XAUUSD,M5,london,Europe/London,2026-01-13,60,2026-01-13T08:00:00Z,2026-01-13T09:00:00Z,4592.38000,4573.74000,18.64000,4583.06000,12,1
XAUUSD,M5,london,Europe/London,2026-01-14,60,2026-01-14T08:00:00Z,2026-01-14T09:00:00Z,4637.21000,4618.51000,18.70000,4627.86000,12,1
XAUUSD,M5,london,Europe/London,2026-01-15,60,2026-01-15T08:00:00Z,2026-01-15T09:00:00Z,4612.07000,4593.68000,18.39000,4602.87500,12,1
XAUUSD,M5,london,Europe/London,2026-01-16,60,2026-01-16T08:00:00Z,2026-01-16T09:00:00Z,4612.36000,4594.10000,18.26000,4603.23000,12,1
XAUUSD,M5,london,Europe/London,2026-01-19,60,2026-01-19T08:00:00Z,2026-01-19T09:00:00Z,4679.07000,4666.78000,12.29000,4672.92500,12,1
XAUUSD,M5,london,Europe/London,2026-01-20,60,2026-01-20T08:00:00Z,2026-01-20T09:00:00Z,4717.06000,4705.74000,11.32000,4711.40000,12,1
XAUUSD,M5,london,Europe/London,2026-01-21,60,2026-01-21T08:00:00Z,2026-01-21T09:00:00Z,4888.35000,4845.33000,43.02000,4866.84000,12,1
XAUUSD,M5,london,Europe/London,2026-01-22,60,2026-01-22T08:00:00Z,2026-01-22T09:00:00Z,4829.24000,4816.47000,12.77000,4822.85500,12,1
XAUUSD,M5,london,Europe/London,2026-01-23,60,2026-01-23T08:00:00Z,2026-01-23T09:00:00Z,4963.13000,4945.56000,17.57000,4954.34500,12,1
XAUUSD,M5,london,Europe/London,2026-01-26,60,2026-01-26T08:00:00Z,2026-01-26T09:00:00Z,5111.04000,5065.37000,45.67000,5088.20500,12,1
XAUUSD,M5,london,Europe/London,2026-01-27,60,2026-01-27T08:00:00Z,2026-01-27T09:00:00Z,5093.72000,5076.72000,17.00000,5085.22000,12,1
XAUUSD,M5,london,Europe/London,2026-01-28,60,2026-01-28T08:00:00Z,2026-01-28T09:00:00Z,5271.38000,5252.06000,19.32000,5261.72000,12,1
XAUUSD,M5,london,Europe/London,2026-01-29,60,2026-01-29T08:00:00Z,2026-01-29T09:00:00Z,5595.40000,5554.66000,40.74000,5575.03000,12,1
