RepresentativePath	SizeKB	SHA256	DupCount
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000048.html	5.9	F008F472B8F11B41ED5C36E2979A2C7AB4C9CC35BC4796C134A15C17C3259869	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000049.html	11.59	135749940C3702ED302EB416197015284DF169C4662FEB89DE75AC78C8629E76	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000050.html	7.36	912D60E639037929F9E832650EE600A3AF2A3FC877AAF92C7D986FBFAD6B7B03	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000055.html	9.58	0D0C9466FF852B9A2224E082645EAA66D6EBDC294AF3D32530183DC76B998AE3	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000056.html	10.95	7086B6A682F7011B2A92D6B42EC476D6C440901E6236D9106D3F0CFA06FFDEAB	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000058.html	11.62	E2716528D86B61A71D6963294E680DC7486703E8B7B18F864658C1A10538FBE7	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000059.html	8.12	A4F7B914D56713FF9C4407A8CB655E4DD379E143E7E8ABB9478B27C81B64F6F3	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000060.html	2.9	B7F9E76C1ACDE008B62E9BF6619974ED02914D943AA78CAEE695ACD8DAC513CB	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000061.html	5.8	3C9AD3447831B836FD2FA55E866B3CFB2638096B53B3F71814F449A437195BE8	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000062.html	10.38	247BC71B0FF095469C9CC6FD8B1D1AE892E98080D35EBA8E795A64E016AFEBAE	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000063.html	5.47	757D157088B6C387459AF05CEAEB73CBC9E5C78848D27856FB237CA5E8A9FE6D	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000065.html	7.35	CAC6ED5FCAE768B38A2D97F42A9370719879235F3F11B7A1885797D1530567E5	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000066.html	11.87	3DF31A05EB9D53B351BE51E2133286A80EC356045E33D59538AC5CEB066D097D	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000068.html	8.63	E1BF38704B1A1102AB56115CCE57A0ADDFE22F329AAA889B7642F78C13FA7948	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000069.html	6.65	D082F31F9EDF2F849390CC9742708580247670D609D595916250D39E36151C14	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000070.html	10.42	6B060C460E832F1B9E9EEC34124692D1FF40D61689982C90C470B5321B8759B2	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000078.html	9.39	AF1D0CD76D544D79706E2E6D729EC0BB19430367896E32E23C7C07D230516677	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000088.html	6.2	39AAFBCB86E6401B0CF02F973B8DDE29B1743B2C3880EDDC48DB4EA261973DB9	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000089.html	2.36	5B4A1A911301EB7E5A0C5C096D584A8F9BBEF76C6E91070D9705B803C3898134	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000090.html	3.49	C27AAF07D475AEB5E31CC07487132410A98A136F18815729C3523694FA55894E	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000096.html	3.65	A776766BC8BA02C1044008C9EF396BC8BE6A791CB66414DD0E9A836DA175FAD0	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000099.html	10.45	01A0128F8CB2E5F8F908F7A7650FDD5E9783C9F5959A0161E2B1664E37D41A1D	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000100.html	4.9	E508259550E32F13104BC7609826853AD5DEED32E645453F51593204EEC00454	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000150.html	7.62	06CED64012BDAB618998EDB3D6333ABADFC2DFA08D74B951266DD0BE8B6A1413	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000151.html	10.89	9FB06F521435FA7A2D335386AB7EB83F710D1047AF232361FE5C02127187CC81	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000153.html	7.67	AD279D1E696136ED9FD2C70F729C1C6E47CBD1539208C2D2A427F5B8D49B4D3D	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000155.html	9.29	83472DBF5B6DC09B9F0C0267C75E0B8187936882CF241FECE6C8D2225648917E	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000156.html	5.47	2CED61845C045CCCFC304BD949428E5CA1A317E7E377B11E6B64A09531A26621	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000157.html	1.87	91DD1C164CD04DE02F2D6C9691EEDCB9492B99F34754F508C983285033D000BB	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000158.html	11.37	33020FC8D0817A173AF95EEEAD69C6CE6233B015AD88292C04AF9C7BAA29F629	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000159.html	6.04	B78A32EE4A71174365EF4730038F29AC30DA5ACFBCAAADF57E109B5D6853D902	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000166.html	3.7	89E49D68797AEA2182AB2FC50B9438CEFE60038EAAB65C4222392F12BE8AA0BA	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000301.html	3.54	04F35F4D7167D4639FD81DAD06A64A626525E9B02C75C3689F3CF41163E1A08A	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000333.html	1.6	292E0064DAB0C551F355C1CB9CBCCE4ED5187778F25821C5FD0172D04359E486	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000338.html	4	19CBB66E68EC0E7F2DD1D3E2CD29F763F5E9C229CD6B79F0BC42F06C1748E4BF	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000400.html	9.99	38AB8887B295517C452964CD389D6F3055B1D78508666236AB778557B944675F	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000401.html	2.76	B24078073F315C213DC7A54BC00821CEA30D08218244E5AF0BD4F6C3FC1526A1	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000402.html	8.61	3538A9C52C22134B0A8AB942884F751EB245B680350EA943DD1E1645786EB170	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000403.html	9.06	22EE54F17CC400517880B0950763FBE1F79F6C57374BB86B7C80EA8FAB1C84A0	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000404.html	9.24	C0FF75D556AE2B39859EC77660F55B6ACD717F9358CDE2ACF26EBD6477483726	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000407.html	9.22	0BF475D2485E244EF6115B4871C4D6EAE91EE1B939B396FDFDABD9E5572E0F4D	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000408.html	1.61	6C4434071557EC1BCD4A7D8FE779A4E277002BEEA7494ABCF2EB2930D73822FE	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000409.html	10.73	170EF2B678ECFB4612C94C99726DAFC9D16341F0ECB9C8ABC67D1045D6C17EF4	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000410.html	8.64	3290AA472514AE53FF74AD102CFD78AEAC76837113442ED65A649D3BB52909FC	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000411.html	10.11	01792683C33B8B8A38B86D2F8AE565D5F8BF561A98635AB2757BA25164A161A6	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000413.html	13.61	5A46EB78983755476C01E6168D6F48866CF4FA0997E3FFA611473F3ACD67A469	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000415.html	10.21	2989F0D03D1C2A33A5FA168D9991F6FD8910AA2DFD380A0A250580C702B38FB9	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000416.html	7.47	009D3FE5CA253F82B7795A80E4AF39860EC0F89E9592F0CEA3D1482265CD676B	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000417.html	7.57	17331599C773BB3715573AFF54F260C68A26E18FCB4B907533348EADD5BD761F	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000419.html	10.05	F2A4417D4D3D0C0A7A38395C49BB855E6283F1E542B70EC416B60C818B4BC4BA	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000420.html	11.64	0868F343C49456940B353EF74F021171D8D3D3C8442D320386B1093BF5AC5595	1
D:\Stock\trading_assistant\10_source_library_archive\batch_149_tdx_custom_terminal_external_folder_absorb__20260719\00_raw_snapshot\from_temp_staging__20260806\羽搧綸巾   经典酷黑   灵动版\company\ZTYY\000421.html	8.68	D887605BC0CC2742F14E5025E8D95ACF51DA99779683E0B0819023EC3311C830	1
