symbol	timeframe	bar_date	fractal_type	bi_direction	zs_state	zs_zg	zs_zd	divergence_flag	bsd_type	stop_logic	note	source_mode	bi_start_date	bi_end_date	bi_start_price	bi_end_price	fractal_price
601991.SH	1d	2021-07-13	bottom	down	active	2.4041	2.3209	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2021-07-12	2021-07-13	2.4041	2.3209	2.3209
601991.SH	1d	2021-07-14	top	up	active	2.4041	2.3209	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2021-07-13	2021-07-14	2.3209	2.4134	2.4134
601991.SH	1d	2021-08-10	bottom	down	active	2.4041	2.3949	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2021-07-14	2021-08-10	2.4134	2.3949	2.3949
601991.SH	1d	2021-08-11	top	up	active	2.4134	2.3949	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2021-08-10	2021-08-11	2.3949	2.4596	2.4596
601991.SH	1d	2021-08-20	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2021-08-11	2021-08-20	2.4596	2.4504	2.4504
601991.SH	1d	2021-08-30	top	up	active	2.4596	2.4504	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2021-08-20	2021-08-30	2.4504	2.6642	2.6642
601991.SH	1d	2021-08-31	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2021-08-30	2021-08-31	2.6642	2.5305	2.5305
601991.SH	1d	2021-09-06	top	up	active	2.6642	2.5305	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2021-08-31	2021-09-06	2.5305	2.9221	2.9221
601991.SH	1d	2021-09-07	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2021-09-06	2021-09-07	2.9221	2.7502	2.7502
601991.SH	1d	2021-09-24	top	up	active	2.9221	2.7502	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2021-09-07	2021-09-24	2.7502	3.7051	3.7051
601991.SH	1d	2021-10-19	bottom	down	active	2.9221	2.7502	false	NONE		auto_structure_series_v1	auto_series	2021-09-24	2021-10-19	3.7051	2.6547	2.6547
601991.SH	1d	2021-10-28	top	up	active	2.9125	2.7502	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2021-10-19	2021-10-28	2.6547	2.9125	2.9125
601991.SH	1d	2021-11-03	bottom	down	active	2.9125	2.6547	false	NONE		auto_structure_series_v1	auto_series	2021-10-28	2021-11-03	2.9125	2.4542	2.4542
601991.SH	1d	2021-11-04	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2021-11-03	2021-11-04	2.4542	2.5974	2.5974
601991.SH	1d	2021-11-08	bottom	down	active	2.5974	2.4542	false	NONE		auto_structure_series_v1	auto_series	2021-11-04	2021-11-08	2.5974	2.3682	2.3682
601991.SH	1d	2021-11-09	top	up	active	2.5210	2.4542	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2021-11-08	2021-11-09	2.3682	2.5210	2.5210
601991.SH	1d	2021-12-01	bottom	down	active	2.5210	2.3969	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2021-11-09	2021-12-01	2.5210	2.3969	2.3969
601991.SH	1d	2021-12-31	top	up	active	2.5210	2.3969	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2021-12-01	2021-12-31	2.3969	3.1894	3.1894
601991.SH	1d	2022-01-10	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2021-12-31	2022-01-10	3.1894	2.6929	2.6929
601991.SH	1d	2022-02-16	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2022-01-10	2022-02-16	2.6929	2.6451	2.6451
601991.SH	1d	2022-03-02	bottom	down	inactive			false	NONE		auto_structure_series_v1	auto_series	2022-02-16	2022-03-02	2.6451	2.6356	2.6356
601991.SH	1d	2022-03-10	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2022-03-02	2022-03-10	2.6356	2.6929	2.6929
601991.SH	1d	2022-03-16	bottom	down	active	2.6451	2.6356	false	NONE		auto_structure_series_v1	auto_series	2022-03-10	2022-03-16	2.6929	2.1868	2.1868
601991.SH	1d	2022-03-23	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2022-03-16	2022-03-23	2.1868	2.3778	2.3778
601991.SH	1d	2022-04-01	bottom	down	active	2.3778	2.2345	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2022-03-23	2022-04-01	2.3778	2.2345	2.2345
601991.SH	1d	2022-04-20	top	up	active	2.3300	2.2345	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2022-04-01	2022-04-20	2.2345	2.3300	2.3300
601991.SH	1d	2022-05-19	bottom	down	active	2.3300	2.2345	false	NONE		auto_structure_series_v1	auto_series	2022-04-20	2022-05-19	2.3300	2.2345	2.2345
601991.SH	1d	2022-05-26	top	up	active	2.3300	2.2345	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2022-05-19	2022-05-26	2.2345	2.4160	2.4160
601991.SH	1d	2022-06-06	bottom	down	active	2.3300	2.2823	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2022-05-26	2022-06-06	2.4160	2.2823	2.2823
601991.SH	1d	2022-06-15	top	up	active	2.3396	2.2823	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2022-06-06	2022-06-15	2.2823	2.3396	2.3396
601991.SH	1d	2022-06-17	bottom	down	active	2.3396	2.2823	false	NONE		auto_structure_series_v1	auto_series	2022-06-15	2022-06-17	2.3396	2.2250	2.2250
601991.SH	1d	2022-08-09	top	up	active	2.3396	2.2823	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2022-06-17	2022-08-09	2.2250	2.6547	2.6547
601991.SH	1d	2022-08-25	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2022-08-09	2022-08-25	2.6547	2.8648	2.8648
601991.SH	1d	2022-10-26	top	up	inactive			false	NONE		auto_structure_series_v1	auto_series	2022-08-25	2022-10-26	2.8648	3.7529	3.7529
601991.SH	1d	2022-12-02	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2022-10-26	2022-12-02	3.7529	2.7788	2.7788
601991.SH	1d	2022-12-16	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2022-12-02	2022-12-16	2.7788	2.8170	2.8170
601991.SH	1d	2023-01-13	bottom	down	active	2.8170	2.7788	false	NONE		auto_structure_series_v1	auto_series	2022-12-16	2023-01-13	2.8170	2.5496	2.5496
601991.SH	1d	2023-01-16	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-01-13	2023-01-16	2.5496	2.6165	2.6165
601991.SH	1d	2023-01-19	bottom	down	active	2.6165	2.5496	false	NONE		auto_structure_series_v1	auto_series	2023-01-16	2023-01-19	2.6165	2.5401	2.5401
601991.SH	1d	2023-03-07	top	up	active	2.6165	2.5496	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-01-19	2023-03-07	2.5401	3.0176	3.0176
601991.SH	1d	2023-03-28	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2023-03-07	2023-03-28	3.0176	2.8075	2.8075
601991.SH	1d	2023-03-29	top	up	active	2.9412	2.8075	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-03-28	2023-03-29	2.8075	2.9412	2.9412
601991.SH	1d	2023-03-30	bottom	down	active	2.9412	2.8170	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2023-03-29	2023-03-30	2.9412	2.8170	2.8170
601991.SH	1d	2023-03-31	top	up	active	2.9412	2.8170	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-03-30	2023-03-31	2.8170	2.9412	2.9412
601991.SH	1d	2023-04-19	bottom	down	active	2.9412	2.9125	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2023-03-31	2023-04-19	2.9412	2.9125	2.9125
601991.SH	1d	2023-04-21	top	up	active	2.9412	2.9125	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-04-19	2023-04-21	2.9125	3.0176	3.0176
601991.SH	1d	2023-04-24	bottom	down	active	2.9412	2.9221	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2023-04-21	2023-04-24	3.0176	2.9221	2.9221
601991.SH	1d	2023-05-08	top	up	active	3.0176	2.9221	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-04-24	2023-05-08	2.9221	3.3422	3.3422
601991.SH	1d	2023-05-16	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2023-05-08	2023-05-16	3.3422	3.0176	3.0176
601991.SH	1d	2023-05-18	top	up	active	3.2085	3.0176	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-05-16	2023-05-18	3.0176	3.2085	3.2085
601991.SH	1d	2023-05-25	bottom	down	active	3.2085	3.0940	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2023-05-18	2023-05-25	3.2085	3.0940	3.0940
601991.SH	1d	2023-07-10	top	up	active	3.1703	3.0940	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-05-25	2023-07-10	3.0940	3.1703	3.1703
601991.SH	1d	2023-08-14	bottom	down	active	3.1703	3.0940	false	NONE		auto_structure_series_v1	auto_series	2023-07-10	2023-08-14	3.1703	2.7788	2.7788
601991.SH	1d	2023-08-15	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-08-14	2023-08-15	2.7788	2.9125	2.9125
601991.SH	1d	2023-09-04	bottom	down	active	2.9125	2.7788	false	NONE		auto_structure_series_v1	auto_series	2023-08-15	2023-09-04	2.9125	2.5385	2.5385
601991.SH	1d	2023-09-14	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-09-04	2023-09-14	2.5385	2.7701	2.7701
601991.SH	1d	2023-10-31	bottom	down	active	2.7701	2.5385	false	NONE		auto_structure_series_v1	auto_series	2023-09-14	2023-10-31	2.7701	2.4805	2.4805
601991.SH	1d	2023-12-08	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-10-31	2023-12-08	2.4805	2.4323	2.4323
601991.SH	1d	2023-12-14	bottom	down	inactive			false	NONE		auto_structure_series_v1	auto_series	2023-12-08	2023-12-14	2.4323	2.3744	2.3744
601991.SH	1d	2023-12-15	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-12-14	2023-12-15	2.3744	2.4226	2.4226
601991.SH	1d	2023-12-19	bottom	down	active	2.4226	2.3744	false	NONE		auto_structure_series_v1	auto_series	2023-12-15	2023-12-19	2.4226	2.3068	2.3068
601991.SH	1d	2023-12-20	top	up	active	2.3937	2.3744	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2023-12-19	2023-12-20	2.3068	2.3937	2.3937
601991.SH	1d	2024-01-23	bottom	down	active	2.3937	2.3068	false	NONE		auto_structure_series_v1	auto_series	2023-12-20	2024-01-23	2.3937	2.1138	2.1138
601991.SH	1d	2024-02-28	top	up	active	2.3937	2.3068	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-01-23	2024-02-28	2.1138	2.5095	2.5095
601991.SH	1d	2024-02-29	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2024-02-28	2024-02-29	2.5095	2.4323	2.4323
601991.SH	1d	2024-03-11	top	up	active	2.5095	2.4323	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-02-29	2024-03-11	2.4323	2.7604	2.7604
601991.SH	1d	2024-03-20	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2024-03-11	2024-03-20	2.7604	2.6832	2.6832
601991.SH	1d	2024-03-27	top	up	active	2.7604	2.6832	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-03-20	2024-03-27	2.6832	2.7894	2.7894
601991.SH	1d	2024-03-28	bottom	down	active	2.7604	2.7122	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2024-03-27	2024-03-28	2.7894	2.7122	2.7122
601991.SH	1d	2024-04-12	top	up	active	2.7894	2.7122	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-03-28	2024-04-12	2.7122	3.0597	3.0597
601991.SH	1d	2024-04-23	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2024-04-12	2024-04-23	3.0597	2.8280	2.8280
601991.SH	1d	2024-05-07	top	up	active	3.0597	2.8280	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-04-23	2024-05-07	2.8280	3.0597	3.0597
601991.SH	1d	2024-05-17	bottom	down	active	3.0597	2.9052	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2024-05-07	2024-05-17	3.0597	2.9052	2.9052
601991.SH	1d	2024-06-21	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-05-17	2024-06-21	2.9052	2.9052	2.9052
601991.SH	1d	2024-07-05	bottom	down	inactive			false	NONE		auto_structure_series_v1	auto_series	2024-06-21	2024-07-05	2.9052	2.8956	2.8956
601991.SH	1d	2024-07-10	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-07-05	2024-07-10	2.8956	3.1369	3.1369
601991.SH	1d	2024-07-18	bottom	down	active	2.9052	2.8956	false	NONE		auto_structure_series_v1	auto_series	2024-07-10	2024-07-18	3.1369	2.8184	2.8184
601991.SH	1d	2024-07-19	top	up	active	2.9149	2.8956	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-07-18	2024-07-19	2.8184	2.9149	2.9149
601991.SH	1d	2024-07-26	bottom	down	active	2.9149	2.8473	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2024-07-19	2024-07-26	2.9149	2.8473	2.8473
601991.SH	1d	2024-08-01	top	up	active	2.9149	2.8473	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-07-26	2024-08-01	2.8473	2.9149	2.9149
601991.SH	1d	2024-08-06	bottom	down	active	2.9149	2.8473	false	NONE		auto_structure_series_v1	auto_series	2024-08-01	2024-08-06	2.9149	2.7315	2.7315
601991.SH	1d	2024-09-25	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-08-06	2024-09-25	2.7315	2.6253	2.6253
601991.SH	1d	2024-09-26	bottom	down	inactive			false	NONE		auto_structure_series_v1	auto_series	2024-09-25	2024-09-26	2.6253	2.5090	2.5090
601991.SH	1d	2024-10-08	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-09-26	2024-10-08	2.5090	3.1678	3.1678
601991.SH	1d	2024-11-15	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2024-10-08	2024-11-15	3.1678	2.7512	2.7512
601991.SH	1d	2024-11-18	top	up	active	2.8578	2.7512	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-11-15	2024-11-18	2.7512	2.8578	2.8578
601991.SH	1d	2024-11-19	bottom	down	active	2.8578	2.7512	false	NONE		auto_structure_series_v1	auto_series	2024-11-18	2024-11-19	2.8578	2.7512	2.7512
601991.SH	1d	2024-11-21	top	up	active	2.8481	2.7512	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2024-11-19	2024-11-21	2.7512	2.8481	2.8481
601991.SH	1d	2025-01-13	bottom	down	active	2.8481	2.7512	false	NONE		auto_structure_series_v1	auto_series	2024-11-21	2025-01-13	2.8481	2.4993	2.4993
601991.SH	1d	2025-01-20	top	up	inactive			true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-01-13	2025-01-20	2.4993	2.5865	2.5865
601991.SH	1d	2025-01-21	bottom	down	active	2.5865	2.5187	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-01-20	2025-01-21	2.5865	2.5187	2.5187
601991.SH	1d	2025-01-23	top	up	active	2.5865	2.5187	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-01-21	2025-01-23	2.5187	2.6059	2.6059
601991.SH	1d	2025-01-24	bottom	down	active	2.5865	2.5478	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-01-23	2025-01-24	2.6059	2.5478	2.5478
601991.SH	1d	2025-02-18	top	up	active	2.6059	2.5478	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-01-24	2025-02-18	2.5478	2.7415	2.7415
601991.SH	1d	2025-03-11	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-02-18	2025-03-11	2.7415	2.6350	2.6350
601991.SH	1d	2025-03-25	top	up	active	2.7415	2.6350	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-03-11	2025-03-25	2.6350	2.9450	2.9450
601991.SH	1d	2025-04-09	bottom	down	active	2.7415	2.6447	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-03-25	2025-04-09	2.9450	2.6447	2.6447
601991.SH	1d	2025-04-10	top	up	active	2.7803	2.6447	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-04-09	2025-04-10	2.6447	2.7803	2.7803
601991.SH	1d	2025-04-11	bottom	down	active	2.7803	2.7028	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-04-10	2025-04-11	2.7803	2.7028	2.7028
601991.SH	1d	2025-04-29	top	up	active	2.7803	2.7028	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-04-11	2025-04-29	2.7028	3.1872	3.1872
601991.SH	1d	2025-04-30	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-04-29	2025-04-30	3.1872	2.9934	2.9934
601991.SH	1d	2025-05-15	top	up	active	3.1872	2.9934	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-04-30	2025-05-15	2.9934	3.1872	3.1872
601991.SH	1d	2025-05-16	bottom	down	active	3.1872	3.1000	true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-05-15	2025-05-16	3.1872	3.1000	3.1000
601991.SH	1d	2025-05-21	top	up	active	3.1872	3.1000	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-05-16	2025-05-21	3.1000	3.2840	3.2840
601991.SH	1d	2025-06-06	bottom	down	active	3.1872	3.1000	false	NONE		auto_structure_series_v1	auto_series	2025-05-21	2025-06-06	3.2840	3.0709	3.0709
601991.SH	1d	2025-06-18	top	up	active	3.2259	3.1000	true	1B	FRACTAL_BREAK	auto_structure_series_v1	auto_series	2025-06-06	2025-06-18	3.0709	3.2259	3.2259
601991.SH	1d	2025-07-11	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-06-18	2025-07-11	3.2259	3.2937	3.2937
601991.SH	1d	2025-07-14	top	up	inactive			false	NONE		auto_structure_series_v1	auto_series	2025-07-11	2025-07-14	3.2937	3.4003	3.4003
601991.SH	1d	2025-07-29	bottom	down	inactive			true	2B	PREV_SWING	auto_structure_series_v1	auto_series	2025-07-14	2025-07-29	3.4003	3.2550	3.2550
