path	name	dir_rel	size_bytes	sha256	norm_key	copies	reason
D:\Stock\cut_file\S\券商研报\20180826-安信证券-机器学习与CTA：本周行情有利于中高频策略(1).pdf	20180826-安信证券-机器学习与CTA：本周行情有利于中高频策略(1).pdf	券商研报	404349	24cc499a3b2c0fb67305aa4327f36c5bda79e7ff269d6f904b83562b861e5d2f	20180826-安信证券-机器学习与cta：本周行情有利于中高频策略.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20181101-海通证券-金融工程专题报告：高频量价因子在股票与期货中的表现(1).pdf	20181101-海通证券-金融工程专题报告：高频量价因子在股票与期货中的表现(1).pdf	券商研报	2000596	f23e6e3a745b229042774a837e0d4972748c602b0c0e4837e1a8b3fa35c0fdc7	20181101-海通证券-金融工程专题报告：高频量价因子在股票与期货中的表现.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20190601-长江证券-基础因子研究（七）：高频因子（二），结构化反转因子(1).pdf	20190601-长江证券-基础因子研究（七）：高频因子（二），结构化反转因子(1).pdf	券商研报	2822695	985732c9afb00e3be4afbf955deb7eb7884d9dbe34eddaa0bdadb268fe909751	20190601-长江证券-基础因子研究（七）：高频因子（二），结构化反转因子.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20190611-海通证券-金融工程专题报告：听海外高频交易专家讲解美国的高频交易(1).pdf	20190611-海通证券-金融工程专题报告：听海外高频交易专家讲解美国的高频交易(1).pdf	券商研报	2867761	9c9568732dbb3dd5a460343d6b04ca4cd029c8e0f463b9c523569184625bb932	20190611-海通证券-金融工程专题报告：听海外高频交易专家讲解美国的高频交易.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20190721-长江证券-基础因子研究（八）：高频因子（三），高频因子研究框架(1).pdf	20190721-长江证券-基础因子研究（八）：高频因子（三），高频因子研究框架(1).pdf	券商研报	3222370	9cb6fb38aa439c04c855f399f67222bcd42f09000e5f3a52701989ae5cf6ef32	20190721-长江证券-基础因子研究（八）：高频因子（三），高频因子研究框架.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20190810-长江证券-基础因子研究（十）：高频因子（五），高频因子和交易行为(1).pdf	20190810-长江证券-基础因子研究（十）：高频因子（五），高频因子和交易行为(1).pdf	券商研报	2835123	99a755db34275ed4a9c2f05e9fea9a55d11cef907e0608b9c1dd867ae3bf2269	20190810-长江证券-基础因子研究（十）：高频因子（五），高频因子和交易行为.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20191013-长江证券-基础因子研究（十一）：高频因子（六），特异视角下的波动率因子(1).pdf	20191013-长江证券-基础因子研究（十一）：高频因子（六），特异视角下的波动率因子(1).pdf	券商研报	3459376	c24f5f466583b9435080c22e01fb547af0671b792c234f630c3bc33b523fb922	20191013-长江证券-基础因子研究（十一）：高频因子（六），特异视角下的波动率因子.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20191029-招商证券-“琢璞”系列报告之二：高频数据中的知情交易(1).pdf	20191029-招商证券-“琢璞”系列报告之二：高频数据中的知情交易(1).pdf	券商研报	1759584	2ebc12ddad948db23145b29e377616b6e1b2b22aab3fa4f2d4b7d14096d26c7b	20191029-招商证券-“琢璞”系列报告之二：高频数据中的知情交易.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20191106-东吴证券-金工专题报告：ETF情绪温度计_基于高频折溢价的择时策略(1).pdf	20191106-东吴证券-金工专题报告：ETF情绪温度计_基于高频折溢价的择时策略(1).pdf	券商研报	1815906	f56a8cc62d1cb41634d9daaa359f8ce53c054c3e6a30fdd70c6b2535fc933946	20191106-东吴证券-金工专题报告：etf情绪温度计_基于高频折溢价的择时策略.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20191113-海通证券-金融工程专题报告：高频因子在不同周期和域下的表现及影响因素分析(1).pdf	20191113-海通证券-金融工程专题报告：高频因子在不同周期和域下的表现及影响因素分析(1).pdf	券商研报	2544763	8ddc92572bd299db93bb774f693a2c62c9c57b53b9e255970a8c51b48424bdcb	20191113-海通证券-金融工程专题报告：高频因子在不同周期和域下的表现及影响因素分析.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20191230-安信证券-中高频交易策略再出发：机器学习T0(1).pdf	20191230-安信证券-中高频交易策略再出发：机器学习T0(1).pdf	券商研报	2540001	526eb8f164741249582752b52b6c94d73b07c187f4ef0d0d3dee77e562398ed1	20191230-安信证券-中高频交易策略再出发：机器学习t0.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200223-东吴证券-“技术分析拥抱选股因子”系列研究（一）：高频价量相关性，意想不到的选股因子(1).pdf	20200223-东吴证券-“技术分析拥抱选股因子”系列研究（一）：高频价量相关性，意想不到的选股因子(1).pdf	券商研报	2174480	05031eb378f94ff356b107b27532e994004e90e3a3400b54c297a03310118b0d	20200223-东吴证券-“技术分析拥抱选股因子”系列研究（一）：高频价量相关性，意想不到的选股因子.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200223-海通证券-选股因子系列研究（五十九）：基于逐笔成交数据的高频因子梳理(1).pdf	20200223-海通证券-选股因子系列研究（五十九）：基于逐笔成交数据的高频因子梳理(1).pdf	券商研报	1876928	1e2cd455825166da3c8b7ae009387957875cc4143a52e16c2620aeaa3e1e8523	20200223-海通证券-选股因子系列研究（五十九）：基于逐笔成交数据的高频因子梳理.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200225-东吴证券-“ETF情绪温度计”系列研究（三）：ETF情绪温度计，高频折溢价的基差预测能力(1).pdf	20200225-东吴证券-“ETF情绪温度计”系列研究（三）：ETF情绪温度计，高频折溢价的基差预测能力(1).pdf	券商研报	1630409	e496bd011d4e4b5c36f30d6c65202a39251f9412aa427ce8c2bfd9e25c299d1c	20200225-东吴证券-“etf情绪温度计”系列研究（三）：etf情绪温度计，高频折溢价的基差预测能力.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200227-方正证券-市场微观结构剖析系列6：量价关系的高频乐章 (1).pdf	20200227-方正证券-市场微观结构剖析系列6：量价关系的高频乐章 (1).pdf	券商研报	4769513	ce0aa5ec9d0e7f99b6b4fffcf802b9a676ab377785f00474ef9f154de13da032	20200227-方正证券-市场微观结构剖析系列6：量价关系的高频乐章.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200305-海通证券-选股因子系列研究（六十）：如何利用高频因子的空头效应？(1).pdf	20200305-海通证券-选股因子系列研究（六十）：如何利用高频因子的空头效应？(1).pdf	券商研报	765156	9f6b41f64a6036a56291c1185926268bdb520d74679f08280dd65a3566b50d87	20200305-海通证券-选股因子系列研究（六十）：如何利用高频因子的空头效应？.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200322-海通证券-选股因子系列研究（六十一）：从加权IC到机器学习，高频因子多头失效的修正(1).pdf	20200322-海通证券-选股因子系列研究（六十一）：从加权IC到机器学习，高频因子多头失效的修正(1).pdf	券商研报	871419	4e18b9b5d71014aec4060a82277fe47b5185e57763bde134775148b53b1b9850	20200322-海通证券-选股因子系列研究（六十一）：从加权ic到机器学习，高频因子多头失效的修正.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200413-海通证券-选股因子系列研究（六十三）：剔除高频多因子空头组合后的沪深300指数增强策略(1).pdf	20200413-海通证券-选股因子系列研究（六十三）：剔除高频多因子空头组合后的沪深300指数增强策略(1).pdf	券商研报	865585	eedc9258b0881283b49e41addc69ce9728221630807a97f0c00653a5a799bc3d	20200413-海通证券-选股因子系列研究（六十三）：剔除高频多因子空头组合后的沪深300指数增强策略.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200424-海通证券-选股因子系列研究（六十四）：基于直观逻辑和机器学习的高频数据低频化应用(1).pdf	20200424-海通证券-选股因子系列研究（六十四）：基于直观逻辑和机器学习的高频数据低频化应用(1).pdf	券商研报	1009257	09b8c45551d3c7e47030c16213664e75ded5c9f9b7f8542f1567eb19d0b0fefe	20200424-海通证券-选股因子系列研究（六十四）：基于直观逻辑和机器学习的高频数据低频化应用.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200514-天风证券-市场微观结构探析系列之四：结合中高频信息的指数增强策略(1).pdf	20200514-天风证券-市场微观结构探析系列之四：结合中高频信息的指数增强策略(1).pdf	券商研报	1220634	0189dc7bdc475b00c11a04aefa1000c396a57a8f7dda3c8b40017b123519032a	20200514-天风证券-市场微观结构探析系列之四：结合中高频信息的指数增强策略.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200527-海通证券-选股因子系列研究（六十五）：剔除高频因子空头组合后的中证500指数增强策略(1).pdf	20200527-海通证券-选股因子系列研究（六十五）：剔除高频因子空头组合后的中证500指数增强策略(1).pdf	券商研报	762583	71d3cb62a7b7216766be3514a7b150cdf2d2df0c9d5060504153ae56fc796e44	20200527-海通证券-选股因子系列研究（六十五）：剔除高频因子空头组合后的中证500指数增强策略.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200610-华安证券-高频视角下成交额蕴藏的Alpha：市场微观结构剖析之七(1).pdf	20200610-华安证券-高频视角下成交额蕴藏的Alpha：市场微观结构剖析之七(1).pdf	券商研报	2287603	471e7c11f27bc1764d101439e83c16d888e441500f8fad3877d8e4855288b3c9	20200610-华安证券-高频视角下成交额蕴藏的alpha：市场微观结构剖析之七.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200618-东吴证券-“高频价量相关性拥抱CTA”系列研究（一）：CPV因子期货版(1).pdf	20200618-东吴证券-“高频价量相关性拥抱CTA”系列研究（一）：CPV因子期货版(1).pdf	券商研报	1212044	965317b4ca20562936201f438cef46915711a3b24fd13dfbffc331a57aebbae1	20200618-东吴证券-“高频价量相关性拥抱cta”系列研究（一）：cpv因子期货版.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200620-招商证券-“高频寻踪”系列之一：交易指令流中的Alpha(1).pdf	20200620-招商证券-“高频寻踪”系列之一：交易指令流中的Alpha(1).pdf	券商研报	2179040	ad88a64585d5b0e962f83d84c1c3b9cb8115c45004cb7e6712004744486bb7a5	20200620-招商证券-“高频寻踪”系列之一：交易指令流中的alpha.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200623-海通证券-选股因子系列研究（六十七）：短周期高频因子与组合调仓收益增强(1).pdf	20200623-海通证券-选股因子系列研究（六十七）：短周期高频因子与组合调仓收益增强(1).pdf	券商研报	806423	e44f601a0580e286450c9631112e5102495472b05c5851c7ac6e3819963095f2	20200623-海通证券-选股因子系列研究（六十七）：短周期高频因子与组合调仓收益增强.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200630-招商证券-“琢璞”系列报告之十七：高频数据中的知情交易（二）(1).pdf	20200630-招商证券-“琢璞”系列报告之十七：高频数据中的知情交易（二）(1).pdf	券商研报	2288693	bdbe4c710322f1589fb078f09401351c4bf5b36ae70764a9d06a4f292df29221	20200630-招商证券-“琢璞”系列报告之十七：高频数据中的知情交易（二）.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200701-长江证券-负面Alpha研究（三）：高频因子篇，如何利用负面因子做指数增强？(1).pdf	20200701-长江证券-负面Alpha研究（三）：高频因子篇，如何利用负面因子做指数增强？(1).pdf	券商研报	3149027	2928e58363063499c210b44bfe17a95af35b316bd31031f23287b12cad207c93	20200701-长江证券-负面alpha研究（三）：高频因子篇，如何利用负面因子做指数增强？.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200728-财通证券-高频波动率择时指标：RSJ市场情绪冷暖剂(1).pdf	20200728-财通证券-高频波动率择时指标：RSJ市场情绪冷暖剂(1).pdf	券商研报	1783852	b5682deaf8e33986bfd059551b840425fb506c699d6bf4564bf000220b19442d	20200728-财通证券-高频波动率择时指标：rsj市场情绪冷暖剂.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200730-海通证券-选股因子系列研究（六十九）：高频因子的现实与幻想(1).pdf	20200730-海通证券-选股因子系列研究（六十九）：高频因子的现实与幻想(1).pdf	券商研报	1651664	0cb7d8d0a43a58ab1067e18fa5685466a0d34782c355674456c9f3a51734b684	20200730-海通证券-选股因子系列研究（六十九）：高频因子的现实与幻想.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200810-长江证券-基础因子研究（十二），高频因子（七）：分布估计下的主动成交占比(1).pdf	20200810-长江证券-基础因子研究（十二），高频因子（七）：分布估计下的主动成交占比(1).pdf	券商研报	2340210	4903263a9fb4dc7f204ba6223aa4881f486e198b4a6728779e54b3c3134f81df	20200810-长江证券-基础因子研究（十二），高频因子（七）：分布估计下的主动成交占比.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200829-海通证券-金融工程专题报告：选股因子系列研究（七十），日内市场微观结构与高频因子选股能力(1).pdf	20200829-海通证券-金融工程专题报告：选股因子系列研究（七十），日内市场微观结构与高频因子选股能力(1).pdf	券商研报	827728	18289f104460ef97a191db8eb842e80f0a7b4bae9afc4dfe7501ed682b7edf4e	20200829-海通证券-金融工程专题报告：选股因子系列研究（七十），日内市场微观结构与高频因子选股能力.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200901-东吴证券-“波动率选股因子”系列研究（二）：信息分布均匀度，基于高频波动率的选股因子(1).pdf	20200901-东吴证券-“波动率选股因子”系列研究（二）：信息分布均匀度，基于高频波动率的选股因子(1).pdf	券商研报	1363049	70b8d36cffb0e4e5c29f7a3fee2439b2cb24ec52632ca4e248c395cf760c1473	20200901-东吴证券-“波动率选股因子”系列研究（二）：信息分布均匀度，基于高频波动率的选股因子.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20200916-长江证券-基础因子研究（十三）：高频因子（八），高位成交因子，从量价匹配说起(1).pdf	20200916-长江证券-基础因子研究（十三）：高频因子（八），高位成交因子，从量价匹配说起(1).pdf	券商研报	1981137	ad2936d60b763412200dc2059cc60f923ab4ee0954bce4ed52749022c35a589f	20200916-长江证券-基础因子研究（十三）：高频因子（八），高位成交因子，从量价匹配说起.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20201012-长江证券-基础因子研究（十四）：高频因子（九），高频波动中的时间序列信息(1).pdf	20201012-长江证券-基础因子研究（十四）：高频因子（九），高频波动中的时间序列信息(1).pdf	券商研报	1942715	f74e6e6b36946f897549da4d2d993991b0fb61572cca71666f9e9e175ff80fc2	20201012-长江证券-基础因子研究（十四）：高频因子（九），高频波动中的时间序列信息.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20201114-开源证券-开源量化评论（11）：北上资金高频数据的CTA潜力(1).pdf	20201114-开源证券-开源量化评论（11）：北上资金高频数据的CTA潜力(1).pdf	券商研报	999685	ee932035a3b70052ad1a3aa020624271a85e0d770d5c925c6d2a093c1c4fd7be	20201114-开源证券-开源量化评论（11）：北上资金高频数据的cta潜力.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20201219-招商证券-ESG投资研究系列之三：高频ESG数据，穿着燕尾服的Alpha(1).pdf	20201219-招商证券-ESG投资研究系列之三：高频ESG数据，穿着燕尾服的Alpha(1).pdf	券商研报	1146259	2f927dcae5402a555f5021778c2d5d29f827739f6408f2c8ea8c6b1ae9ca42f1	20201219-招商证券-esg投资研究系列之三：高频esg数据，穿着燕尾服的alpha.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20201228-华安证券-“学海拾珠”系列之二十四：知情交易的高频指标(1).pdf	20201228-华安证券-“学海拾珠”系列之二十四：知情交易的高频指标(1).pdf	券商研报	1312001	733e5a6cb9eed45286127728fdae8d9d21c182397e0d5f33f85972b33f59eb28	20201228-华安证券-“学海拾珠”系列之二十四：知情交易的高频指标.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20201231-开源证券-量化评论（13）：高频股东数据的隐含信息量(1).pdf	20201231-开源证券-量化评论（13）：高频股东数据的隐含信息量(1).pdf	券商研报	803208	39e3f65b388fc98d511c46bd9b68d79beb576edc64e638022fd54643220a545a	20201231-开源证券-量化评论（13）：高频股东数据的隐含信息量.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210107-招商证券-“高频寻踪”系列之二：轻装上阵，高频数据因子的应用(1).pdf	20210107-招商证券-“高频寻踪”系列之二：轻装上阵，高频数据因子的应用(1).pdf	券商研报	3030534	71f14698b187b7c28ba09126f9e579ef95d44508edec425d227ab69cd0cf9b1a	20210107-招商证券-“高频寻踪”系列之二：轻装上阵，高频数据因子的应用.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210128-长江证券-基础因子研究（十六）：高频因子（十），量价关系中的反转微观结构(1).pdf	20210128-长江证券-基础因子研究（十六）：高频因子（十），量价关系中的反转微观结构(1).pdf	券商研报	8952020	327483649f279a6cef3c3669fdaf47730f35c77e48a550a035cf333433f40bc5	20210128-长江证券-基础因子研究（十六）：高频因子（十），量价关系中的反转微观结构.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210322-长江证券-基础因子研究（十七）：高频因子（十一），高频数据的微观划分(1).pdf	20210322-长江证券-基础因子研究（十七）：高频因子（十一），高频数据的微观划分(1).pdf	券商研报	2801433	e77d84e246b531d1839c0204d082ce43bea74bfe5df5e73d59080c4439bf8bba	20210322-长江证券-基础因子研究（十七）：高频因子（十一），高频数据的微观划分.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210428-海通证券-高频数据应用系列研究（一）：使用高频数据跟踪核心资产的公募基金持仓变化(1).pdf	20210428-海通证券-高频数据应用系列研究（一）：使用高频数据跟踪核心资产的公募基金持仓变化(1).pdf	券商研报	1207710	ad3d4a2fef039db90a1093d2f9e67bd81670680b7a8ca3bd766cfeb77948b28f	20210428-海通证券-高频数据应用系列研究（一）：使用高频数据跟踪核心资产的公募基金持仓变化.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210527-中泰证券-追踪“聪明资金”系列一：大小盘如何择时？基金抱团高频跟踪数据给我们启示(1).pdf	20210527-中泰证券-追踪“聪明资金”系列一：大小盘如何择时？基金抱团高频跟踪数据给我们启示(1).pdf	券商研报	1250482	8853b72c0e7294dff6b141250a692e6ff72540d1a2a8bee187995b7f6aaf3978	20210527-中泰证券-追踪“聪明资金”系列一：大小盘如何择时？基金抱团高频跟踪数据给我们启示.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210606-长江证券-基础因子研究（十八）：高频因子（十二），日内与日间(1).pdf	20210606-长江证券-基础因子研究（十八）：高频因子（十二），日内与日间(1).pdf	券商研报	4553623	dad4431cb2e133ca40855166579d7104f83be264c21815ccb49e9b798803d085	20210606-长江证券-基础因子研究（十八）：高频因子（十二），日内与日间.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210608-国信证券-学术文献研究系列第5期：交易量时钟，对高频交易模式的洞察(1).pdf	20210608-国信证券-学术文献研究系列第5期：交易量时钟，对高频交易模式的洞察(1).pdf	券商研报	997165	45c7282bf9aa74e461d08236940f2293ed5e10cfb4321c55c89318e198b6fe9d	20210608-国信证券-学术文献研究系列第5期：交易量时钟，对高频交易模式的洞察.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210610-国泰君安-学界纵横系列之八：天然气期货的高频交易模式是怎样的(1).pdf	20210610-国泰君安-学界纵横系列之八：天然气期货的高频交易模式是怎样的(1).pdf	券商研报	1342731	c3df6e0041f35a0dd77ad8212301ad5a5292e86a7c709744f1d5e8d7bea82b39	20210610-国泰君安-学界纵横系列之八：天然气期货的高频交易模式是怎样的.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210714-海通证券-高频数据应用系列研究（二）：公募基金持仓占比预期在选股以及行业轮动中的应用(1).pdf	20210714-海通证券-高频数据应用系列研究（二）：公募基金持仓占比预期在选股以及行业轮动中的应用(1).pdf	券商研报	1065628	e3ad03e70df01cc5056d392530ba6c92fc8db0cad27f4e6e60f559afbaa95b3c	20210714-海通证券-高频数据应用系列研究（二）：公募基金持仓占比预期在选股以及行业轮动中的应用.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210730-国泰君安-算法交易系列二：利用高频数据监测机构动向(1).pdf	20210730-国泰君安-算法交易系列二：利用高频数据监测机构动向(1).pdf	券商研报	1135086	82234bdb052e0849e82c05d3def9b1a921b42ec9836cf07897956e0c7c522b11	20210730-国泰君安-算法交易系列二：利用高频数据监测机构动向.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210823-中泰证券-追踪“聪明资金”系列二：如何高频探测基金行业配置动向？(1).pdf	20210823-中泰证券-追踪“聪明资金”系列二：如何高频探测基金行业配置动向？(1).pdf	券商研报	5319378	a3851d47d9af34b4e27bbcb73ea38cd6f7022fd10304a6f361edc9d49f7663da	20210823-中泰证券-追踪“聪明资金”系列二：如何高频探测基金行业配置动向？.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20210924-开源证券-开源量化评论（36）：独家量价因子的高频测试(1).pdf	20210924-开源证券-开源量化评论（36）：独家量价因子的高频测试(1).pdf	券商研报	948299	9c7f36209473af8ce3bdc72d0b5746f1c845d5abe80a99d9c2cdc13601dcae3f	20210924-开源证券-开源量化评论（36）：独家量价因子的高频测试.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20211011-海通证券-高频数据应用系列研究（三）：高频调仓对多因子模型的收益增强(1).pdf	20211011-海通证券-高频数据应用系列研究（三）：高频调仓对多因子模型的收益增强(1).pdf	券商研报	984657	63fc849ce35dbb303784d3644c09cb6a546c27a0699b82fa81078a3f61b73ee5	20211011-海通证券-高频数据应用系列研究（三）：高频调仓对多因子模型的收益增强.pdf	2	same_hash_as_keep
D:\Stock\cut_file\S\券商研报\20211015-东兴证券-另辟蹊径系列之一：基于高频快照数据的行为追踪因子(1).pdf	20211015-东兴证券-另辟蹊径系列之一：基于高频快照数据的行为追踪因子(1).pdf	券商研报	793332	277f66da8a39702fcef82b0bae43c29ce992a134574e0c3eeb22873b8e8e9589	20211015-东兴证券-另辟蹊径系列之一：基于高频快照数据的行为追踪因子.pdf	2	same_hash_as_keep
