file_name	ext	size_bytes	current_path	bucket_l1	bucket_l2	duplicate_candidate	info_density_guess	next_action
【朱玄】集合竞价抓涨停.pdf	.pdf	2715924	D:\Stock\cut_file\S\01_集合竞价教程\04.朱玄《集合竞价培训课》共2集\【朱玄】集合竞价抓涨停.pdf	01_集合竞价教程		n	medium	compare_first
01.早盘集合竞价（实盘抓3涨停）.wmv_导出.md	.md	13623	D:\Stock\cut_file\S\01_集合竞价教程\05.枫叶《集合竞价培训课程》共4集\01.早盘集合竞价（实盘抓3涨停）.wmv_导出.md	01_集合竞价教程		n	medium	compare_first
02.集合竞价高量柱.wmv_导出.md	.md	46644	D:\Stock\cut_file\S\01_集合竞价教程\05.枫叶《集合竞价培训课程》共4集\02.集合竞价高量柱.wmv_导出.md	01_集合竞价教程		n	medium	compare_first
03.集合竞价战法.wmv_导出.md	.md	28338	D:\Stock\cut_file\S\01_集合竞价教程\05.枫叶《集合竞价培训课程》共4集\03.集合竞价战法.wmv_导出.md	01_集合竞价教程		n	medium	compare_first
04.集合竞价高量柱战法.avi_导出.md	.md	25042	D:\Stock\cut_file\S\01_集合竞价教程\05.枫叶《集合竞价培训课程》共4集\04.集合竞价高量柱战法.avi_导出.md	01_集合竞价教程		n	medium	compare_first
如何设置通达信界面.pdf	.pdf	1272584	D:\Stock\cut_file\S\01_集合竞价教程\05.枫叶《集合竞价培训课程》共4集\如何设置通达信界面.pdf	01_集合竞价教程		n	medium	compare_first
01.集合竞价规则及异动.mp4_导出.md	.md	7817	D:\Stock\cut_file\S\01_集合竞价教程\06.张馨元《集合竞价实战培训》共3集\01.集合竞价规则及异动.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
02.集合竞价游资套路.mp4_导出.md	.md	9967	D:\Stock\cut_file\S\01_集合竞价教程\06.张馨元《集合竞价实战培训》共3集\02.集合竞价游资套路.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
03.集合竞价买入法.mp4_导出.md	.md	11294	D:\Stock\cut_file\S\01_集合竞价教程\06.张馨元《集合竞价实战培训》共3集\03.集合竞价买入法.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
第1节：930分前筛选启动个股方案.mp4_导出.md	.md	4030	D:\Stock\cut_file\S\01_集合竞价教程\07.周上人《集合竞价抓涨停技术》共4集\第1节：930分前筛选启动个股方案.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
第2节：筛选有效个股的步骤.mp4_导出.md	.md	49485	D:\Stock\cut_file\S\01_集合竞价教程\07.周上人《集合竞价抓涨停技术》共4集\第2节：筛选有效个股的步骤.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
第3节：介入法和卖出操作管理应对.mp4_导出.md	.md	70329	D:\Stock\cut_file\S\01_集合竞价教程\07.周上人《集合竞价抓涨停技术》共4集\第3节：介入法和卖出操作管理应对.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
第4节：快速观察涨停股走势指标.mp4_导出.md	.md	70962	D:\Stock\cut_file\S\01_集合竞价教程\07.周上人《集合竞价抓涨停技术》共4集\第4节：快速观察涨停股走势指标.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
01.集合竞价（一）.flv_导出.md	.md	20356	D:\Stock\cut_file\S\01_集合竞价教程\08.范博《主力行为集合竞价》共3集\01.集合竞价（一）.flv_导出.md	01_集合竞价教程		n	medium	compare_first
02.集合竞价（二）.flv_导出.md	.md	21627	D:\Stock\cut_file\S\01_集合竞价教程\08.范博《主力行为集合竞价》共3集\02.集合竞价（二）.flv_导出.md	01_集合竞价教程		n	medium	compare_first
03.集合竞价（三）.flv_导出.md	.md	25621	D:\Stock\cut_file\S\01_集合竞价教程\08.范博《主力行为集合竞价》共3集\03.集合竞价（三）.flv_导出.md	01_集合竞价教程		n	medium	compare_first
01.游资为什么要关注集合竞价？.mp4_导出.md	.md	7997	D:\Stock\cut_file\S\01_集合竞价教程\09.戴强《屠龙战法破解集合竞价》共6集\01.游资为什么要关注集合竞价？.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
02.主力是如何通过集合竞价来骗散户的？.mp4_导出.md	.md	10414	D:\Stock\cut_file\S\01_集合竞价教程\09.戴强《屠龙战法破解集合竞价》共6集\02.主力是如何通过集合竞价来骗散户的？.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
03.集合竞价排单技巧及黄金时间.mp4_导出.md	.md	12057	D:\Stock\cut_file\S\01_集合竞价教程\09.戴强《屠龙战法破解集合竞价》共6集\03.集合竞价排单技巧及黄金时间.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
04.重大利好利空时排一字单技巧.mp4_导出.md	.md	10633	D:\Stock\cut_file\S\01_集合竞价教程\09.戴强《屠龙战法破解集合竞价》共6集\04.重大利好利空时排一字单技巧.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
05.四大交易通道背后的奥秘.mp4_导出.md	.md	12686	D:\Stock\cut_file\S\01_集合竞价教程\09.戴强《屠龙战法破解集合竞价》共6集\05.四大交易通道背后的奥秘.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
06.三大涨停模型中集合竞价的实战.mp4_导出.md	.md	12502	D:\Stock\cut_file\S\01_集合竞价教程\09.戴强《屠龙战法破解集合竞价》共6集\06.三大涨停模型中集合竞价的实战.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
01.讲义_集合竞价买入：如何看竞价.doc	.doc	27136	D:\Stock\cut_file\S\01_集合竞价教程\10.首板《涨停板集合竞价》共3集\01.讲义_集合竞价买入：如何看竞价.doc	01_集合竞价教程		n	medium	compare_first
01.集合竞价买入：如何看竞价.mp4_导出.md	.md	39689	D:\Stock\cut_file\S\01_集合竞价教程\10.首板《涨停板集合竞价》共3集\01.集合竞价买入：如何看竞价.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
02.讲义_集合竞价：竞价不及预期.doc	.doc	26624	D:\Stock\cut_file\S\01_集合竞价教程\10.首板《涨停板集合竞价》共3集\02.讲义_集合竞价：竞价不及预期.doc	01_集合竞价教程		n	medium	compare_first
02.集合竞价：竞价不及预期.mp4_导出.md	.md	26387	D:\Stock\cut_file\S\01_集合竞价教程\10.首板《涨停板集合竞价》共3集\02.集合竞价：竞价不及预期.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
03.讲义_集合竞价：竞价抢筹-板块抢筹.doc	.doc	27648	D:\Stock\cut_file\S\01_集合竞价教程\10.首板《涨停板集合竞价》共3集\03.讲义_集合竞价：竞价抢筹-板块抢筹.doc	01_集合竞价教程		n	medium	compare_first
03.集合竞价：竞价抢筹-板块抢筹.mp4_导出.md	.md	31801	D:\Stock\cut_file\S\01_集合竞价教程\10.首板《涨停板集合竞价》共3集\03.集合竞价：竞价抢筹-板块抢筹.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
一剑封板《对集合竞价的理解》.mp4_导出.md	.md	26349	D:\Stock\cut_file\S\01_集合竞价教程\11.百家争鸣《集合竞价视频》共10集\一剑封板《对集合竞价的理解》.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
姜灵海《主控思维集合竞价选股实战》.mp4_导出.md	.md	64460	D:\Stock\cut_file\S\01_集合竞价教程\11.百家争鸣《集合竞价视频》共10集\姜灵海《主控思维集合竞价选股实战》.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
小黑龙《分时战法之集合竞价密码》.wmv_导出.md	.md	55908	D:\Stock\cut_file\S\01_集合竞价教程\11.百家争鸣《集合竞价视频》共10集\小黑龙《分时战法之集合竞价密码》.wmv_导出.md	01_集合竞价教程		n	medium	compare_first
柚子小M《集合竞价讲解》.mp4_导出.md	.md	42951	D:\Stock\cut_file\S\01_集合竞价教程\11.百家争鸣《集合竞价视频》共10集\柚子小M《集合竞价讲解》.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
游资混江龙《如何观察集合竞价》.mp4_导出.md	.md	4435	D:\Stock\cut_file\S\01_集合竞价教程\11.百家争鸣《集合竞价视频》共10集\游资混江龙《如何观察集合竞价》.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
田渊公《集合竞价选股方法及实战应用》.mp4_导出.md	.md	41178	D:\Stock\cut_file\S\01_集合竞价教程\11.百家争鸣《集合竞价视频》共10集\田渊公《集合竞价选股方法及实战应用》.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
白泽哥《集合竞价分析》.mkv_导出.md	.md	110727	D:\Stock\cut_file\S\01_集合竞价教程\11.百家争鸣《集合竞价视频》共10集\白泽哥《集合竞价分析》.mkv_导出.md	01_集合竞价教程		n	medium	compare_first
网易云课堂《集合竞价》.mp4_导出.md	.md	20413	D:\Stock\cut_file\S\01_集合竞价教程\11.百家争鸣《集合竞价视频》共10集\网易云课堂《集合竞价》.mp4_导出.md	01_集合竞价教程		n	medium	compare_first
长风《集合竞价抓涨停战法》.avi_导出.md	.md	26983	D:\Stock\cut_file\S\01_集合竞价教程\11.百家争鸣《集合竞价视频》共10集\长风《集合竞价抓涨停战法》.avi_导出.md	01_集合竞价教程		n	medium	compare_first
高帥《集合竞价选股》.wmv_导出.md	.md	110187	D:\Stock\cut_file\S\01_集合竞价教程\11.百家争鸣《集合竞价视频》共10集\高帥《集合竞价选股》.wmv_导出.md	01_集合竞价教程		n	medium	compare_first
龙头泰山《手把手教你集合竞价抓涨停》.avi_导出.md	.md	12245	D:\Stock\cut_file\S\01_集合竞价教程\11.百家争鸣《集合竞价视频》共10集\龙头泰山《手把手教你集合竞价抓涨停》.avi_导出.md	01_集合竞价教程		n	medium	compare_first
00前言：认知市场现状.epub	.epub	52266	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\00前言：认知市场现状.epub	02_游资悟道交割单		n	low	compare_first
01、一个高级的认知层次.epub	.epub	6824	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\01、一个高级的认知层次.epub	02_游资悟道交割单		n	low	compare_first
市场转折点，炒股养家教你如何买强势股.pdf	.pdf	1375895	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\01、炒股养家_洞悉情绪周期\市场转折点，炒股养家教你如何买强势股.pdf	02_游资悟道交割单		n	medium	compare_first
炒股养家干货合集  共62页.pdf	.pdf	1340363	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\01、炒股养家_洞悉情绪周期\炒股养家干货合集  共62页.pdf	02_游资悟道交割单		n	medium	compare_first
1、Asking理念总结 .pdf	.pdf	246945	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\02、一线游资Asking心法_短线节奏的把握\1、Asking理念总结 .pdf	02_游资悟道交割单		n	medium	compare_first
A神龙飞虎等短线高手感悟.pdf	.pdf	579252	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\02、一线游资Asking心法_短线节奏的把握\A神龙飞虎等短线高手感悟.pdf	02_游资悟道交割单		n	medium	compare_first
A股之神Asking语录.docx	.docx	23992	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\02、一线游资Asking心法_短线节奏的把握\A股之神Asking语录.docx	02_游资悟道交割单		n	medium	compare_first
民间股神之asking龙头战法.pdf	.pdf	205258	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\02、一线游资Asking心法_短线节奏的把握\民间股神之asking龙头战法.pdf	02_游资悟道交割单		n	medium	compare_first
02、狙击系统的核心思维.epub	.epub	2998	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\02、狙击系统的核心思维.epub	02_游资悟道交割单		n	low	compare_first
03、大资金的核心思维.epub	.epub	21422	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\03、大资金的核心思维.epub	02_游资悟道交割单		n	low	compare_first
退学炒股_一万到千万的蜕变.pdf	.pdf	494735	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\03、退学炒股心法_一万到千万的蜕变\退学炒股_一万到千万的蜕变.pdf	02_游资悟道交割单		n	medium	compare_first
退学炒股超短打板的心法与精髓 共171页.pdf	.pdf	95665362	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\03、退学炒股心法_一万到千万的蜕变\退学炒股超短打板的心法与精髓 共171页.pdf	02_游资悟道交割单		n	medium	compare_first
退学语录_我和小明.pdf	.pdf	358461	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\03、退学炒股心法_一万到千万的蜕变\退学语录_我和小明.pdf	02_游资悟道交割单		n	medium	compare_first
04、全局思维的研究.epub	.epub	10566	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、全局思维的研究.epub	02_游资悟道交割单		n	low	compare_first
00前言：认知市场现状.pdf	.pdf	470441	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\00前言：认知市场现状.pdf	02_游资悟道交割单		n	medium	compare_first
01、一个高级的认知层次.pdf	.pdf	312345	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\01、一个高级的认知层次.pdf	02_游资悟道交割单		n	medium	compare_first
02、狙击系统的核心思维.pdf	.pdf	282993	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\02、狙击系统的核心思维.pdf	02_游资悟道交割单		n	medium	compare_first
03、大资金的核心思维.pdf	.pdf	511508	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\03、大资金的核心思维.pdf	02_游资悟道交割单		n	medium	compare_first
04、全局思维的研究.pdf	.pdf	1204222	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\04、全局思维的研究.pdf	02_游资悟道交割单		n	medium	compare_first
05、解析价值投资一个巨大谎言.pdf	.pdf	1116638	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\05、解析价值投资一个巨大谎言.pdf	02_游资悟道交割单		n	medium	compare_first
06、狙击价值投资的命门.pdf	.pdf	340082	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\06、狙击价值投资的命门.pdf	02_游资悟道交割单		n	medium	compare_first
07、机构常用的价值估值法.pdf	.pdf	408888	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\07、机构常用的价值估值法.pdf	02_游资悟道交割单		n	medium	compare_first
08、相对估值法.pdf	.pdf	1492741	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\08、相对估值法.pdf	02_游资悟道交割单		n	medium	compare_first
09、大资金的重兵狙击点.pdf	.pdf	576473	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\09、大资金的重兵狙击点.pdf	02_游资悟道交割单		n	medium	compare_first
10、三个关键的狙击点.pdf	.pdf	565910	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\10、三个关键的狙击点.pdf	02_游资悟道交割单		n	medium	compare_first
11、第一个高射炮狙击点：买入即爆发_03.pdf	.pdf	5085602	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\11、第一个高射炮狙击点：买入即爆发_03.pdf	02_游资悟道交割单		n	medium	compare_first
12、第二个加农炮狙击点：买入即转势.pdf	.pdf	1272309	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\12、第二个加农炮狙击点：买入即转势.pdf	02_游资悟道交割单		n	medium	compare_first
13、迫击炮狙击点：买入即轮动.pdf	.pdf	1368239	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\13、迫击炮狙击点：买入即轮动.pdf	02_游资悟道交割单		n	medium	compare_first
14、狙击法总结.pdf	.pdf	270367	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\14、狙击法总结.pdf	02_游资悟道交割单		n	medium	compare_first
15、操盘手趋势入门狙击法（总集版）.pdf	.pdf	17334609	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\15、操盘手趋势入门狙击法（总集版）.pdf	02_游资悟道交割单		n	medium	compare_first
章盟主：三线归一 三仙归一 战法PDF文档.pdf	.pdf	346684875	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\章盟主其他\章盟主：三线归一 三仙归一 战法PDF文档.pdf	02_游资悟道交割单		n	medium	compare_first
章盟主：强力试盘洗盘技术.pdf	.pdf	3499603	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\04、章盟主趋势狙击\【上海章盟主】操盘手趋势入门狙击法 16文档\章盟主其他\章盟主：强力试盘洗盘技术.pdf	02_游资悟道交割单		n	medium	compare_first
明王心法_熊市生存之道.pdf	.pdf	491956	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\05、明王心法_熊市生存之道\明王心法_熊市生存之道.pdf	02_游资悟道交割单		n	medium	compare_first
05、解析价值投资一个巨大谎言.epub	.epub	6686	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\05、解析价值投资一个巨大谎言.epub	02_游资悟道交割单		n	low	compare_first
怎么系统性复盘.pdf	.pdf	2240719	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\怎么系统性复盘.pdf	02_游资悟道交割单		n	medium	compare_first
怎么系统性复盘（完整版）.pdf	.pdf	3732288	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\怎么系统性复盘（完整版）.pdf	02_游资悟道交割单		n	medium	compare_first
第01节：什么是妖股？.pdf	.pdf	4497449	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\第01节：什么是妖股？.pdf	02_游资悟道交割单		n	medium	compare_first
第02节：妖股产生的时机.pdf	.pdf	2811774	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\第02节：妖股产生的时机.pdf	02_游资悟道交割单		n	medium	compare_first
第03节：妖股该怎么参与？.pdf	.pdf	7327324	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\第03节：妖股该怎么参与？.pdf	02_游资悟道交割单		n	medium	compare_first
第04节：妖股龙回头（上）.pdf	.pdf	459877	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\第04节：妖股龙回头（上）.pdf	02_游资悟道交割单		n	medium	compare_first
第05节：妖股龙回头（下）.pdf	.pdf	2907208	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\第05节：妖股龙回头（下）.pdf	02_游资悟道交割单		n	medium	compare_first
第06节：妖股炒作的心得.pdf	.pdf	372717	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\第06节：妖股炒作的心得.pdf	02_游资悟道交割单		n	medium	compare_first
第08节：如何有效提高炒股水平.pdf	.pdf	3348465	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\第08节：如何有效提高炒股水平.pdf	02_游资悟道交割单		n	medium	compare_first
第09节：怎么看龙虎榜（上）.pdf	.pdf	354983	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\第09节：怎么看龙虎榜（上）.pdf	02_游资悟道交割单		n	medium	compare_first
第10节：怎么看龙虎榜（下）.pdf	.pdf	407346	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\第10节：怎么看龙虎榜（下）.pdf	02_游资悟道交割单		n	medium	compare_first
缺口理论.pdf	.pdf	2018820	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、欢乐海岸\缺口理论.pdf	02_游资悟道交割单		n	medium	compare_first
06、狙击价值投资的命门.epub	.epub	3301	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\06、狙击价值投资的命门.epub	02_游资悟道交割单		n	low	compare_first
07、机构常用的价值估值法.epub	.epub	3682	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\07、机构常用的价值估值法.epub	02_游资悟道交割单		n	low	compare_first
民间股神之“职业炒手”王元杰的弱市操作及超短感悟 .pdf	.pdf	264163	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\07、职业炒手_交易的本质\民间股神之“职业炒手”王元杰的弱市操作及超短感悟 .pdf	02_游资悟道交割单		n	medium	compare_first
职业炒手与Asking心得.pdf	.pdf	366175	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\07、职业炒手_交易的本质\职业炒手与Asking心得.pdf	02_游资悟道交割单		n	medium	compare_first
08、相对估值法.epub	.epub	41218	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\08、相对估值法.epub	02_游资悟道交割单		n	low	compare_first
A股题材炒作的本质（赵老哥著）.pdf	.pdf	4329583	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\08、赵老哥_短线选股要诀\A股题材炒作的本质（赵老哥著）.pdf	02_游资悟道交割单		n	medium	compare_first
【赵老哥】悟道心法.pdf	.pdf	105021	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\08、赵老哥_短线选股要诀\【赵老哥】悟道心法.pdf	02_游资悟道交割单		n	medium	compare_first
【赵老哥】赵老哥交割单全集.pdf	.pdf	22988477	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\08、赵老哥_短线选股要诀\【赵老哥】赵老哥交割单全集.pdf	02_游资悟道交割单		n	medium	compare_first
赵老哥-顶级游资风云录-游资敢死队操盘手法.pdf	.pdf	7639768	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\08、赵老哥_短线选股要诀\赵老哥-顶级游资风云录-游资敢死队操盘手法.pdf	02_游资悟道交割单		n	medium	compare_first
赵老哥股林绝技之连板战法1.pdf	.pdf	25849168	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\08、赵老哥_短线选股要诀\赵老哥股林绝技之连板战法1.pdf	02_游资悟道交割单		n	medium	compare_first
赵老哥股林绝技之连板战法2.pdf	.pdf	4090020	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\08、赵老哥_短线选股要诀\赵老哥股林绝技之连板战法2.pdf	02_游资悟道交割单		n	medium	compare_first
09、大资金的重兵狙击点.epub	.epub	4516	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\09、大资金的重兵狙击点.epub	02_游资悟道交割单		n	low	compare_first
著名刺客500万到800万实盘交割单.pdf	.pdf	3274547	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\09、著名刺客_龙头战法执行者\著名刺客500万到800万实盘交割单.pdf	02_游资悟道交割单		n	medium	compare_first
著名刺客50万到104万实盘持仓汇总.pdf	.pdf	4511367	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\09、著名刺客_龙头战法执行者\著名刺客50万到104万实盘持仓汇总.pdf	02_游资悟道交割单		n	medium	compare_first
著名刺客新生代游资著名刺客手法揭秘 PDF文章.pdf	.pdf	578302	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\09、著名刺客_龙头战法执行者\著名刺客新生代游资著名刺客手法揭秘 PDF文章.pdf	02_游资悟道交割单		n	medium	compare_first
著名刺客语录.pdf	.pdf	185708	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\09、著名刺客_龙头战法执行者\著名刺客语录.pdf	02_游资悟道交割单		n	medium	compare_first
10、三个关键的狙击点.epub	.epub	97625	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\10、三个关键的狙击点.epub	02_游资悟道交割单		n	low	compare_first
艾琳心法_抓住大波段的奥秘.pdf	.pdf	373824	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\10、艾琳心法_抓住大波段的奥秘\艾琳心法_抓住大波段的奥秘.pdf	02_游资悟道交割单		n	medium	compare_first
10金币【凡倍无名】超短作手凡倍无名-超短百科全书 PDF电子书146页 - sgl25.jpg	.jpg	41680	D:\Stock\cut_file\S\02_游资悟道交割单\28位游资悟道心法\10金币【凡倍无名】超短作手凡倍无名-超短百科全书 PDF电子书146页 - sgl25.jpg	02_游资悟道交割单		n	low	compare_first
